2022.05.23 11:02:00,,,
GOSHO,,,
F1,,,
,N14W,N76E,
TIME(s),STREAM(gal),DAMAXIS(gal),U-D(gal)
11.19,1.6838861662,-1.3931536458,-6.7572940992
11.20,1.706263391,-1.3720994276,-6.7335676452
11.21,1.7162532235,-1.360579195,-6.7110275139
11.22,1.7242450895,-1.3514424588,-6.6991642869
11.23,1.7338353287,-1.3351552334,-6.6920463507
11.24,1.7322369555,-1.3133065164,-6.6730651875
11.25,1.6990707116,-1.2926495476,-6.6615974014
11.26,1.6299410707,-1.2644448402,-6.6758332738
11.27,1.5452272911,-1.23147314,-6.7098411912
11.28,1.4629110713,-1.2004876868,-6.7616439491
11.29,1.3961789902,-1.1786389698,-6.8166102342
11.30,1.3438322679,-1.1655297396,-6.8668312285
11.31,1.290686359,-1.1651324902,-6.9158659001
11.32,1.2303477707,-1.1794334686,-6.9569917537
11.33,1.1823965747,-1.201679435,-6.9862543803
11.34,1.1612181298,-1.2239254014,-7.0174942114
11.35,1.1596197566,-1.2445823702,-7.0356844928
11.36,1.150828704,-1.2723898282,-7.0178896523
11.37,1.1224575797,-1.3061560272,-6.9704367443
11.38,1.0820986564,-1.3311827394,-6.9055844367
11.39,1.0517295656,-1.3359497322,-6.8284734612
11.40,1.0377438001,-1.3236350008,-6.7529442493
11.41,1.0273543743,-1.3037725308,-6.6861147372
11.42,1.0205612882,-1.2799375668,-6.6347074202
11.43,1.0045775562,-1.25133561,-6.5971405347
11.44,0.9806019582,-1.2124051688,-6.5615508537
11.45,0.9810015515,-1.1603654974,-6.52477485
11.46,1.0077743026,-1.0912441018,-6.5022347187
11.47,1.0333482738,-1.0082189772,-6.4978848688
11.48,1.0573238718,-0.9279745984,-6.5034210414
11.49,1.0916888956,-0.8556752076,-6.5172614729
11.50,1.1340457854,-0.7976767952,-6.5358471952
11.51,1.1831957613,-0.7643078456,-6.5556192402
11.52,1.2335445171,-0.7583491046,-6.5706459944
11.53,1.2751022203,-0.7694720878,-6.576182167
11.54,1.3042725312,-0.7837730662,-6.5935815666
11.55,1.3134631771,-0.8000602916,-6.6343119793
11.56,1.3018749714,-0.8234980062,-6.678996801
11.57,1.2798973399,-0.856072457,-6.706677664
11.58,1.2463315027,-0.8910304042,-6.7232861818
11.59,1.1971815268,-0.9204268598,-6.7307995589
11.60,1.1460335844,-0.9537958094,-6.7165636865
11.61,1.1076726276,-0.9927262506,-6.6857192963
11.62,1.0848958095,-1.0304649436,-6.6580384333
11.63,1.0801006899,-1.0741623776,-6.6406390337
11.64,1.0928876755,-1.1305717924,-6.6283803658
11.65,1.11886124,-1.1929399482,-6.6232396341
11.66,1.1604189432,-1.2501438618,-6.6347074202
11.67,1.230747364,-1.3057587778,-6.6706925421
11.68,1.3310452823,-1.358592948,-6.7189363319
11.69,1.4417326264,-1.404276629,-6.7572940992
11.70,1.5352374586,-1.444001569,-6.773902617
11.71,1.5975740134,-1.4849182572,-6.7727162943
11.72,1.6351357836,-1.513520214,-6.7640165945
11.73,1.6467239893,-1.515506461,-6.7612485082
11.74,1.6279431042,-1.4924659958,-6.7790433487
11.75,1.5887829608,-1.4543300534,-6.8193783205
11.76,1.5436289179,-1.4169886098,-6.8620859377
11.77,1.494478942,-1.3891811518,-6.8877895962
11.78,1.4457285594,-1.3589901974,-6.892534887
11.79,1.4197549949,-1.312909267,-6.8842306281
11.80,1.4245501145,-1.2564998522,-6.8660403467
11.81,1.4405338465,-1.2108161712,-6.8474546244
11.82,1.4453289661,-1.1909537012,-6.8351959565
11.83,1.4353391336,-1.1992959386,-6.8233327295
11.84,1.4101647557,-1.2128024182,-6.8150284706
11.85,1.370605019,-1.2163776628,-6.8177965569
11.86,1.326649756,-1.2159804134,-6.8336141929
11.87,1.3030737513,-1.2147886652,-6.8565497651
11.88,1.3046721245,-1.2112134206,-6.860899615
11.89,1.3298465024,-1.2080354254,-6.8458728608
11.90,1.3730025788,-1.2024739338,-6.8336141929
11.91,1.4169578418,-1.189761953,-6.8241236113
11.92,1.450523679,-1.1671187372,-6.8039561254
11.93,1.4756980569,-1.1365305334,-6.773902617
11.94,1.4796939899,-1.104353332,-6.746221754
11.95,1.4589151383,-1.082504615,-6.7062822231
11.96,1.4157590619,-1.0642311426,-6.6702971012
11.97,1.3570188468,-1.0399989292,-6.6517113789
11.98,1.2890879858,-1.0058354808,-6.6438025609
11.99,1.2099685124,-0.9621380468,-6.6497341744
12.00,1.1336461921,-0.9152626176,-6.6770195965
12.01,1.074905977,-0.875934927,-6.7126092775
12.02,1.0345470537,-0.844154975,-6.7481989585
12.03,1.0049771495,-0.8195255122,-6.7790433487
12.04,0.9766060252,-0.8131695218,-6.8000017164
12.05,0.9434397813,-0.83422374,-6.805537889
12.06,0.9034804513,-0.8703734354,-6.8039561254
12.07,0.8647199012,-0.9108928742,-6.8043515663
12.08,0.8295556908,-0.9589600516,-6.7988153937
12.09,0.8011845665,-1.0026574856,-6.7833931986
12.10,0.7995861933,-1.0324511906,-6.7667846808
12.11,0.8315536573,-1.0678063872,-6.7707390898
12.12,0.8699146141,-1.116270814,-6.7972336301
12.13,0.903080858,-1.179830718,-6.8201692023
12.14,0.9402430349,-1.2517328594,-6.8320324293
12.15,0.9766060252,-1.322840502,-6.8395458064
12.16,1.0049771495,-1.3919618976,-6.8320324293
12.17,1.0321494939,-1.4547273028,-6.8130512661
12.18,1.0545267187,-1.5071642236,-6.7841840804
12.19,1.0717092306,-1.5476836624,-6.742267345
12.20,1.0848958095,-1.573107624,-6.6983734051
12.21,1.0856949961,-1.590983847,-6.6623882832
12.22,1.0641169579,-1.6064765736,-6.6180989024
12.23,1.0393421733,-1.6092573194,-6.5742049625
12.24,1.0101718624,-1.5913810964,-6.5508739494
12.25,0.9718109056,-1.5599983938,-6.5465240995
12.26,0.9442389679,-1.5290129406,-6.5579918856
12.27,0.9474357143,-1.5004109838,-6.5836955441
12.28,0.9957865036,-1.4785622668,-6.6086083208
12.29,1.0741067904,-1.4702200294,-6.6161216979
12.30,1.1528266705,-1.471809027,-6.6086083208
12.31,1.2251530578,-1.4741925234,-6.5947678893
12.32,1.2914855456,-1.4686310318,-6.5904180394
12.33,1.3498261674,-1.465850286,-6.6184943433
12.34,1.39857655,-1.4745897728,-6.6639700468
12.35,1.4537204254,-1.479754015,-6.7070731049
12.36,1.5124606405,-1.4686310318,-6.7533396902
12.37,1.5520203772,-1.4412208232,-6.7877430485
12.38,1.5708012623,-1.4018931326,-6.7944655438
12.39,1.574397602,-1.3621681926,-6.785765844
12.40,1.5516207839,-1.3144982646,-6.7652029172
12.41,1.506466741,-1.2525273582,-6.7280314726
12.42,1.4541200187,-1.179830718,-6.6837420918
12.43,1.4097651624,-1.0968055934,-6.6410344746
12.44,1.3797956649,-1.010999723,-6.6026767073
12.45,1.354621287,-0.9343305888,-6.5797411351
12.46,1.3154611436,-0.8842771644,-6.5817183396
12.47,1.2830940863,-0.8588532028,-6.6042584709
12.48,1.2834936796,-0.8517027136,-6.6378709474
12.49,1.3150615503,-0.8715651836,-6.6770195965
12.50,1.3690066458,-0.9152626176,-6.7047004595
12.51,1.4341403537,-0.9688912866,-6.7054913413
12.52,1.490483009,-1.0292731954,-6.6912554689
12.53,1.514458607,-1.0948193464,-6.6762287147
12.54,1.510462674,-1.1512287612,-6.6833466509
12.55,1.5068663343,-1.1969124422,-6.7193317728
12.56,1.5236492529,-1.239418128,-6.7576895401
12.57,1.5684037025,-1.2775540704,-6.7877430485
12.58,1.6195516449,-1.3037725308,-6.8257053749
12.59,1.6595109749,-1.3252239984,-6.8597132923
12.60,1.6834865729,-1.3419084732,-6.8858123917
12.61,1.6914784389,-1.342702972,-6.908352523
12.62,1.674295927,-1.334757984,-6.924170159
12.63,1.6335374104,-1.3236350008,-6.9206111909
12.64,1.5795923149,-1.297019291,-6.8937212097
12.65,1.5204525065,-1.2624585932,-6.860899615
12.66,1.4517224589,-1.2322676388,-6.8300552248
12.67,1.3750005453,-1.195720694,-6.7901156939
12.68,1.3054713111,-1.1385167804,-6.7446399904
12.69,1.2543233687,-1.0697926342,-6.7050959004
12.70,1.2291489908,-1.0133832194,-6.659224756
12.71,1.2319461439,-0.9768362746,-6.6046539118
12.72,1.2531245888,-0.955384807,-6.5488967449
12.73,1.2802969332,-0.951412313,-6.4943259007
12.74,1.2922847322,-0.9629325456,-6.4488501972
12.75,1.2822948997,-0.9839867638,-6.4191921297
12.76,1.2782989667,-1.0145749676,-6.4176103661
12.77,1.3118648039,-1.0435741738,-6.4504319608
12.78,1.3861891577,-1.0697926342,-6.5073754504
12.79,1.4836899229,-1.1075313272,-6.5864636304
12.80,1.5747971953,-1.1643379914,-6.6734606284
12.81,1.6359349702,-1.2263088978,-6.7244725045
12.82,1.6495211424,-1.2656365884,-6.746221754
12.83,1.6179532717,-1.2747733246,-6.7750889397
12.84,1.5640081762,-1.2708008306,-6.8071196526
12.85,1.5016716214,-1.2755678234,-6.8264962567
12.86,1.4257488944,-1.2843073102,-6.8328233111
12.87,1.3234530096,-1.2934440464,-6.8261008158
12.88,1.1943843737,-1.3017862838,-6.8027698027
12.89,1.0741067904,-1.2986082886,-6.7762752624
12.90,0.9929893505,-1.2743760752,-6.7592713037
12.91,0.9414418148,-1.2350483846,-6.7454308722
12.92,0.9050788245,-1.1945289458,-6.7355448497
12.93,0.8866975327,-1.1432837732,-6.7201226546
12.94,0.891093059,-1.078532121,-6.6975825233
12.95,0.9186649967,-1.0284786966,-6.6726697466
12.96,0.9606222932,-1.0133832194,-6.6449888836
12.97,1.0117702356,-1.0284786966,-6.6327302157
12.98,1.0773035368,-1.0654228908,-6.6497341744
12.99,1.1456339911,-1.120243308,-6.7003506096
13.00,1.2047737995,-1.1782417204,-6.7675755626
13.01,1.2603172682,-1.2302813918,-6.829264343
13.02,1.314661957,-1.2878825548,-6.8605041741
13.03,1.3765989185,-1.3438947202,-6.8577360878
13.04,1.4481261192,-1.3796471662,-6.8494318289
13.05,1.5168561668,-1.3895784012,-6.8427093336
13.06,1.5636085829,-1.368524183,-6.8359868383
13.07,1.5843874345,-1.316881761,-6.8276825794
13.08,1.5851866211,-1.2445823702,-6.8142375888
13.09,1.5720000422,-1.1563930034,-6.7853704031
13.10,1.5500224107,-1.0590669004,-6.7434536677
13.11,1.5196533199,-0.9780280228,-6.7062822231
13.12,1.4780956167,-0.9359195864,-6.6754378329
13.13,1.4325419805,-0.9243993538,-6.6635746059
13.14,1.3869883443,-0.937508584,-6.6813694464
13.15,1.3354408086,-0.9879592578,-6.7224953
13.16,1.2778993734,-1.0701898836,-6.7754843806
13.17,1.2219563114,-1.1524205094,-6.8189828796
13.18,1.1728063355,-1.2112134206,-6.8466637426
13.19,1.1336461921,-1.2537191064,-6.8612950559
13.20,1.0984819817,-1.2735815764,-6.8628768195
13.21,1.0525287522,-1.273184327,-6.8612950559
13.22,0.9977844701,-1.275170574,-6.8775081328
13.23,0.9490340875,-1.2854990584,-6.912306932
13.24,0.9178658101,-1.2934440464,-6.9506646993
13.25,0.9082755709,-1.3053615284,-6.9882315848
13.26,0.9130706905,-1.3200597562,-7.0159124478
13.27,0.9234601163,-1.3311827394,-7.0297528793
13.28,0.9346487287,-1.3359497322,-7.0293574384
13.29,0.9498332741,-1.3375387298,-7.019075975
13.30,0.9726100922,-1.3383332286,-7.011167157
13.31,1.010971049,-1.334757984,-6.9894179075
13.32,1.0637173646,-1.3164845116,-6.9431513222
13.33,1.130849039,-1.289074303,-6.8873941553
13.34,1.2019766464,-1.2644448402,-6.8264962567
13.35,1.262714828,-1.2402126268,-6.76203939
13.36,1.2942826987,-1.205651929,-6.7050959004
13.37,1.2902867657,-1.161954495,-6.6556657879
13.38,1.2683091342,-1.122229555,-6.6030721482
13.39,1.2351428903,-1.0932303488,-6.5303110226
13.40,1.1879908809,-1.0630393944,-6.4302644749
13.41,1.1408388715,-1.0233144544,-6.350780854
13.42,1.094885642,-0.995109747,-6.3147957321
13.43,1.0517295656,-1.0026574856,-6.2985826552
13.44,1.0357458336,-1.0364236846,-6.3005598597
13.45,1.0701108574,-1.074559627,-6.3290316045
13.46,1.1364433452,-1.1166680634,-6.3610623174
13.47,1.2099685124,-1.1651324902,-6.394279353
13.48,1.274702627,-1.2068436772,-6.4460821109
13.49,1.3178587034,-1.2437878714,-6.5022347187
13.50,1.3350412153,-1.2787458186,-6.5615508537
13.51,1.3314448756,-1.2854990584,-6.6248213977
13.52,1.3294469091,-1.261266845,-6.6762287147
13.53,1.3410351148,-1.2290896436,-6.7062822231
13.54,1.3610147798,-1.2012821856,-6.7244725045
13.55,1.3793960716,-1.185789459,-6.7533396902
13.56,1.394580617,-1.1861867084,-6.7786479078
13.57,1.4049700428,-1.197706941,-6.7909065757
13.58,1.4125623155,-1.2108161712,-6.8158193524
13.59,1.4245501145,-1.2267061472,-6.8446865381
13.60,1.4337407604,-1.245376869,-6.8636677013
13.61,1.4349395403,-1.2715953294,-6.8949075324
13.62,1.4297448274,-1.3160872622,-6.9289154498
13.63,1.4173574351,-1.3641544396,-6.9534327856
13.64,1.3993757366,-1.3955371422,-6.9838817349
13.65,1.3805948515,-1.420166605,-7.0226349431
13.66,1.3618139664,-1.4535355546,-7.0594109468
13.67,1.3442318612,-1.4960412404,-7.094209746
13.68,1.3206558565,-1.535368931,-7.1183316409
13.69,1.2902867657,-1.5635736384,-7.1317766315
13.70,1.2583193017,-1.5687378806,-7.1373128041
13.71,1.2195587516,-1.5405331732,-7.1238678135
13.72,1.1608185365,-1.4841237584,-7.0870918098
13.73,1.0892913358,-1.4157968616,-7.026984793
13.74,1.0337478671,-1.3458809672,-6.9447330858
13.75,1.0089730825,-1.2839100608,-6.8593178514
13.76,1.0157661686,-1.2449796196,-6.80158348
13.77,1.0533279388,-1.235445634,-6.7683664444
13.78,1.1136665271,-1.2358428834,-6.7450354313
13.79,1.1692099958,-1.2271033966,-6.7209135364
13.80,1.2039746129,-1.2112134206,-6.6805785646
13.81,1.2207575315,-1.2068436772,-6.6244259568
13.82,1.2231550913,-1.2028711832,-6.5607599719
13.83,1.2351428903,-1.173871977,-6.4887897281
13.84,1.2727046605,-1.1186543104,-6.418005807
13.85,1.3210554498,-1.0531081594,-6.362644081
13.86,1.3578180334,-0.9879592578,-6.3294270454
13.87,1.3718037989,-0.9243993538,-6.319145582
13.88,1.3734021721,-0.871962433,-6.3223091092
13.89,1.386588751,-0.8389907328,-6.3345677771
13.90,1.4173574351,-0.8231007568,-6.3567124675
13.91,1.4441301862,-0.8207172604,-6.374507308
13.92,1.4473269326,-0.8266760014,-6.3974428802
13.93,1.4337407604,-0.836209987,-6.4282872704
13.94,1.4237509279,-0.8556752076,-6.4433140246
13.95,1.4333411671,-0.8914276536,-6.441732261
13.96,1.4629110713,-0.9279745984,-6.4476638745
13.97,1.4960773152,-0.9518095624,-6.4658541559
13.98,1.522450473,-0.9788225216,-6.489185169
13.99,1.5460264777,-1.0284786966,-6.5077708913
14.00,1.5680041092,-1.1007780874,-6.5160751502
14.01,1.5907809273,-1.1746664758,-6.5192386774
14.02,1.6191520516,-1.2342538858,-6.5239839682
14.03,1.6551154486,-1.275170574,-6.5283338181
14.04,1.6806894198,-1.2974165404,-6.536638077
14.05,1.6834865729,-1.2974165404,-6.5520602721
14.06,1.6683020275,-1.2739788258,-6.5781593715
14.07,1.6555150419,-1.2239254014,-6.6129581707
14.08,1.6471235826,-1.1472562672,-6.6548749061
14.09,1.6419288697,-1.0582724016,-6.6967916415
14.10,1.6415292764,-0.9665077902,-6.7307995589
14.11,1.6367341568,-0.8763321764,-6.7481989585
14.12,1.6219492047,-0.7937043012,-6.7493852812
14.13,1.5907809273,-0.730938896,-6.7478035176
14.14,1.5348378653,-0.6979671958,-6.7466171949
14.15,1.4457285594,-0.7027341886,-6.7446399904
14.16,1.3242521962,-0.7476233708,-6.754130572
14.17,1.190788034,-0.8278677496,-6.7790433487
14.18,1.0721088239,-0.9307553442,-6.8098877389
14.19,0.975007652,-1.0411906774,-6.8458728608
14.20,0.9074763843,-1.1524205094,-6.888580478
14.21,0.8811032265,-1.2620613438,-6.9245655999
14.22,0.8767077002,-1.3558122022,-6.9423604404
14.23,0.8886954992,-1.4297005906,-6.9447330858
14.24,0.9102735374,-1.493657744,-6.9471057312
14.25,0.9238597096,-1.5484781612,-6.9498738175
14.26,0.9298536091,-1.5917783458,-6.9562008719
14.27,0.9330503555,-1.620777552,-6.9704367443
14.28,0.9366466952,-1.6299142882,-6.9921859938
14.29,0.9418414081,-1.616805058,-7.0024674572
14.30,0.9498332741,-1.585025106,-6.9941631983
14.31,0.9622206664,-1.5345744322,-6.9767637987
14.32,0.9845978912,-1.4821375114,-6.9664823353
14.33,1.0141677954,-1.442015322,-6.9593643991
14.34,1.0477336326,-1.4118243676,-6.9364288269
14.35,1.0785023167,-1.3995096362,-6.8953029733
14.36,1.1024779147,-1.3935508952,-6.8466637426
14.37,1.1224575797,-1.3756746722,-6.809492298
14.38,1.1364433452,-1.3522369576,-6.7920928984
14.39,1.1432364313,-1.3403194756,-6.7905111348
14.40,1.150828704,-1.3458809672,-6.8051424481
14.41,1.1616177231,-1.3522369576,-6.8328233111
14.42,1.1772018618,-1.3438947202,-6.8676221103
14.43,1.2015770531,-1.3204570056,-6.9071662003
14.44,1.2343437037,-1.2914577994,-6.9467102903
14.45,1.2774997801,-1.2549108546,-6.9854634985
14.46,1.3262501627,-1.21161067,-7.0206577386
14.47,1.3590168133,-1.1814197156,-7.0337072883
14.48,1.3742013587,-1.177844471,-7.0273802339
14.49,1.3781972917,-1.1921454494,-6.9977221664
14.50,1.3690066458,-1.2060491784,-6.9419649995
14.51,1.35861722,-1.199693188,-6.8834397463
14.52,1.346629421,-1.1663242384,-6.8403366882
14.53,1.3270493493,-1.1230240538,-6.8059333299
14.54,1.3058709044,-1.086477109,-6.76203939
14.55,1.2930839188,-1.0578751522,-6.7280314726
14.56,1.2882887992,-1.0316566918,-6.6924417916
14.57,1.2974794451,-1.0022602362,-6.635498302
14.58,1.3182582967,-0.9665077902,-6.5710414353
14.59,1.3326436555,-0.9291663466,-6.5255657318
14.60,1.3390371483,-0.919632361,-6.5038164823
14.61,1.3450310478,-0.939494831,-6.4959076643
14.62,1.3514245406,-0.9661105408,-6.5046073641
14.63,1.342633488,-0.9963014952,-6.5370335179
14.64,1.3174591101,-1.030862193,-6.6006995028
14.65,1.2994774116,-1.064628392,-6.6778104783
14.66,1.3030737513,-1.104353332,-6.754130572
14.67,1.3138627704,-1.1488452648,-6.8261008158
14.68,1.3214550431,-1.1901592024,-6.8620859377
14.69,1.342633488,-1.2267061472,-6.8478500653
14.70,1.3837915979,-1.2588833486,-6.8035606845
14.71,1.4353391336,-1.275170574,-6.758084981
14.72,1.47849521,-1.2708008306,-6.7173545683
14.73,1.5092638941,-1.2600750968,-6.6730651875
14.74,1.5340386787,-1.2521301088,-6.6264031613
14.75,1.5388337983,-1.2469658666,-6.576182167
14.76,1.5088643008,-1.2477603654,-6.5283338181
14.77,1.4513228656,-1.2568971016,-6.4966985461
14.78,1.374600952,-1.2779513198,-6.4824626737
14.79,1.2818953064,-1.3025807826,-6.4876034054
14.80,1.2043742062,-1.3256212478,-6.5212158819
14.81,1.1612181298,-1.344689219,-6.5686687899
14.82,1.146832771,-1.360579195,-6.6070265572
14.83,1.1552242303,-1.3820306626,-6.6267986022
14.84,1.1732059288,-1.4054683772,-6.6299621294
14.85,1.186792101,-1.418180358,-6.639452711
14.86,1.1955831536,-1.4249335978,-6.6699016603
14.87,1.206771766,-1.436056581,-6.7090503094
14.88,1.2095689191,-1.451946557,-6.7549214538
14.89,1.1943843737,-1.463864039,-6.8150284706
14.90,1.1704087757,-1.4753842716,-6.8858123917
14.91,1.1452343978,-1.485712756,-6.951851022
14.92,1.1172628668,-1.4908769982,-6.9890224666
14.93,1.0928876755,-1.481740262,-6.9819045304
14.94,1.0765043502,-1.4487685618,-6.9289154498
14.95,1.0585226517,-1.3931536458,-6.849036388
14.96,1.0441372929,-1.33078549,-6.7695527671
14.97,1.0393421733,-1.279143068,-6.7003506096
14.98,1.03894258,-1.247363116,-6.639452711
14.99,1.0421393264,-1.223528152,-6.5821137805
15.00,1.0561250919,-1.1941316964,-6.5437560132
15.01,1.0836970296,-1.1512287612,-6.5425696905
15.02,1.1236563596,-1.1047505814,-6.5706459944
15.03,1.1843945412,-1.062642145,-6.6018858255
15.04,1.266710761,-1.0217254568,-6.6153308161
15.05,1.3494265741,-0.995109747,-6.6097946435
15.06,1.4117631289,-0.9820005168,-6.5939770075
15.07,1.4449293728,-0.9808087686,-6.5844864259
15.08,1.4489253058,-0.9959042458,-6.5872545122
15.09,1.4325419805,-1.0241089532,-6.5963496529
15.10,1.4009741098,-1.0574779028,-6.6062356754
15.11,1.3446314545,-1.0840936126,-6.6208669887
15.12,1.2647127945,-1.1047505814,-6.6295666885
15.13,1.1887900675,-1.1265992984,-6.6125627298
15.14,1.1352445653,-1.1508315118,-6.5829046623
15.15,1.1040762879,-1.1742692264,-6.5560146811
15.16,1.0920884889,-1.189761953,-6.540592486
15.17,1.0916888956,-1.1985014398,-6.5429651314
15.18,1.0892913358,-1.2020766844,-6.5710414353
15.19,1.0824982497,-1.2032684326,-6.6149353752
15.20,1.0808998765,-1.2064464278,-6.6556657879
15.21,1.0848958095,-1.2151859146,-6.6853238554
15.22,1.094885642,-1.2263088978,-6.7090503094
15.23,1.1192608333,-1.2338566364,-6.7260542681
15.24,1.1608185365,-1.2318703894,-6.7359402906
15.25,1.2083701392,-1.2199529074,-6.7414764632
15.26,1.2583193017,-1.1949261952,-6.7434536677
15.27,1.3194570766,-1.154009507,-6.7446399904
15.28,1.3913838706,-1.096408344,-6.7513624857
15.29,1.4609131048,-1.0336429388,-6.7529442493
15.30,1.5176553534,-0.9784252722,-6.7375220542
15.31,1.5580142767,-0.9387003322,-6.7161682456
15.32,1.5692028891,-0.9148653682,-6.7094457503
15.33,1.5492232241,-0.9073176296,-6.7327767634
15.34,1.5172557601,-0.9172488646,-6.7833931986
15.35,1.4912821956,-0.9390975816,-6.8375686019
15.36,1.4796939899,-0.9665077902,-6.8771126919
15.37,1.4725013105,-0.9966987446,-6.8976756187
15.38,1.4764972435,-1.03284844,-6.9091434048
15.39,1.4936797554,-1.0817101162,-6.9174476637
15.40,1.4996736549,-1.1277910466,-6.9217975136
15.41,1.4856878894,-1.1631462432,-6.9245655999
15.42,1.4633106646,-1.195720694,-6.9273336862
15.43,1.4321423872,-1.2243226508,-6.9182385455
15.44,1.3929822438,-1.237431881,-6.9000482641
15.45,1.3646111195,-1.233459387,-6.8759263692
15.46,1.3594164066,-1.2167749122,-6.8399412473
15.47,1.3710046123,-1.1861867084,-6.8003971573
15.48,1.3809944448,-1.1389140298,-6.7652029172
15.49,1.3769985118,-1.0876688572,-6.7391038178
15.50,1.3622135597,-1.0455604208,-6.7149819229
15.51,1.3598159999,-1.018944711,-6.6892782644
15.52,1.3801952582,-1.005040982,-6.6647609286
15.53,1.4249497078,-0.9927262506,-6.6477569699
15.54,1.4888846358,-0.9959042458,-6.6430116791
15.55,1.5512211906,-1.0320539412,-6.6544794652
15.56,1.5911805206,-1.0952165958,-6.6865101781
15.57,1.6035679129,-1.1675159866,-6.7296132362
15.58,1.5939776737,-1.2322676388,-6.765993799
15.59,1.5731988221,-1.2696090824,-6.7853704031
15.60,1.5352374586,-1.275170574,-6.7924883393
15.61,1.4729009038,-1.2640475908,-6.7988153937
15.62,1.3909842773,-1.257294351,-6.805537889
15.63,1.2942826987,-1.2648420896,-6.8150284706
15.64,1.1923864072,-1.2827183126,-6.8205646432
15.65,1.1076726276,-1.3005945356,-6.8166102342
15.66,1.0465348527,-1.318868008,-6.8083059753
15.67,0.9981840634,-1.3438947202,-6.7877430485
15.68,0.9694133458,-1.3653461878,-6.7632257127
15.69,0.9654174128,-1.3812361638,-6.7588758628
15.70,0.9766060252,-1.398317888,-6.7675755626
15.71,0.9977844701,-1.414207864,-6.7703436489
15.72,1.0449364795,-1.4265225954,-6.7652029172
15.73,1.1128673405,-1.4372483292,-6.7683664444
15.74,1.1784006417,-1.4416180726,-6.7774615851
15.75,1.2275506176,-1.442015322,-6.7932792211
15.76,1.2531245888,-1.4332758352,-6.8201692023
15.77,1.2563213352,-1.4038793796,-6.833218752
15.78,1.2519258089,-1.3558122022,-6.8399412473
15.79,1.2515262156,-1.3005945356,-6.8415230109
15.80,1.2531245888,-1.249349363,-6.8280780203
15.81,1.2679095409,-1.197706941,-6.8003971573
15.82,1.2926843255,-1.1424892744,-6.7612485082
15.83,1.3102664307,-1.0789293704,-6.7130047184
15.84,1.3082684642,-1.0157667158,-6.6738560693
15.85,1.2810961198,-0.969288536,-6.6497341744
15.86,1.2247534645,-0.9462480708,-6.6398481519
15.87,1.1584209767,-0.9482343178,-6.6521068198
15.88,1.1140661204,-0.9696857854,-6.6738560693
15.89,1.0932872688,-1.001068488,-6.6853238554
15.90,1.0896909291,-1.0304649436,-6.6845329736
15.91,1.1000803549,-1.0539026582,-6.6805785646
15.92,1.1224575797,-1.0761486246,-6.6793922419
15.93,1.1488307375,-1.1011753368,-6.675042392
15.94,1.1780010484,-1.1198460586,-6.6699016603
15.95,1.210767699,-1.1246130514,-6.6683198967
15.96,1.2435343496,-1.1309690418,-6.6663426922
15.97,1.2715058806,-1.1484480154,-6.6714834239
15.98,1.3034733446,-1.1790362192,-6.7031186959
15.99,1.342633488,-1.2211446556,-6.7505716039
16.00,1.3797956649,-1.2580888498,-6.7889293712
16.01,1.4069680093,-1.2858963078,-6.8158193524
16.02,1.4205541815,-1.318868008,-6.8336141929
16.03,1.4165582485,-1.354620454,-6.845081979
16.04,1.3937814304,-1.3808389144,-6.8494318289
16.05,1.3590168133,-1.4018931326,-6.8498272698
16.06,1.3194570766,-1.428111593,-6.852990797
16.07,1.2727046605,-1.4555218016,-6.8549680015
16.08,1.2151632253,-1.479754015,-6.8442910972
16.09,1.1476319576,-1.5067669742,-6.8336141929
16.10,1.0801006899,-1.5266294442,-6.8336141929
16.11,1.0113706423,-1.5329854346,-6.8229372886
16.12,0.9398434416,-1.523451449,-6.7956518665
16.13,0.8775068868,-1.4972329886,-6.7553168947
16.14,0.8295556908,-1.4606860438,-6.7054913413
16.15,0.8039817196,-1.4118243676,-6.6604110787
16.16,0.8027829397,-1.3538259552,-6.6232396341
16.17,0.8255597578,-1.297019291,-6.60386303
16.18,0.8619227481,-1.2505411112,-6.6161216979
16.19,0.907076791,-1.2163776628,-6.6398481519
16.20,0.9654174128,-1.1905564518,-6.6596201969
16.21,1.0425389197,-1.1631462432,-6.6801831237
16.22,1.1352445653,-1.13216079,-6.6944189961
16.23,1.2211571248,-1.1138873176,-6.6892782644
16.24,1.2834936796,-1.1194488092,-6.6766241556
16.25,1.3382379617,-1.1412975262,-6.6596201969
16.26,1.3929822438,-1.1631462432,-6.64340712
16.27,1.4273472676,-1.1774472216,-6.6390572701
16.28,1.4357387269,-1.185789459,-6.6347074202
16.29,1.4321423872,-1.1909537012,-6.6109809662
16.30,1.4261484877,-1.1917482,-6.5805320169
16.31,1.4133615021,-1.1881729554,-6.5686687899
16.32,1.3913838706,-1.1842004614,-6.5583873265
16.33,1.3598159999,-1.1754609746,-6.5338699907
16.34,1.3086680575,-1.157982001,-6.5101435367
16.35,1.2343437037,-1.1297772936,-6.4923486962
16.36,1.154824637,-1.0991890898,-6.4729720921
16.37,1.0952852353,-1.076545874,-6.4543863698
16.38,1.0808998765,-1.066614639,-6.4401504974
16.39,1.1200600199,-1.0658201402,-6.4314507976
16.40,1.1879908809,-1.0801211186,-6.4429185837
16.41,1.2691083208,-1.1186543104,-6.4729720921
16.42,1.3698058324,-1.181816965,-6.5121207412
