2022.05.23 11:02:00,,,
GOSHO,,,
F1,,,
,N14W,N76E,
TIME(s),STREAM(gal),DAMAXIS(gal),U-D(gal)
23.72,1.454519612,-1.3152927634,-6.678996801
23.73,1.4193554016,-1.3192652574,-6.7090503094
23.74,1.3897854974,-1.3220460032,-6.7351494088
23.75,1.3598159999,-1.3212515044,-6.7588758628
23.76,1.3198566699,-1.3164845116,-6.7869521667
23.77,1.2723050672,-1.304964279,-6.8114695025
23.78,1.2219563114,-1.2866908066,-6.8324278702
23.79,1.1688104025,-1.2668283366,-6.849036388
23.80,1.1152649003,-1.2596778474,-6.8605041741
23.81,1.0697112641,-1.2656365884,-6.8723674011
23.82,1.0345470537,-1.2799375668,-6.88067166
23.83,1.0025795897,-1.3033752814,-6.8877895962
23.84,0.9837987046,-1.3284019936,-6.8873941553
23.85,0.9881942309,-1.3450864684,-6.8723674011
23.86,1.0073747093,-1.354620454,-6.8593178514
23.87,1.0405409532,-1.362565442,-6.8581315287
23.88,1.0808998765,-1.3681269336,-6.8494318289
23.89,1.1160640869,-1.3701131806,-6.8288689021
23.90,1.1436360246,-1.3673324348,-6.8039561254
23.91,1.1608185365,-1.35064796,-6.7770661442
23.92,1.1728063355,-1.3184707586,-6.7553168947
23.93,1.194783967,-1.2854990584,-6.7426627859
23.94,1.2263518377,-1.2576916004,-6.7375220542
23.95,1.2447331295,-1.23147314,-6.7398946996
23.96,1.2391388233,-1.2131996676,-6.7363357315
23.97,1.2295485841,-1.2008849362,-6.7141910411
23.98,1.2275506176,-1.1873784566,-6.6825557691
23.99,1.2287493975,-1.1774472216,-6.6576429924
24.00,1.2351428903,-1.179830718,-6.6339165384
24.01,1.2431347563,-1.1893647036,-6.6129581707
24.02,1.2499278424,-1.1988986892,-6.6086083208
24.03,1.2539237754,-1.209624423,-6.6165171388
24.04,1.2583193017,-1.2251171496,-6.6188897842
24.05,1.2699075074,-1.2382263798,-6.6105855253
24.06,1.2870900193,-1.2366373822,-6.6074219981
24.07,1.3002765982,-1.2179666604,-6.6184943433
24.08,1.314661957,-1.2000904374,-6.6283803658
24.09,1.334641622,-1.183803212,-6.6323347748
24.10,1.3558200669,-1.1643379914,-6.6477569699
24.11,1.3754001386,-1.150037013,-6.6627837241
24.12,1.3957793969,-1.1456672696,-6.6643654877
24.13,1.4197549949,-1.1472562672,-6.6726697466
24.14,1.4405338465,-1.150037013,-6.6845329736
24.15,1.4553187986,-1.1571875022,-6.6963962006
24.16,1.4637102579,-1.169899483,-6.7161682456
24.17,1.4613126981,-1.1814197156,-6.7355448497
24.18,1.4557183919,-1.1945289458,-6.7430582268
24.19,1.4437305929,-1.2020766844,-6.7489898403
24.20,1.4201545882,-1.1985014398,-6.7576895401
24.21,1.3893859041,-1.1853922096,-6.7675755626
24.22,1.3578180334,-1.165926989,-6.7770661442
24.23,1.3270493493,-1.136133284,-6.7822068759
24.24,1.2970798518,-1.106339579,-6.7766707033
24.25,1.2782989667,-1.0868743584,-6.7671801217
24.26,1.2719054739,-1.0753541258,-6.7596667446
24.27,1.2583193017,-1.064628392,-6.7655983581
24.28,1.2395384166,-1.0594641498,-6.7833931986
24.29,1.2311469573,-1.0634366438,-6.7972336301
24.30,1.2411367898,-1.0662173896,-6.8090968571
24.31,1.2543233687,-1.066614639,-6.8185874387
24.32,1.2691083208,-1.0729706294,-6.8241236113
24.33,1.2874896126,-1.0868743584,-6.8324278702
24.34,1.3074692776,-1.1051478308,-6.8336141929
24.35,1.3242521962,-1.122229555,-6.8312415475
24.36,1.334641622,-1.1452700202,-6.8316369884
24.37,1.3458302344,-1.1806252168,-6.8249144931
24.38,1.3566192535,-1.2167749122,-6.8106786207
24.39,1.3614143731,-1.2509383606,-6.7996062755
24.40,1.3558200669,-1.2839100608,-6.7893248121
24.41,1.334641622,-1.3105257706,-6.7770661442
24.42,1.3074692776,-1.3272102454,-6.7671801217
24.43,1.2755018136,-1.3355524828,-6.7612485082
24.44,1.230747364,-1.3335662358,-6.7458263131
24.45,1.1807982015,-1.324826749,-6.7292177953
24.46,1.1368429385,-1.3220460032,-6.7280314726
24.47,1.1084718142,-1.320854255,-6.7375220542
24.48,1.0984819817,-1.3220460032,-6.742267345
24.49,1.0940864554,-1.3284019936,-6.7454308722
24.50,1.0960844219,-1.3291964924,-6.7576895401
24.51,1.1008795415,-1.3152927634,-6.7731117352
24.52,1.1120681539,-1.2974165404,-6.7826023168
24.53,1.1368429385,-1.2827183126,-6.789720253
24.54,1.1716075556,-1.2664310872,-6.8003971573
24.55,1.202775833,-1.2529246076,-6.8170056751
24.56,1.2235546846,-1.2501438618,-6.8344050747
24.57,1.2315465506,-1.2525273582,-6.8466637426
24.58,1.2343437037,-1.2489521136,-6.8470591835
24.59,1.234743297,-1.2358428834,-6.8336141929
24.60,1.2283498042,-1.217569411,-6.8264962567
24.61,1.2155628186,-1.1969124422,-6.8272871385
24.62,1.1967819335,-1.175858224,-6.8197737614
24.63,1.1819969814,-1.1591737492,-6.7932792211
24.64,1.1784006417,-1.1528177588,-6.7679710035
24.65,1.1839949479,-1.1532150082,-6.7493852812
24.66,1.1991794933,-1.1484480154,-6.7197272137
24.67,1.2167615985,-1.1389140298,-6.6880919417
24.68,1.2311469573,-1.1305717924,-6.6667381331
24.69,1.2363416702,-1.124215802,-6.6485478517
24.70,1.2335445171,-1.1230240538,-6.6264031613
24.71,1.2287493975,-1.1269965478,-6.6070265572
24.72,1.2155628186,-1.130174543,-6.588045394
24.73,1.1979807134,-1.126202049,-6.5746004034
24.74,1.1927860005,-1.1194488092,-6.5690642308
24.75,1.1979807134,-1.1234213032,-6.5726231989
24.76,1.2075709526,-1.1405030274,-6.5765776079
24.77,1.2279502109,-1.1552012552,-6.5773684897
24.78,1.246731096,-1.1667214878,-6.5777639306
24.79,1.2515262156,-1.179830718,-6.5793456942
24.80,1.254722962,-1.1893647036,-6.5817183396
24.81,1.2599176749,-1.1881729554,-6.5947678893
24.82,1.2615160481,-1.1814197156,-6.6216578705
24.83,1.2607168615,-1.1814197156,-6.6426162382
24.84,1.2611164548,-1.1794334686,-6.6580384333
24.85,1.266710761,-1.1726802288,-6.6726697466
24.86,1.2794977466,-1.1714884806,-6.6774150374
24.87,1.2998770049,-1.1722829794,-6.6896737053
24.88,1.3218546364,-1.1754609746,-6.7054913413
24.89,1.3394367416,-1.1865839578,-6.706677664
24.90,1.350625354,-1.1969124422,-6.698768846
24.91,1.3518241339,-1.1988986892,-6.694814437
24.92,1.3490269808,-1.1965151928,-6.6896737053
24.93,1.3598159999,-1.1849949602,-6.6813694464
24.94,1.3833920046,-1.1647352408,-6.667133574
24.95,1.4045704495,-1.1472562672,-6.6544794652
24.96,1.4093655691,-1.13216079,-6.6481524108
24.97,1.39857655,-1.120243308,-6.6536885834
24.98,1.3881871242,-1.1126955694,-6.6659472513
24.99,1.3817936314,-1.1087230754,-6.6746469511
25.00,1.3757997319,-1.1047505814,-6.6805785646
25.01,1.3702054257,-1.0991890898,-6.6896737053
25.02,1.3638119329,-1.0952165958,-6.7054913413
25.03,1.3590168133,-1.0928330994,-6.7323813225
25.04,1.3554204736,-1.0956138452,-6.7683664444
25.05,1.3566192535,-1.1059423296,-6.8059333299
25.06,1.3634123396,-1.1126955694,-6.8316369884
25.07,1.3754001386,-1.1055450802,-6.8474546244
25.08,1.3869883443,-1.0976000922,-6.8561543242
25.09,1.3889863108,-1.0960110946,-6.8541771197
25.10,1.382592818,-1.0960110946,-6.8431047745
25.11,1.3726029855,-1.1011753368,-6.8336141929
25.12,1.3562196602,-1.1158735646,-6.8276825794
25.13,1.3358404019,-1.134147037,-6.8110740616
25.14,1.3262501627,-1.148050766,-6.7881384894
25.15,1.3282481292,-1.157982001,-6.7754843806
25.16,1.334641622,-1.173871977,-6.7648074763
25.17,1.3442318612,-1.1973096916,-6.746221754
25.18,1.3518241339,-1.2179666604,-6.7181454501
25.19,1.3566192535,-1.2278978954,-6.6896737053
25.20,1.3582176267,-1.2286923942,-6.6714834239
25.21,1.3498261674,-1.2207474062,-6.6564566697
25.22,1.3350412153,-1.207638176,-6.6453843245
25.23,1.3158607369,-1.1921454494,-6.64340712
25.24,1.2950818853,-1.1754609746,-6.6430116791
25.25,1.2647127945,-1.1631462432,-6.6441980018
25.26,1.2203579382,-1.1575847516,-6.6564566697
25.27,1.1760030819,-1.1528177588,-6.6726697466
25.28,1.1424372447,-1.1488452648,-6.6849284145
25.29,1.1184616467,-1.1492425142,-6.7039095777
25.30,1.1016787281,-1.1516260106,-6.7213089773
25.31,1.0920884889,-1.1571875022,-6.734358527
25.32,1.0856949961,-1.1754609746,-6.7474080767
25.33,1.0808998765,-1.2080354254,-6.758084981
25.34,1.0852954028,-1.2366373822,-6.7652029172
25.35,1.1088714075,-1.2525273582,-6.7723208534
25.36,1.1432364313,-1.265239339,-6.7774615851
25.37,1.1704087757,-1.285101809,-6.7849749622
25.38,1.190788034,-1.3077450248,-6.8000017164
25.39,1.1983803067,-1.324826749,-6.8166102342
25.40,1.1983803067,-1.3411139744,-6.8324278702
25.41,1.2035750196,-1.3609764444,-6.8446865381
25.42,1.2083701392,-1.3772636698,-6.8537816788
25.43,1.2075709526,-1.3856059072,-6.8565497651
25.44,1.2123660722,-1.3951398928,-6.8636677013
25.45,1.2191591583,-1.404276629,-6.8786944555
25.46,1.2263518377,-1.412221617,-6.8913485643
25.47,1.2323457372,-1.418180358,-6.904398114
25.48,1.2371408568,-1.420166605,-6.9178431046
25.49,1.2495282491,-1.4173858592,-6.92021575
25.50,1.2755018136,-1.4034821302,-6.9055844367
25.51,1.3102664307,-1.388386653,-6.8881850371
25.52,1.3418343014,-1.378455418,-6.8636677013
25.53,1.3714042056,-1.3677296842,-6.8249144931
25.54,1.3969781768,-1.356606701,-6.7916974575
25.55,1.4037712629,-1.3490589624,-6.7750889397
25.56,1.3889863108,-1.3423057226,-6.758084981
25.57,1.366609086,-1.3264157466,-6.7394992587
25.58,1.3474286076,-1.3001972862,-6.7280314726
25.59,1.3262501627,-1.277156821,-6.7157728047
25.60,1.3006761915,-1.2656365884,-6.7019323732
25.61,1.27869856,-1.2545136052,-6.6873010599
25.62,1.2659115744,-1.2382263798,-6.6742515102
25.63,1.2575201151,-1.2139941664,-6.6714834239
25.64,1.250727029,-1.1822142144,-6.667133574
25.65,1.2435343496,-1.1536122576,-6.6604110787
25.66,1.2539237754,-1.128188296,-6.6604110787
25.67,1.2755018136,-1.108325826,-6.6580384333
25.68,1.2846924595,-1.0948193464,-6.647361529
25.69,1.27869856,-1.0840936126,-6.6358937429
25.70,1.2735038471,-1.0753541258,-6.6291712476
25.71,1.2763010002,-1.0693953848,-6.6327302157
25.72,1.2767005935,-1.066614639,-6.6358937429
25.73,1.2798973399,-1.062642145,-6.6370800656
25.74,1.2882887992,-1.0582724016,-6.6430116791
25.75,1.2926843255,-1.0574779028,-6.6493387335
25.76,1.3018749714,-1.0578751522,-6.6461752063
25.77,1.3218546364,-1.050724663,-6.6362891838
25.78,1.3358404019,-1.0403961786,-6.6240305159
25.79,1.334641622,-1.0284786966,-6.611771848
25.80,1.3286477225,-1.016958464,-6.5975359756
25.81,1.3286477225,-1.0082189772,-6.5868590713
25.82,1.3234530096,-1.003054735,-6.5805320169
25.83,1.3118648039,-1.0117942218,-6.5651098218
25.84,1.3042725312,-1.0264924496,-6.5401970451
25.85,1.2970798518,-1.0439714232,-6.5235885273
25.86,1.2886883925,-1.074559627,-6.5275429363
25.87,1.2759014069,-1.1138873176,-6.5433605723
25.88,1.2571205218,-1.1516260106,-6.5619462946
25.89,1.2375404501,-1.183803212,-6.5856727486
25.90,1.2203579382,-1.2108161712,-6.611771848
25.91,1.2023762397,-1.2259116484,-6.6339165384
25.92,1.1863925077,-1.229486893,-6.6536885834
25.93,1.1803986082,-1.2247199002,-6.6758332738
25.94,1.1847941345,-1.215583164,-6.706677664
25.95,1.1899888474,-1.2108161712,-6.7414764632
25.96,1.1895892541,-1.21161067,-6.7707390898
25.97,1.1915872206,-1.215583164,-6.797629071
25.98,1.1963823402,-1.2163776628,-6.8296597839
25.99,1.2055729861,-1.2179666604,-6.856945206
26.00,1.2191591583,-1.2267061472,-6.8636677013
26.01,1.2303477707,-1.2390208786,-6.8585269696
26.02,1.2415363831,-1.2489521136,-6.8561543242
26.03,1.2527249955,-1.2521301088,-6.8478500653
26.04,1.2655119811,-1.2485548642,-6.8419184518
26.05,1.2822948997,-1.2457741184,-6.8482455062
26.06,1.2998770049,-1.2441851208,-6.8415230109
26.07,1.3198566699,-1.2358428834,-6.8146330297
26.08,1.3374387751,-1.2163776628,-6.7853704031
26.09,1.3486273875,-1.1925426988,-6.7584804219
26.10,1.3578180334,-1.163940742,-6.7398946996
26.11,1.3574184401,-1.1349415358,-6.7371266133
26.12,1.3482277942,-1.108325826,-6.7402901405
26.13,1.338637555,-1.0817101162,-6.7478035176
26.14,1.3354408086,-1.0562861546,-6.7549214538
26.15,1.3362399952,-1.0403961786,-6.7588758628
26.16,1.3410351148,-1.0392044304,-6.76203939
26.17,1.3578180334,-1.0459576702,-6.7592713037
26.18,1.3869883443,-1.0515191618,-6.76203939
26.19,1.422552148,-1.0638338932,-6.7742980579
26.20,1.4521220522,-1.0852853608,-6.7869521667
26.21,1.4717021239,-1.1166680634,-6.7980245119
26.22,1.4792943966,-1.1528177588,-6.8035606845
26.23,1.4848887028,-1.1881729554,-6.7972336301
26.24,1.4896838224,-1.2147886652,-6.7948609847
26.25,1.4900834157,-1.2306786412,-6.8039561254
26.26,1.4832903296,-1.2429933726,-6.805537889
26.27,1.4629110713,-1.2549108546,-6.7992108346
26.28,1.4393350666,-1.2715953294,-6.8019789209
26.29,1.414560282,-1.2894715524,-6.8126558252
26.30,1.3869883443,-1.3053615284,-6.813446707
26.31,1.3578180334,-1.3256212478,-6.8031652436
26.32,1.3370391818,-1.3494562118,-6.7944655438
26.33,1.3262501627,-1.3681269336,-6.7861612849
26.34,1.3094672441,-1.3780581686,-6.7782524669
26.35,1.2902867657,-1.3840169096,-6.7719254125
26.36,1.270706694,-1.3848114084,-6.758084981
26.37,1.2503274357,-1.3808389144,-6.7391038178
26.38,1.2411367898,-1.3756746722,-6.7268451499
26.39,1.2487290625,-1.3657434372,-6.7165636865
26.40,1.2563213352,-1.3510452094,-6.7074685458
26.41,1.2555221486,-1.3339634852,-6.6924417916
26.42,1.2443335362,-1.314895514,-6.6817648873
26.43,1.2275506176,-1.2946357946,-6.6841375327
26.44,1.2151632253,-1.275170574,-6.6778104783
26.45,1.2115668856,-1.2564998522,-6.6679244558
26.46,1.2167615985,-1.2445823702,-6.6584338742
26.47,1.2191591583,-1.2425961232,-6.6517113789
26.48,1.210767699,-1.2457741184,-6.6548749061
26.49,1.190788034,-1.2521301088,-6.659224756
26.50,1.1652140628,-1.249349363,-6.6532931425
26.51,1.1504291107,-1.2386236292,-6.6493387335
26.52,1.1476319576,-1.2223364038,-6.6580384333
26.53,1.1528266705,-1.199693188,-6.6706925421
26.54,1.1596197566,-1.1826114638,-6.6841375327
26.55,1.1652140628,-1.1766527228,-6.6975825233
26.56,1.1680112159,-1.1774472216,-6.7035141368
26.57,1.1684108092,-1.1786389698,-6.7054913413
26.58,1.1772018618,-1.1814197156,-6.7086548685
26.59,1.1927860005,-1.1865839578,-6.7141910411
26.60,1.2003782732,-1.1921454494,-6.726449709
26.61,1.1971815268,-1.1949261952,-6.7434536677
26.62,1.2019766464,-1.1925426988,-6.7600621855
26.63,1.2179603784,-1.1830087132,-6.7742980579
26.64,1.2231550913,-1.1726802288,-6.7853704031
26.65,1.2219563114,-1.1671187372,-6.7920928984
26.66,1.230747364,-1.1667214878,-6.7877430485
26.67,1.246731096,-1.1591737492,-6.7735071761
26.68,1.2559217419,-1.140105778,-6.7691573262
26.69,1.2599176749,-1.1226268044,-6.7667846808
26.70,1.2531245888,-1.1107093224,-6.7509670448
26.71,1.234743297,-1.0991890898,-6.7276360317
26.72,1.2223559047,-1.0932303488,-6.7074685458
26.73,1.2115668856,-1.0936275982,-6.6884873826
26.74,1.2003782732,-1.096408344,-6.6754378329
26.75,1.1987799,-1.1039560826,-6.6699016603
26.76,1.2063721727,-1.120243308,-6.659224756
26.77,1.2123660722,-1.1456672696,-6.6386618292
26.78,1.2175607851,-1.1730774782,-6.6141444934
26.79,1.2195587516,-1.1961179434,-6.6046539118
26.80,1.2111672923,-1.215583164,-6.6062356754
26.81,1.1987799,-1.2346511352,-6.6050493527
26.82,1.1891896608,-1.2469658666,-6.6137490525
26.83,1.1831957613,-1.2461713678,-6.6430116791
26.84,1.1764026752,-1.2429933726,-6.6758332738
26.85,1.1660132494,-1.2457741184,-6.7003506096
26.86,1.1612181298,-1.2485548642,-6.7232861818
26.87,1.1676116226,-1.2465686172,-6.7481989585
26.88,1.1760030819,-1.2398153774,-6.7695527671
26.89,1.1851937278,-1.2290896436,-6.7893248121
26.90,1.1959827469,-1.2131996676,-6.8079105344
26.91,1.206771766,-1.1965151928,-6.8189828796
26.92,1.214763632,-1.179830718,-6.8320324293
26.93,1.2235546846,-1.1655297396,-6.8506181516
26.94,1.2423355697,-1.1524205094,-6.8640631422
26.95,1.2679095409,-1.146064519,-6.8723674011
26.96,1.2846924595,-1.1424892744,-6.8747400465
26.97,1.2954814786,-1.138119531,-6.8794853373
26.98,1.3110656173,-1.1337497876,-6.8889759189
26.99,1.3282481292,-1.1333525382,-6.8913485643
27.00,1.3430330813,-1.1373250322,-6.884626069
27.01,1.354621287,-1.1555985046,-6.8759263692
27.02,1.3642115262,-1.1730774782,-6.8660403467
27.03,1.3726029855,-1.1782417204,-6.860899615
27.04,1.3742013587,-1.1822142144,-6.8585269696
27.05,1.3750005453,-1.1893647036,-6.8553634424
27.06,1.3761993252,-1.1913509506,-6.8573406469
27.07,1.3793960716,-1.1953234446,-6.8660403467
27.08,1.3833920046,-1.2080354254,-6.8680175512
27.09,1.3861891577,-1.2120079194,-6.8601087332
27.10,1.390584684,-1.2028711832,-6.8541771197
27.11,1.4037712629,-1.1965151928,-6.8363822792
27.12,1.4229517413,-1.1953234446,-6.8087014162
27.13,1.4469273393,-1.1925426988,-6.7853704031
27.14,1.4713025306,-1.1941316964,-6.7723208534
27.15,1.4876858559,-1.2024739338,-6.7667846808
27.16,1.4932801621,-1.2108161712,-6.7485943994
27.17,1.4912821956,-1.2211446556,-6.7201226546
27.18,1.4884850425,-1.23147314,-6.6983734051
27.19,1.4900834157,-1.2406098762,-6.675042392
27.20,1.4856878894,-1.2461713678,-6.6418253564
27.21,1.4752984636,-1.2366373822,-6.6184943433
27.22,1.4729009038,-1.227500646,-6.6086083208
27.23,1.4713025306,-1.2302813918,-6.6042584709
27.24,1.462511478,-1.2378291304,-6.5967450938
27.25,1.4509232723,-1.2406098762,-6.5809274578
27.26,1.43853588,-1.2402126268,-6.5686687899
27.27,1.4217529614,-1.2406098762,-6.5631326173
27.28,1.402572483,-1.2457741184,-6.5627371764
27.29,1.3853899711,-1.2521301088,-6.5670870263
27.30,1.3714042056,-1.2600750968,-6.5785548124
27.31,1.3682074592,-1.269211833,-6.5931861257
27.32,1.3642115262,-1.273184327,-6.6105855253
27.33,1.3594164066,-1.2767595716,-6.6351028611
27.34,1.3582176267,-1.2779513198,-6.6608065196
27.35,1.3526233205,-1.2723898282,-6.6817648873
27.36,1.3378383684,-1.2620613438,-6.6979779642
27.37,1.3202562632,-1.2489521136,-6.6995597278
27.38,1.2982786317,-1.237431881,-6.6999551687
27.39,1.2695079141,-1.2298841424,-6.7007460505
27.40,1.2439339429,-1.2298841424,-6.7031186959
27.41,1.2247534645,-1.2318703894,-6.7232861818
27.42,1.1987799,-1.2370346316,-6.7478035176
27.43,1.1712079623,-1.2465686172,-6.7695527671
27.44,1.1528266705,-1.25133561,-6.7972336301
27.45,1.1400396849,-1.2465686172,-6.8193783205
27.46,1.1264535127,-1.2402126268,-6.8280780203
27.47,1.1156644936,-1.2326648882,-6.8351959565
27.48,1.1132669338,-1.2207474062,-6.84112757
27.49,1.1176624601,-1.2024739338,-6.8415230109
27.50,1.1220579864,-1.1782417204,-6.837173161
27.51,1.1220579864,-1.1571875022,-6.8355913974
27.52,1.1256543261,-1.1405030274,-6.8340096338
27.53,1.1408388715,-1.1214350562,-6.8351959565
27.54,1.1584209767,-1.1031615838,-6.8423138927
27.55,1.1736055221,-1.09243585,-6.84112757
27.56,1.1879908809,-1.0880661066,-6.8288689021
27.57,1.2043742062,-1.0876688572,-6.8197737614
27.58,1.2135648521,-1.0876688572,-6.8166102342
27.59,1.2091693258,-1.0880661066,-6.8166102342
27.60,1.2015770531,-1.0852853608,-6.8150284706
27.61,1.1935851871,-1.082504615,-6.8114695025
27.62,1.182796168,-1.0852853608,-6.80158348
27.63,1.1704087757,-1.0948193464,-6.7782524669
27.64,1.1604189432,-1.0987918404,-6.7489898403
27.65,1.1584209767,-1.0932303488,-6.7292177953
27.66,1.1608185365,-1.0908468524,-6.7177500092
27.67,1.1612181298,-1.0976000922,-6.7035141368
27.68,1.1600193499,-1.1079285766,-6.6849284145
27.69,1.1664128427,-1.1170653128,-6.6758332738
27.70,1.1768022685,-1.1250103008,-6.6786013601
27.71,1.1780010484,-1.1377222816,-6.6825557691
27.72,1.1843945412,-1.1516260106,-6.68295121
27.73,1.2007778665,-1.1615572456,-6.6809740055
27.74,1.2131652588,-1.173871977,-6.6770195965
27.75,1.2163620052,-1.1909537012,-6.6774150374
27.76,1.2139644454,-1.205651929,-6.6892782644
27.77,1.2123660722,-1.217569411,-6.6963962006
27.78,1.2103681057,-1.2199529074,-6.6979779642
27.79,1.2071713593,-1.2191584086,-6.7078639867
27.80,1.2031754263,-1.227500646,-6.7165636865
27.81,1.2031754263,-1.2366373822,-6.7189363319
27.82,1.2063721727,-1.2398153774,-6.7276360317
27.83,1.2059725794,-1.245376869,-6.7442445495
27.84,1.2019766464,-1.2481576148,-6.7612485082
27.85,1.2055729861,-1.2489521136,-6.7723208534
27.86,1.2139644454,-1.2497466124,-6.7762752624
27.87,1.222755498,-1.2437878714,-6.7774615851
27.88,1.2379400434,-1.229486893,-6.7671801217
27.89,1.2703071007,-1.215583164,-6.754130572
27.90,1.314661957,-1.2064464278,-6.7485943994
27.91,1.3562196602,-1.199693188,-6.742267345
27.92,1.3845907845,-1.193734447,-6.7438491086
27.93,1.402572483,-1.1893647036,-6.7588758628
27.94,1.414560282,-1.1893647036,-6.7742980579
27.95,1.4281464542,-1.185789459,-6.7770661442
27.96,1.4409334398,-1.1714884806,-6.7671801217
27.97,1.4417326264,-1.1528177588,-6.7572940992
27.98,1.4361383202,-1.1369277828,-6.7485943994
27.99,1.4269476743,-1.1269965478,-6.7248679454
28.00,1.4109639423,-1.1166680634,-6.6936281143
28.01,1.3925826505,-1.1071340778,-6.6766241556
28.02,1.3765989185,-1.1039560826,-6.6695062194
28.03,1.3578180334,-1.1059423296,-6.6556657879
28.04,1.3402359282,-1.1134900682,-6.6410344746
28.05,1.3234530096,-1.1246130514,-6.6358937429
28.06,1.3082684642,-1.1309690418,-6.6351028611
28.07,1.3022745647,-1.1369277828,-6.6323347748
28.08,1.3010757848,-1.1488452648,-6.6279849249
28.09,1.3002765982,-1.1663242384,-6.6097946435
28.10,1.3002765982,-1.1826114638,-6.5908134803
28.11,1.2958810719,-1.1913509506,-6.5848818668
28.12,1.2806965265,-1.1945289458,-6.5896271576
28.13,1.2603172682,-1.2040629314,-6.5971405347
28.14,1.2511266223,-1.2171721616,-6.6006995028
28.15,1.2511266223,-1.2247199002,-6.6066311163
28.16,1.2479298759,-1.23147314,-6.627589484
28.17,1.2351428903,-1.2390208786,-6.6600156378
28.18,1.2171611918,-1.2445823702,-6.6861147372
28.19,1.2007778665,-1.2445823702,-6.6995597278
28.20,1.1835953546,-1.2402126268,-6.7094457503
28.21,1.1624169097,-1.239418128,-6.7205180955
28.22,1.1404392782,-1.2445823702,-6.730404118
28.23,1.1332465988,-1.2525273582,-6.7375220542
28.24,1.138840905,-1.259280598,-6.7351494088
28.25,1.1396400916,-1.2676228354,-6.7272405908
28.26,1.1264535127,-1.2783485692,-6.7276360317
28.27,1.1100701874,-1.2878825548,-6.7351494088
28.28,1.1024779147,-1.2954302934,-6.7387083769
28.29,1.0996807616,-1.2978137898,-6.7315904407
28.30,1.1000803549,-1.295033044,-6.7307995589
28.31,1.0996807616,-1.289074303,-6.734358527
28.32,1.098881575,-1.2914577994,-6.726449709
28.33,1.1004799482,-1.3077450248,-6.7205180955
28.34,1.1072730343,-1.326812996,-6.7236816227
28.35,1.1208592065,-1.3371414804,-6.7189363319
28.36,1.1472323643,-1.3434974708,-6.7141910411
28.37,1.1819969814,-1.352634207,-6.7161682456
28.38,1.2131652588,-1.3689214324,-6.7189363319
28.39,1.2383396367,-1.382427912,-6.7256588272
28.40,1.270706694,-1.3867976554,-6.7375220542
28.41,1.3162603302,-1.3919618976,-6.7485943994
28.42,1.366609086,-1.3955371422,-6.754130572
28.43,1.4189558083,-1.3927563964,-6.7711345307
28.44,1.4613126981,-1.3828251614,-6.797629071
28.45,1.4920813822,-1.3669351854,-6.8035606845
28.46,1.5156573869,-1.3470727154,-6.793674662
28.47,1.5316411189,-1.3200597562,-6.7782524669
28.48,1.5380346117,-1.2946357946,-6.7655983581
28.49,1.542430138,-1.273184327,-6.7517579266
28.50,1.5460264777,-1.25133561,-6.7430582268
28.51,1.5436289179,-1.2346511352,-6.7446399904
28.52,1.5292435591,-1.2263088978,-6.7565032174
28.53,1.5128602338,-1.2251171496,-6.769948208
28.54,1.5084647075,-1.2231309026,-6.7766707033
28.55,1.5092638941,-1.2259116484,-6.7802296714
28.56,1.5016716214,-1.2342538858,-6.7806251123
28.57,1.4860874827,-1.235445634,-6.7794387896
28.58,1.4701037507,-1.2247199002,-6.7786479078
28.59,1.4573167651,-1.2124051688,-6.777857026
28.60,1.4453289661,-1.2048574302,-6.7727162943
28.61,1.4357387269,-1.1921454494,-6.7687618853
28.62,1.4297448274,-1.1710912312,-6.7691573262
28.63,1.4197549949,-1.1555985046,-6.7679710035
28.64,1.4037712629,-1.1488452648,-6.7655983581
28.65,1.3853899711,-1.1405030274,-6.7612485082
28.66,1.3594164066,-1.122229555,-6.7624348309
28.67,1.3342420287,-1.1007780874,-6.7632257127
28.68,1.3110656173,-1.0860798596,-6.7557123356
28.69,1.2850920528,-1.0761486246,-6.7525488084
28.70,1.2635140146,-1.0658201402,-6.7596667446
28.71,1.2459319094,-1.0578751522,-6.7624348309
28.72,1.2271510243,-1.0539026582,-6.7592713037
28.73,1.2151632253,-1.0602586486,-6.7628302718
28.74,1.2143640387,-1.0749568764,-6.7640165945
28.75,1.2211571248,-1.0932303488,-6.7505716039
28.76,1.2263518377,-1.1166680634,-6.7402901405
28.77,1.2327453305,-1.1389140298,-6.7410810223
28.78,1.2395384166,-1.1575847516,-6.7442445495
28.79,1.2359420769,-1.177844471,-6.7537351311
28.80,1.2199583449,-1.1981041904,-6.773902617
28.81,1.2023762397,-1.2159804134,-6.7952564256
28.82,1.1923864072,-1.2298841424,-6.8063287708
28.83,1.1879908809,-1.2441851208,-6.8154239115
28.84,1.1791998283,-1.257294351,-6.8201692023
28.85,1.1680112159,-1.2588833486,-6.8075150935
28.86,1.1612181298,-1.2481576148,-6.7845795213
28.87,1.1636156896,-1.239418128,-6.7616439491
28.88,1.1672120293,-1.23147314,-6.742267345
28.89,1.1644148762,-1.2171721616,-6.7213089773
28.90,1.1676116226,-1.2060491784,-6.6967916415
28.91,1.1799990149,-1.201679435,-6.6797876828
28.92,1.1951835603,-1.1929399482,-6.6770195965
28.93,1.2059725794,-1.1786389698,-6.6714834239
28.94,1.2163620052,-1.1710912312,-6.6600156378
