2022.05.23 11:02:00,,,
GOSHO,,,
G1,,,
,N14W,N76E,
TIME(s),STREAM(gal),DAMAXIS(gal),U-D(gal)
23.41,-1.503029248,-2.3518933857,-6.9906585526
23.42,-1.487903424,-2.3622876111,-7.0220050179
23.43,-1.491485856,-2.3606884995,-7.0438285064
23.44,-1.501835104,-2.3514936078,-7.0723974368
23.45,-1.511388256,-2.3478956067,-7.0954112974
23.46,-1.536863328,-2.3399000487,-7.1029503207
23.47,-1.568707168,-2.3291060454,-7.0962048788
23.48,-1.582638848,-2.3123153736,-7.0791428787
23.49,-1.582638848,-2.2815324753,-7.0517643204
23.50,-1.58821152,-2.2407551295,-7.0374798552
23.51,-1.592590048,-2.2035757848,-7.0354959017
23.52,-1.580648608,-2.1687951075,-7.0327183668
23.53,-1.5623384,-2.1444086556,-7.0323215761
23.54,-1.548008672,-2.1452082114,-7.0287504598
23.55,-1.538057472,-2.1623986611,-7.0120852504
23.56,-1.537261376,-2.1779899992,-6.9847066921
23.57,-1.537261376,-2.1911826699,-6.9628832036
23.58,-1.533678944,-2.1923820036,-6.9648671571
23.59,-1.54044576,-2.1859855572,-6.9735965525
23.60,-1.538057472,-2.1859855572,-6.9791516223
23.61,-1.520941408,-2.1887840025,-6.9862938549
23.62,-1.505815584,-2.1855857793,-7.0013719015
23.63,-1.485117088,-2.1819877782,-7.0295440412
23.64,-1.45088496,-2.1823875561,-7.0620808786
23.65,-1.417448928,-2.1915824478,-7.0854915299
23.66,-1.402721152,-2.2063742301,-7.1069182277
23.67,-1.400332864,-2.226762903,-7.1128700882
23.68,-1.396352384,-2.2499500212,-7.1021567393
23.69,-1.390381664,-2.2675402488,-7.086681902
23.70,-1.386401184,-2.2859300322,-7.0664455763
23.71,-1.387993376,-2.2967240355,-7.0497803669
23.72,-1.383614848,-2.3139144852,-7.031131204
23.73,-1.373663648,-2.3323042686,-7.0005783201
23.74,-1.369683168,-2.3430982719,-6.9708190176
23.75,-1.3832168,-2.3598889437,-6.9470115756
23.76,-1.410682112,-2.3830760619,-6.9216169708
23.77,-1.441331808,-2.4034647348,-6.9053485521
23.78,-1.483524896,-2.4090616254,-6.8978095288
23.79,-1.540047712,-2.4206551845,-6.8986031102
23.80,-1.596968576,-2.4270516309,-6.9057453428
23.81,-1.64791872,-2.4434425248,-6.9228073429
23.82,-1.68971376,-2.4634314198,-6.9485987384
23.83,-1.715984928,-2.4874180938,-6.9684382734
23.84,-1.729916608,-2.5038089877,-6.9855002735
23.85,-1.729120512,-2.5217989932,-6.9997847387
23.86,-1.701257152,-2.5309938849,-7.0057365992
23.87,-1.669413312,-2.5249972164,-7.0104980876
23.88,-1.650307008,-2.5110049899,-7.0224018086
23.89,-1.626424128,-2.5030094319,-7.0307344133
23.90,-1.593386144,-2.4862187601,-7.0279568784
23.91,-1.576668128,-2.4550360839,-7.0299408319
23.92,-1.567513024,-2.4166574055,-7.0438285064
23.93,-1.55636768,-2.3758800597,-7.0553354367
23.94,-1.550795008,-2.3311049349,-7.0700166926
23.95,-1.555173536,-2.2995224808,-7.0938241346
23.96,-1.570697408,-2.2671404709,-7.1215994836
23.97,-1.585823232,-2.2451526864,-7.1338999953
23.98,-1.57826032,-2.242754019,-7.1323128325
23.99,-1.563532544,-2.2483509096,-7.126360972
24.00,-1.559950112,-2.2503497991,-7.1108861347
24.01,-1.553979392,-2.2579455792,-7.0902530183
24.02,-1.542834048,-2.2699389162,-7.0692231112
24.03,-1.548804768,-2.2639422477,-7.0517643204
24.04,-1.571493504,-2.2531482444,-7.0418445529
24.05,-1.585425184,-2.2407551295,-7.0251793435
24.06,-1.581046656,-2.2311604599,-7.003355855
24.07,-1.567513024,-2.2175680113,-6.9978007852
24.08,-1.544028192,-2.1999777837,-6.999387948
24.09,-1.511786304,-2.1839866677,-7.0029590643
24.10,-1.469991264,-2.1795891108,-7.0065301806
24.11,-1.440535712,-2.1911826699,-6.9974039945
24.12,-1.423817696,-2.1967795605,-6.9847066921
24.13,-1.407497728,-2.2087728975,-6.9664543199
24.14,-1.380828512,-2.2383564621,-6.9525666454
24.15,-1.365702688,-2.2675402488,-6.9577249245
24.16,-1.364906592,-2.2851304764,-6.9632799943
24.17,-1.365702688,-2.2919267007,-6.9565345524
24.18,-1.382022656,-2.2935258123,-6.9616928315
24.19,-1.423419648,-2.2871293659,-6.9855002735
24.20,-1.464418592,-2.2811326974,-7.0196242737
24.21,-1.49467024,-2.270738472,-7.0327183668
24.22,-1.51059216,-2.2531482444,-7.0220050179
24.23,-1.51656288,-2.2255635693,-7.027163297
24.24,-1.528106272,-2.190782892,-7.0454156692
24.25,-1.536067232,-2.1619988832,-7.050970739
24.26,-1.527310176,-2.1452082114,-7.0493835762
24.27,-1.525717984,-2.138811765,-7.0604937158
24.28,-1.542834048,-2.1356135418,-7.070810274
24.29,-1.556765728,-2.1524042136,-7.0561290181
24.30,-1.543232096,-2.1767906655,-7.0335119482
24.31,-1.52651408,-2.1839866677,-7.043034925
24.32,-1.531688704,-2.1831871119,-7.0783492973
24.33,-1.520145312,-2.1871848909,-7.0962048788
24.34,-1.47078736,-2.1999777837,-7.0954112974
24.35,-1.427798176,-2.2215657903,-7.0926337625
24.36,-1.409886016,-2.2447529085,-7.0950145067
24.37,-1.393566048,-2.274736251,-7.0977920416
24.38,-1.379634368,-2.3163131526,-7.0815236229
24.39,-1.389585568,-2.3642865006,-7.0656519949
24.40,-1.423817696,-2.3886729525,-7.066842367
24.41,-1.474369792,-2.4010660674,-7.058906553
24.42,-1.530892608,-2.414658516,-7.039067018
24.43,-1.586619328,-2.422654074,-7.0454156692
24.44,-1.641549952,-2.4094614033,-7.0652552042
24.45,-1.69369424,-2.3942698431,-7.0735878089
24.46,-1.733897088,-2.3870738409,-7.0712070647
24.47,-1.770119456,-2.3870738409,-7.0616840879
24.48,-1.804749632,-2.3834758398,-7.0565258088
24.49,-1.816691072,-2.3882731746,-7.0521611111
24.50,-1.810720352,-2.3930705094,-7.0398605994
24.51,-1.806739872,-2.394669621,-7.0291472505
24.52,-1.793604288,-2.394669621,-7.0160531574
24.53,-1.76534288,-2.3902720641,-7.0041494364
24.54,-1.73548928,-2.3722820586,-7.0017686922
24.55,-1.707227872,-2.3526929415,-7.0005783201
24.56,-1.688121568,-2.3319044907,-7.0037526457
24.57,-1.684539136,-2.3119155957,-7.0104980876
24.58,-1.675384032,-2.3139144852,-7.0089109248
24.59,-1.663442592,-2.3163131526,-7.0065301806
24.60,-1.652695296,-2.3179122642,-7.0053398085
24.61,-1.632792896,-2.3155135968,-7.0093077155
24.62,-1.605725632,-2.3083175946,-7.0184339016
24.63,-1.588609568,-2.2839311427,-7.0176403202
24.64,-1.56432864,-2.2703386941,-7.0128788318
24.65,-1.543630144,-2.2723375836,-6.995420041
24.66,-1.555571584,-2.2743364731,-6.9803419944
24.67,-1.581444704,-2.2895280333,-6.979548413
24.68,-1.593784192,-2.3031204819,-6.9601056687
24.69,-1.590997856,-2.3099167062,-6.9382821802
24.70,-1.571095456,-2.3103164841,-6.9347110639
24.71,-1.528106272,-2.3263076001,-6.9124907847
24.72,-1.473573696,-2.3406996045,-6.8878897613
24.73,-1.435759136,-2.3510938299,-6.8791603659
24.74,-1.425807936,-2.3638867227,-6.8815411101
24.75,-1.431380608,-2.3718822807,-6.9073325056
24.76,-1.436555232,-2.3890727304,-6.9323303197
24.77,-1.450486912,-2.4034647348,-6.9291559941
24.78,-1.47675808,-2.390671842,-6.9267752499
24.79,-1.507805824,-2.3618878332,-6.9311399476
24.80,-1.534873088,-2.3323042686,-6.9370918081
24.81,-1.551989152,-2.2955247018,-6.9493923198
24.82,-1.55636768,-2.2551471339,-6.9589152966
24.83,-1.559552064,-2.2139700102,-6.9608992501
24.84,-1.56830912,-2.1755913318,-6.9668511106
24.85,-1.567911072,-2.1376124313,-6.9898649712
24.86,-1.56432864,-2.0956357518,-7.0235921807
24.87,-1.56631888,-2.0648528535,-7.0458124599
24.88,-1.553979392,-2.0572570734,-7.047002832
24.89,-1.52651408,-2.0600555187,-7.0259729249
24.90,-1.518951168,-2.0656524093,-7.0013719015
24.91,-1.513776544,-2.074847301,-6.9855002735
24.92,-1.482330752,-2.0840421927,-6.967644692
24.93,-1.444516192,-2.0928373065,-6.9446308314
24.94,-1.411478208,-2.1056301993,-6.923997715
24.95,-1.385605088,-2.1156246468,-6.9089196684
24.96,-1.377644128,-2.1212215374,-6.9105068312
24.97,-1.382420704,-2.1272182059,-6.9315367383
24.98,-1.38122656,-2.1396113208,-6.9462179942
24.99,-1.380032416,-2.154802881,-6.9493923198
25.00,-1.400730912,-2.1759911097,-6.9664543199
25.01,-1.434564992,-2.2003775616,-7.0037526457
25.02,-1.458447872,-2.2155691218,-7.0323215761
25.03,-1.466010784,-2.2223653461,-7.0497803669
25.04,-1.480340512,-2.2363575726,-7.0803332508
25.05,-1.511388256,-2.2499500212,-7.1081085998
25.06,-1.52850432,-2.2687395825,-7.0993792044
25.07,-1.513378496,-2.2883286996,-7.0767621345
25.08,-1.505815584,-2.2975235913,-7.0712070647
25.09,-1.516164832,-2.3047195935,-7.0767621345
25.10,-1.515766784,-2.3143142631,-7.0712070647
25.11,-1.517757024,-2.3295058233,-7.0529546925
25.12,-1.540843808,-2.3279067117,-7.0525579018
25.13,-1.555571584,-2.3183120421,-7.0636680414
25.14,-1.541241856,-2.3155135968,-7.0561290181
25.15,-1.522135552,-2.3183120421,-7.050970739
25.16,-1.513378496,-2.3055191493,-7.0672391577
25.17,-1.50860192,-2.2883286996,-7.090649809
25.18,-1.501039008,-2.2795335858,-7.0902530183
25.19,-1.503029248,-2.290727367,-7.0799364601
25.20,-1.526116032,-2.2951249239,-7.0759685531
25.21,-1.563134496,-2.2831315869,-7.0545418553
25.22,-1.589405664,-2.2791338079,-7.0156563667
25.23,-1.607317824,-2.2759355847,-6.999387948
25.24,-1.63796752,-2.2615435803,-7.0081173434
25.25,-1.66981136,-2.2423542411,-7.0101012969
25.26,-1.67777232,-2.2459522422,-6.9966104131
25.27,-1.672995744,-2.262742914,-6.9767708781
25.28,-1.678170368,-2.2731371394,-6.9787548316
25.29,-1.692102048,-2.2759355847,-6.9831195293
25.30,-1.686529376,-2.2863298101,-6.9827227386
25.31,-1.666626976,-2.2955247018,-7.0013719015
25.32,-1.654685536,-2.2891282554,-7.039067018
25.33,-1.648316768,-2.2899278112,-7.0743813903
25.34,-1.6319968,-2.3039200377,-7.0846979485
25.35,-1.610900256,-2.3275069338,-7.0759685531
25.36,-1.58622128,-2.342698494,-7.0727942275
25.37,-1.561940352,-2.3494947183,-7.0585097623
25.38,-1.53845552,-2.3642865006,-7.0374798552
25.39,-1.531688704,-2.3794780608,-7.0335119482
25.40,-1.542834048,-2.3838756177,-7.0466060413
25.41,-1.542834048,-2.3846751735,-7.0454156692
25.42,-1.542834048,-2.406662958,-7.0307344133
25.43,-1.562736448,-2.4330482994,-7.0426381343
25.44,-1.589007616,-2.4494391933,-7.0692231112
25.45,-1.589803712,-2.4714269778,-7.0636680414
25.46,-1.57029936,-2.5078067667,-7.0557322274
25.47,-1.569503264,-2.5293947733,-7.0755717624
25.48,-1.596968576,-2.5449861114,-7.0969984602
25.49,-1.60015296,-2.5525818915,-7.0954112974
25.50,-1.56432864,-2.5533814473,-7.0696199019
25.51,-1.534873088,-2.5257967722,-7.0529546925
25.52,-1.523329696,-2.4886174275,-7.0394638087
25.53,-1.503427296,-2.4698278662,-7.0041494364
25.54,-1.47874832,-2.458634085,-6.9728029711
25.55,-1.482330752,-2.4450416364,-6.9489955291
25.56,-1.499844864,-2.422654074,-6.9339174825
25.57,-1.507009728,-2.3990671779,-6.9243945057
25.58,-1.514174592,-2.3810771724,-6.9164586917
25.59,-1.514970688,-2.3582898321,-6.9343142732
25.60,-1.514970688,-2.3219100432,-6.9692318548
25.61,-1.518155072,-2.2951249239,-6.9946264596
25.62,-1.515368736,-2.294725146,-7.0156563667
25.63,-1.515766784,-2.2871293659,-7.0422413436
25.64,-1.522931648,-2.2679400267,-7.0712070647
25.65,-1.52452384,-2.2579455792,-7.082713995
25.66,-1.517358976,-2.2599444687,-7.0823172043
25.67,-1.513378496,-2.2431537969,-7.0890626462
25.68,-1.520145312,-2.2179677892,-7.0807300415
25.69,-1.526912128,-2.2023764511,-7.058906553
25.70,-1.542834048,-2.174791776,-7.0493835762
25.71,-1.573881792,-2.1392115429,-7.0561290181
25.72,-1.590997856,-2.1076290888,-7.0553354367
25.73,-1.59418224,-2.0900388612,-7.0454156692
25.74,-1.585027136,-2.07884508,-7.0406541808
25.75,-1.564726688,-2.0672515209,-7.02319539
25.76,-1.536067232,-2.066851743,-6.9922457154
25.77,-1.50462144,-2.0844419706,-6.9680414827
25.78,-1.48670928,-2.1036313098,-6.9509794826
25.79,-1.485515136,-2.1172237584,-6.9291559941
25.80,-1.484320992,-2.134813986,-6.8886833427
25.81,-1.48471904,-2.1607995495,-6.8398780866
25.82,-1.502233152,-2.1795891108,-6.8160706446
25.83,-1.528902368,-2.182787334,-6.797024691
25.84,-1.54442624,-2.1823875561,-6.7700429234
25.85,-1.549600864,-2.1791893329,-6.7553616675
25.86,-1.56034816,-2.186785113,-6.7660750164
25.87,-1.573881792,-2.2007773395,-6.8025797608
25.88,-1.574677888,-2.2215657903,-6.8363069703
25.89,-1.554775488,-2.250749577,-6.8720181333
25.90,-1.532086752,-2.2651415814,-6.9168554824
25.91,-1.518951168,-2.2775346963,-6.9485987384
25.92,-1.497854624,-2.2855302543,-6.9605024594
25.93,-1.467602976,-2.2915269228,-6.9680414827
25.94,-1.457253728,-2.2871293659,-6.9751837153
25.95,-1.46879712,-2.2775346963,-6.9803419944
25.96,-1.483126848,-2.270738472,-6.9751837153
25.97,-1.499446816,-2.2575458013,-6.9724061804
25.98,-1.517757024,-2.2391560179,-6.9819291572
25.99,-1.534873088,-2.2271626809,-6.9882778084
26.00,-1.541639904,-2.2327595715,-7.0081173434
26.01,-1.544028192,-2.2443531306,-7.0335119482
26.02,-1.552785248,-2.2575458013,-7.0458124599
26.03,-1.549202816,-2.2735369173,-7.0696199019
26.04,-1.547212576,-2.2979233692,-7.0918401811
26.05,-1.555969632,-2.3175124863,-7.1168379952
26.06,-1.553581344,-2.3239089327,-7.1481844605
26.07,-1.541241856,-2.326707378,-7.1585010187
26.08,-1.53845552,-2.3235091548,-7.1585010187
26.09,-1.546814528,-2.3075180388,-7.1751662281
26.10,-1.553581344,-2.2871293659,-7.1957993445
26.11,-1.563532544,-2.2759355847,-7.1985768794
26.12,-1.569503264,-2.2675402488,-7.1918314375
26.13,-1.550795008,-2.2487506875,-7.1870699491
26.14,-1.517757024,-2.2155691218,-7.1751662281
26.15,-1.488301472,-2.19877845,-7.1454069256
26.16,-1.446506432,-2.1955802268,-7.1327096232
26.17,-1.399934816,-2.1895835583,-7.1196155301
26.18,-1.357741728,-2.1975791163,-7.0870786927
26.19,-1.316344736,-2.2175680113,-7.0608905065
26.20,-1.292461856,-2.2323597936,-7.0533514832
26.21,-1.30161696,-2.2415546853,-7.0537482739
26.22,-1.32549984,-2.2579455792,-7.0422413436
26.23,-1.360528064,-2.2803331416,-7.0188306923
26.24,-1.405905536,-2.3023209261,-7.0069269713
26.25,-1.458049824,-2.3339033802,-7.0045462271
26.26,-1.50860192,-2.3594891658,-7.0009751108
26.27,-1.538853568,-2.3750805039,-7.0017686922
26.28,-1.542037952,-2.3734813923,-7.011291669
26.29,-1.539251616,-2.3678845017,-7.0275600877
26.30,-1.549600864,-2.3610882774,-7.0513675297
26.31,-1.561940352,-2.3766796155,-7.0648584135
26.32,-1.56034816,-2.3950693989,-7.0565258088
26.33,-1.567513024,-2.4046640685,-7.0466060413
26.34,-1.595376384,-2.4022654011,-7.0434317157
26.35,-1.61010416,-2.4002665116,-7.0438285064
26.36,-1.592988096,-2.3886729525,-7.0259729249
26.37,-1.56830912,-2.374680726,-6.9978007852
26.38,-1.541639904,-2.3650860564,-6.9926425061
26.39,-1.51457264,-2.3422987161,-7.0025622736
26.40,-1.487903424,-2.3239089327,-7.0049430178
26.41,-1.466408832,-2.3175124863,-6.9989911573
26.42,-1.449292768,-2.31871182,-6.9989911573
26.43,-1.453273248,-2.3251082664,-6.9970072038
26.44,-1.47675808,-2.3490949404,-6.9886745991
26.45,-1.495466336,-2.3838756177,-6.967644692
26.46,-1.50860192,-2.4074625138,-6.9501859012
26.47,-1.53447504,-2.4230538519,-6.9513762733
26.48,-1.564726688,-2.4406440795,-6.9803419944
26.49,-1.585425184,-2.43864519,-7.0065301806
26.50,-1.598958816,-2.434647411,-7.0037526457
26.51,-1.606521728,-2.4218545182,-6.9906585526
26.52,-1.620851456,-2.4046640685,-6.9918489247
26.53,-1.646326528,-2.3762798376,-6.9843099014
26.54,-1.650307008,-2.3590893879,-6.9660575292
26.55,-1.645132384,-2.3458967172,-6.9497891105
26.56,-1.663442592,-2.3179122642,-6.9450276221
26.57,-1.6817528,-2.2911271449,-6.9525666454
26.58,-1.683344992,-2.2771349184,-6.9482019477
26.59,-1.691704,-2.2727373615,-6.94383725
26.60,-1.708023968,-2.2651415814,-6.9593120873
26.61,-1.711208352,-2.2591449129,-6.9668511106
26.62,-1.694490336,-2.2455524643,-6.967644692
26.63,-1.67777232,-2.2299611262,-6.9688350641
26.64,-1.670607456,-2.2127706765,-6.975580506
26.65,-1.667025024,-2.190782892,-6.9898649712
26.66,-1.66981136,-2.1755913318,-6.9890713898
26.67,-1.66583088,-2.1659966622,-6.9811355758
26.68,-1.653491392,-2.1524042136,-6.9906585526
26.69,-1.643540192,-2.1520044357,-7.0069269713
26.70,-1.632394848,-2.1683953296,-7.0132756225
26.71,-1.6120944,-2.1819877782,-7.0132756225
26.72,-1.588609568,-2.1919822257,-7.0097045062
26.73,-1.573483744,-2.2015768953,-7.0104980876
26.74,-1.561144256,-2.2175680113,-7.0065301806
26.75,-1.545620384,-2.2355580168,-7.0025622736
26.76,-1.540047712,-2.2415546853,-6.9890713898
26.77,-1.542834048,-2.2499500212,-6.9731997618
26.78,-1.544824288,-2.2647418035,-6.963676785
26.79,-1.559950112,-2.2783342521,-6.9648671571
26.80,-1.587017376,-2.2859300322,-6.9688350641
26.81,-1.596570528,-2.294725146,-6.9632799943
26.82,-1.58622128,-2.3207107095,-6.9454244128
26.83,-1.583832992,-2.3446973835,-6.9458212035
26.84,-1.591395904,-2.3654858343,-6.9775644595
26.85,-1.593784192,-2.374680726,-6.9978007852
26.86,-1.575075936,-2.3842753956,-7.0029590643
26.87,-1.563532544,-2.3846751735,-7.0081173434
26.88,-1.58423104,-2.3694836133,-7.0097045062
26.89,-1.598958816,-2.3470960509,-7.0120852504
26.90,-1.59418224,-2.3251082664,-7.0017686922
26.91,-1.59617248,-2.3007218145,-7.0077205527
26.92,-1.60612368,-2.262742914,-7.0418445529
26.93,-1.601347104,-2.226762903,-7.0612872972
26.94,-1.5722896,-2.2059744522,-7.0696199019
26.95,-1.536863328,-2.1951804489,-7.0910465997
26.96,-1.509398016,-2.1891837804,-7.1227898557
26.97,-1.486311232,-2.1923820036,-7.150168414
26.98,-1.457253728,-2.2115713428,-7.173975856
26.99,-1.431380608,-2.2367573505,-7.1930218096
27.00,-1.41904112,-2.2531482444,-7.2140517167
27.01,-1.410682112,-2.274736251,-7.2271458098
27.02,-1.414662592,-2.3047195935,-7.2354784145
27.03,-1.434564992,-2.3263076001,-7.2473821355
27.04,-1.44889472,-2.3406996045,-7.2525404146
27.05,-1.45685568,-2.3490949404,-7.2450013913
27.06,-1.470389312,-2.3554913868,-7.241430275
27.07,-1.479544416,-2.3482953846,-7.2477789262
27.08,-1.464020544,-2.3438978277,-7.2541275774
27.09,-1.442525952,-2.3395002708,-7.2354784145
27.10,-1.425807936,-2.3395002708,-7.2061159027
27.11,-1.403517248,-2.3379011592,-7.1926250189
27.12,-1.37525584,-2.3283064896,-7.1636592978
27.13,-1.351771008,-2.3319044907,-7.1204091115
27.14,-1.330276416,-2.3335036023,-7.090649809
27.15,-1.32549984,-2.3327040465,-7.0771589252
27.16,-1.341023712,-2.3299056012,-7.0561290181
27.17,-1.360528064,-2.338700715,-7.0116884597
27.18,-1.374459744,-2.3383009371,-6.9660575292
27.19,-1.387993376,-2.3175124863,-6.927965622
27.20,-1.397944576,-2.2931260344,-6.8974127381
27.21,-1.39913872,-2.2755358068,-6.8767796217
27.22,-1.386799232,-2.258745135,-6.860511203
27.23,-1.368090976,-2.2431537969,-6.8557497146
27.24,-1.35734368,-2.2339589052,-6.8577336681
27.25,-1.356547584,-2.2271626809,-6.8581304588
27.26,-1.353761248,-2.2311604599,-6.8688438077
27.27,-1.35933392,-2.2367573505,-6.8783667845
27.28,-1.3732656,-2.2367573505,-6.8628919472
27.29,-1.38122656,-2.2335591273,-6.8378941331
27.30,-1.389585568,-2.2375569063,-6.8283711563
27.31,-1.416652832,-2.2439533527,-6.8303551098
27.32,-1.432176704,-2.2447529085,-6.8374973424
27.33,-1.426604032,-2.2475513538,-6.8458299471
27.34,-1.430584512,-2.2415546853,-6.8668598542
27.35,-1.448098624,-2.2355580168,-6.8902705055
27.36,-1.4528752,-2.2391560179,-6.9172522731
27.37,-1.449292768,-2.2439533527,-6.94383725
27.38,-1.471981504,-2.2479511317,-6.9628832036
27.39,-1.505019488,-2.2603442466,-6.9926425061
27.40,-1.534076992,-2.2799333637,-7.0144659946
27.41,-1.567513024,-2.2963242576,-7.0104980876
27.42,-1.597366624,-2.3155135968,-7.0097045062
27.43,-1.624831936,-2.3163131526,-7.0200210644
27.44,-1.655083584,-2.3175124863,-7.0220050179
27.45,-1.670209408,-2.3315047128,-7.0327183668
27.46,-1.680956704,-2.3422987161,-7.0573193902
27.47,-1.69966496,-2.3343031581,-7.0823172043
27.48,-1.70961616,-2.3223098211,-7.1057278556
27.49,-1.71558688,-2.3135147073,-7.1267577627
27.50,-1.73349904,-2.2863298101,-7.1311224604
27.51,-1.751013152,-2.2611438024,-7.1267577627
27.52,-1.751809248,-2.2487506875,-7.1219962743
27.53,-1.75340144,-2.2443531306,-7.1132668789
27.54,-1.764546784,-2.2395557958,-7.1215994836
27.55,-1.778478464,-2.2303609041,-7.1378679023
27.56,-1.784051136,-2.2247640135,-7.1414390186
27.57,-1.7713136,-2.2299611262,-7.1267577627
27.58,-1.758576064,-2.2407551295,-7.126360972
27.59,-1.770517504,-2.2367573505,-7.1370743209
27.60,-1.787633568,-2.242754019,-7.1362807395
27.61,-1.78325504,-2.2619433582,-7.1160444138
27.62,-1.780866752,-2.2699389162,-7.0969984602
27.63,-1.794798432,-2.2695391383,-7.0950145067
27.64,-1.797982816,-2.2771349184,-7.0882690648
27.65,-1.780866752,-2.290727367,-7.0656519949
27.66,-1.753003392,-2.2839311427,-7.0454156692
27.67,-1.715188832,-2.2695391383,-7.0370830645
27.68,-1.65587968,-2.2543475781,-7.0243857621
27.69,-1.587813472,-2.2355580168,-7.007323762
27.70,-1.529698464,-2.2031760069,-7.0041494364
27.71,-1.485913184,-2.1715935528,-7.0069269713
27.72,-1.445710336,-2.1643975506,-6.9989911573
27.73,-1.422225504,-2.1763908876,-6.971612599
27.74,-1.43098256,-2.1999777837,-6.951773064
27.75,-1.455661536,-2.2279622367,-6.9382821802
27.76,-1.477952224,-2.2619433582,-6.9184426452
27.77,-1.501835104,-2.2983231471,-6.8982063195
27.78,-1.537261376,-2.3287062675,-6.8986031102
27.79,-1.574677888,-2.3514936078,-6.9136811568
27.80,-1.597764672,-2.3734813923,-6.9101100405
27.81,-1.605327584,-2.3966685105,-6.9057453428
27.82,-1.606521728,-2.4082620696,-6.927965622
27.83,-1.602541248,-2.414658516,-6.9589152966
27.84,-1.589405664,-2.4198556287,-6.9870874363
27.85,-1.566716928,-2.4202554066,-7.0089109248
27.86,-1.546018432,-2.402665179,-7.0291472505
27.87,-1.534873088,-2.382676284,-7.0565258088
27.88,-1.5225336,-2.3598889437,-7.0751749717
27.89,-1.505019488,-2.342698494,-7.0731910182
27.90,-1.481534656,-2.3231093769,-7.0795396694
27.91,-1.463622496,-2.2995224808,-7.0775557159
27.92,-1.44889472,-2.282731809,-7.0660487856
27.93,-1.425409888,-2.2795335858,-7.0660487856
27.94,-1.4130704,-2.2675402488,-7.0624776693
27.95,-1.415458688,-2.2475513538,-7.0446220878
27.96,-1.407895776,-2.2363575726,-7.0339087389
27.97,-1.397546528,-2.2239644577,-7.0208146458
27.98,-1.411876256,-2.2163686776,-7.011291669
27.99,-1.433768896,-2.2191671229,-7.0216082272
28.00,-1.452079104,-2.2243642356,-7.0295440412
28.01,-1.487505376,-2.2259633472,-7.0212114365
28.02,-1.524921888,-2.242754019,-7.0172435295
28.03,-1.554775488,-2.2663409151,-7.011291669
28.04,-1.590997856,-2.2687395825,-6.999387948
28.05,-1.607715872,-2.2663409151,-6.9815323665
28.06,-1.589803712,-2.2595446908,-6.9605024594
28.07,-1.579056416,-2.2555469118,-6.9458212035
28.08,-1.597366624,-2.258745135,-6.9406629244
28.09,-1.61806512,-2.2711382499,-6.9228073429
28.10,-1.627220224,-2.2723375836,-6.9017774358
28.11,-1.634783136,-2.262742914,-6.8795571566
28.12,-1.647520672,-2.2579455792,-6.8688438077
28.13,-1.650705056,-2.2463520201,-6.8823346915
28.14,-1.636773376,-2.2419544632,-6.8997934823
28.15,-1.6120944,-2.2447529085,-6.9156651103
28.16,-1.585425184,-2.2391560179,-6.9374885988
28.17,-1.575872032,-2.2395557958,-6.9648671571
28.18,-1.577862272,-2.2563464676,-6.975580506
28.19,-1.57029936,-2.2811326974,-6.9724061804
28.20,-1.559552064,-2.294725146,-6.9819291572
28.21,-1.577862272,-2.2983231471,-6.9934360875
28.22,-1.600551008,-2.3111160399,-6.987484227
28.23,-1.61010416,-2.3335036023,-6.9902617619
28.24,-1.627220224,-2.3311049349,-7.0093077155
28.25,-1.647520672,-2.3235091548,-7.0164499481
28.26,-1.639559712,-2.3231093769,-7.0208146458
28.27,-1.613686592,-2.3219100432,-7.0220050179
28.28,-1.595774432,-2.3123153736,-7.0172435295
28.29,-1.575473984,-2.3099167062,-7.0057365992
28.30,-1.542834048,-2.3191115979,-6.9827227386
28.31,-1.520941408,-2.3335036023,-6.9624864129
28.32,-1.520941408,-2.3594891658,-6.9612960408
28.33,-1.514174592,-2.3862742851,-6.9533602268
28.34,-1.497456576,-2.4150582939,-6.9291559941
28.35,-1.486311232,-2.4302498541,-6.9283624127
28.36,-1.482330752,-2.4370460784,-6.9485987384
28.37,-1.473971744,-2.4314491878,-6.9632799943
28.38,-1.441729856,-2.4370460784,-6.9680414827
28.39,-1.414264544,-2.434647411,-6.9779612502
28.40,-1.397944576,-2.426651853,-7.0013719015
28.41,-1.371673408,-2.4222542961,-7.0176403202
28.42,-1.34938272,-2.4342476331,-7.0267665063
28.43,-1.349780768,-2.4330482994,-7.0418445529
28.44,-1.343810048,-2.4214547403,-7.0700166926
28.45,-1.336247136,-2.4022654011,-7.0819204136
28.46,-1.346994432,-2.386674063,-7.0775557159
28.47,-1.366100736,-2.3650860564,-7.1001727858
28.48,-1.388789472,-2.3343031581,-7.1140604603
28.49,-1.413866496,-2.3167129305,-7.1049342742
28.50,-1.430186464,-2.3211104874,-7.0938241346
28.51,-1.445710336,-2.3327040465,-7.0835075764
28.52,-1.463622496,-2.342698494,-7.0755717624
28.53,-1.464418592,-2.3622876111,-7.0600969251
28.54,-1.455661536,-2.3834758398,-7.0406541808
28.55,-1.459642016,-2.3854747293,-7.0525579018
28.56,-1.469195168,-2.3766796155,-7.0636680414
28.57,-1.47078736,-2.3810771724,-7.0517643204
28.58,-1.471583456,-2.3690838354,-7.0477964134
28.59,-1.490291712,-2.3422987161,-7.0593033437
