2022.05.23 11:02:00,,,
GOSHO,,,
G1,,,
,N14W,N76E,
TIME(s),STREAM(gal),DAMAXIS(gal),U-D(gal)
10.87,-1.909834304,-2.686507488,-7.0604937158
10.88,-1.906251872,-2.8180344171,-7.0466060413
10.89,-1.868437312,-2.8835979927,-7.0434317157
10.90,-1.81907936,-2.8532148723,-7.0656519949
10.91,-1.768129216,-2.7648639564,-7.1124732975
10.92,-1.719965408,-2.6277401367,-7.1465972977
10.93,-1.672199648,-2.4814214253,-7.1664368327
10.94,-1.63796752,-2.3343031581,-7.1894506933
10.95,-1.629608512,-2.2031760069,-7.1946089724
10.96,-1.628414368,-2.1076290888,-7.173975856
10.97,-1.627220224,-2.042865069,-7.1227898557
10.98,-1.623239744,-1.9793003829,-7.0442252971
10.99,-1.6021432,-1.9209328095,-6.9632799943
11.00,-1.570697408,-1.8813547974,-6.892254459
11.01,-1.55636768,-1.8533703444,-6.8458299471
11.02,-1.563930592,-1.8481732317,-6.8398780866
11.03,-1.571095456,-1.8809550195,-6.8474171099
11.04,-1.583832992,-1.9585119321,-6.8319422726
11.05,-1.62005536,-2.0712492999,-6.8267839935
11.06,-1.647122624,-2.2075735638,-6.8541625518
11.07,-1.635579232,-2.3410993824,-6.8954287846
11.08,-1.58423104,-2.4842198706,-6.9462179942
11.09,-1.501835104,-2.6237423577,-7.0053398085
11.10,-1.391575808,-2.7540699531,-7.058906553
11.11,-1.26778288,-2.8568128734,-7.0882690648
11.12,-1.151552864,-2.9447640114,-7.1033471114
11.13,-1.066370592,-3.0011326953,-7.122393065
11.14,-1.005867296,-2.9667517959,-7.1426293907
11.15,-0.952130816,-2.9139811131,-7.162072135
11.16,-0.91750064,-2.8456190922,-7.170007949
11.17,-0.927053792,-2.7108939399,-7.1648496699
11.18,-0.96725664,-2.5661743401,-7.1585010187
11.19,-1.043283808,-2.4122598486,-7.1592946001
11.20,-1.157921632,-2.2603442466,-7.1850859956
11.21,-1.280520416,-2.1232204269,-7.2196067865
11.22,-1.376449984,-2.0136812823,-7.2311137168
11.23,-1.437749376,-1.9341254802,-7.2140517167
11.24,-1.469593216,-1.8893503554,-7.1926250189
11.25,-1.495466336,-1.8753581289,-7.1791341351
11.26,-1.521339456,-1.894947246,-7.1624689257
11.27,-1.549600864,-1.9561132647,-7.1307256697
11.28,-1.585425184,-2.034869511,-7.0898562276
11.29,-1.629608512,-2.1192226479,-7.0347023203
11.30,-1.657073824,-2.2231649019,-6.9605024594
11.31,-1.66981136,-2.3359022697,-6.8700341798
11.32,-1.694092288,-2.4170571834,-6.8180545981
11.33,-1.710014208,-2.4750249789,-6.8192449702
11.34,-1.699266912,-2.5130038794,-6.8347198075
11.35,-1.676180128,-2.5445863335,-6.8712245519
11.36,-1.6817528,-2.5469850009,-6.9410597151
11.37,-1.71558688,-2.5369905534,-7.0085141341
11.38,-1.75340144,-2.5110049899,-7.0477964134
11.39,-1.780468704,-2.4750249789,-7.0688263205
11.40,-1.80514768,-2.4130594044,-7.0680327391
11.41,-1.827836416,-2.3311049349,-7.0513675297
11.42,-1.826244224,-2.246751798,-7.0208146458
11.43,-1.812312544,-2.162798439,-6.9930392968
11.44,-1.820671552,-2.0716490778,-6.9739933432
11.45,-1.829826656,-1.9777012713,-6.9525666454
11.46,-1.804351584,-1.9005441366,-6.9168554824
11.47,-1.75937216,-1.8257856693,-6.8839218543
11.48,-1.692500096,-1.7494280904,-6.8759860403
11.49,-1.595376384,-1.7010549645,-6.8636855286
11.50,-1.493874144,-1.7038534098,-6.8509882262
11.51,-1.410284064,-1.7514269799,-6.8668598542
11.52,-1.364110496,-1.8193892229,-6.8910640869
11.53,-1.360528064,-1.9049416935,-6.8970159474
11.54,-1.395954336,-2.0080843917,-6.8827314822
11.55,-1.475961984,-2.1016324203,-6.8676534356
11.56,-1.591793952,-2.1552026589,-6.8359101796
11.57,-1.69767472,-2.1943808931,-6.7839305979
11.58,-1.778478464,-2.2455524643,-6.7498065977
11.59,-1.858486112,-2.2715380278,-6.7629006908
11.60,-1.923765984,-2.2839311427,-6.8144834818
11.61,-1.943270336,-2.2995224808,-6.8859058078
11.62,-1.931328896,-2.3263076001,-6.9783580409
11.63,-1.907446016,-2.3510938299,-7.0775557159
11.64,-1.847738816,-2.3902720641,-7.1469940884
11.65,-1.739867808,-2.4370460784,-7.1715951118
11.66,-1.597366624,-2.4690283104,-7.1910378561
11.67,-1.424215744,-2.4834203148,-7.2501596704
11.68,-1.239123424,-2.4994114308,-7.3156301359
11.69,-1.062390112,-2.5281954396,-7.3469766012
11.70,-0.934616704,-2.5713714528,-7.3382472058
11.71,-0.894413856,-2.5845641235,-7.2914259032
11.72,-0.925063552,-2.5733703423,-7.2077030655
11.73,-0.9851688,-2.5313936628,-7.1001727858
11.74,-1.07273936,-2.4790227579,-7.0057365992
11.75,-1.179018176,-2.4126596265,-6.9569313431
11.76,-1.278928224,-2.3686840575,-6.9327271104
11.77,-1.363712448,-2.346696273,-6.9446308314
11.78,-1.422225504,-2.3375013813,-6.9985943666
11.79,-1.436157184,-2.322709599,-7.0696199019
11.80,-1.40908992,-2.2991227029,-7.1398518558
11.81,-1.366498784,-2.2679400267,-7.1918314375
11.82,-1.317140832,-2.2403553516,-7.2291297633
11.83,-1.276539936,-2.2195669008,-7.2446046006
11.84,-1.264996544,-2.2195669008,-7.2342880424
11.85,-1.28768528,-2.2559466897,-7.2132581353
11.86,-1.339033472,-2.3087173725,-7.2053223213
11.87,-1.401925056,-2.3530927194,-7.2045287399
11.88,-1.464418592,-2.3582898321,-7.1930218096
11.89,-1.522931648,-2.3367018255,-7.1715951118
11.90,-1.5822408,-2.2843309206,-7.1350903674
11.91,-1.636375328,-2.2079733417,-7.0771589252
11.92,-1.678170368,-2.1376124313,-7.0065301806
11.93,-1.696082528,-2.0844419706,-6.931933529
11.94,-1.7016552,-2.0380677342,-6.8704309705
11.95,-1.708820064,-1.9968906105,-6.8414652494
11.96,-1.723945888,-1.9737034923,-6.8351165982
11.97,-1.75937216,-1.9501165962,-6.8462267378
11.98,-1.827836416,-1.906940583,-6.8747956682
11.99,-1.921775744,-1.8609661245,-6.9057453428
12.00,-2.01412288,-1.834980561,-6.9128875754
12.01,-2.07781056,-1.8365796726,-6.9005870637
12.02,-2.106470016,-1.854969456,-6.8958255753
12.03,-2.088159808,-1.8965463576,-6.9053485521
12.04,-2.020491648,-1.9697057133,-6.9236009243
12.05,-1.933319136,-2.0604552966,-6.9485987384
12.06,-1.848136864,-2.1528039915,-6.9807387851
12.07,-1.766537024,-2.2451526864,-7.0204178551
12.08,-1.708023968,-2.3315047128,-7.066842367
12.09,-1.677374272,-2.3842753956,-7.1081085998
12.10,-1.641948,-2.4290505204,-7.1247738092
12.11,-1.583036896,-2.4682287546,-7.1033471114
12.12,-1.529300416,-2.5090061004,-7.074778181
12.13,-1.505417536,-2.5521821136,-7.0712070647
12.14,-1.501835104,-2.6193448008,-7.0783492973
12.15,-1.520941408,-2.6817101532,-7.0815236229
12.16,-1.578658368,-2.7476735067,-7.0989824137
12.17,-1.66981136,-2.7896501862,-7.1219962743
12.18,-1.764148736,-2.8092393033,-7.1108861347
12.19,-1.852117344,-2.8308273099,-7.0620808786
12.20,-1.947250816,-2.8260299751,-7.0239889714
12.21,-2.050743296,-2.8156357497,-7.0089109248
12.22,-2.154235776,-2.7892504083,-6.9942296689
12.23,-2.224292224,-2.7752581818,-6.9672479013
12.24,-2.248573152,-2.7652637343,-6.9454244128
12.25,-2.22309808,-2.7088950504,-6.9422500872
12.26,-2.138313856,-2.6453303643,-6.931933529
12.27,-1.99024,-2.5753692318,-6.9188394359
12.28,-1.799973056,-2.5046085435,-6.9418532965
12.29,-1.603735392,-2.4342476331,-6.987484227
12.30,-1.416254784,-2.3926707315,-7.0235921807
12.31,-1.25186096,-2.3718822807,-7.0537482739
12.32,-1.13642704,-2.3774791713,-7.0731910182
12.33,-1.081496416,-2.4034647348,-7.0684295298
12.34,-1.067166688,-2.4514380828,-7.031131204
12.35,-1.067962784,-2.4994114308,-6.9731997618
12.36,-1.069953024,-2.526596328,-6.908126087
12.37,-1.080302272,-2.5034092098,-6.8434492029
12.38,-1.111748064,-2.4526374165,-6.7859145514
12.39,-1.166678688,-2.3858745072,-6.7379028767
12.40,-1.225191744,-2.3251082664,-6.7164761789
12.41,-1.284898944,-2.2439533527,-6.7113178998
12.42,-1.350576864,-2.1392115429,-6.7287766906
12.43,-1.397546528,-2.0296723983,-6.7799626909
12.44,-1.41904112,-1.9297279233,-6.8462267378
12.45,-1.433768896,-1.8577679013,-6.9224105522
12.46,-1.46083616,-1.8121932207,-6.9898649712
12.47,-1.485117088,-1.7998001058,-7.0545418553
12.48,-1.49068976,-1.8133925544,-7.1140604603
12.49,-1.478350272,-1.8493725654,-7.1648496699
12.50,-1.441729856,-1.8957468018,-7.1807212979
12.51,-1.382022656,-1.9325263686,-7.1684207862
12.52,-1.318733024,-1.970905047,-7.1465972977
12.53,-1.26977312,-2.0080843917,-7.1208059022
12.54,-1.23792928,-2.0504608491,-7.0934273439
12.55,-1.208473728,-2.1092282004,-7.0664455763
12.56,-1.151552864,-2.178789555,-7.0450188785
12.57,-1.078312032,-2.2447529085,-7.0426381343
12.58,-1.016216544,-2.3011215924,-7.0680327391
12.59,-0.974023456,-2.3782787271,-7.0922369718
12.60,-0.97123712,-2.4590338629,-7.1136636696
12.61,-1.016614592,-2.5229983269,-7.114457251
12.62,-1.09662224,-2.5657745622,-7.0735878089
12.63,-1.190959616,-2.5977567942,-7.0097045062
12.64,-1.296840384,-2.5989561279,-6.9414565058
12.65,-1.417846976,-2.5817656782,-6.8732085054
12.66,-1.545620384,-2.5389894429,-6.8335294354
12.67,-1.687325472,-2.4722265336,-6.8251968307
12.68,-1.847738816,-2.3898722862,-6.8319422726
12.69,-1.981880992,-2.3091171504,-6.8589240402
12.70,-2.053529632,-2.2287617925,-6.880350738
12.71,-2.059500352,-2.1536035473,-6.9045549707
12.72,-2.001783392,-2.0832426369,-6.951773064
12.73,-1.895902624,-2.0180788392,-7.0077205527
12.74,-1.77529408,-1.9561132647,-7.0573193902
12.75,-1.667423072,-1.9125374736,-7.1085053905
12.76,-1.585425184,-1.890949467,-7.1434229721
12.77,-1.506213632,-1.8801554637,-7.1469940884
12.78,-1.406303584,-1.9025430261,-7.1275513441
12.79,-1.288481376,-1.9685063796,-7.0926337625
12.80,-1.17822208,-2.0448639585,-7.070810274
12.81,-1.09662224,-2.1092282004,-7.0763653438
12.82,-1.060399872,-2.1723931086,-7.0886658555
12.83,-1.087467136,-2.2315602378,-7.1077118091
12.84,-1.175435744,-2.3047195935,-7.1041406928
12.85,-1.287287232,-2.3986674,-7.0569225995
12.86,-1.374857792,-2.4910160949,-6.967644692
12.87,-1.418643072,-2.538589665,-6.8736052961
12.88,-1.4329728,-2.5257967722,-6.8307519005
12.89,-1.439341568,-2.4618323082,-6.8359101796
12.90,-1.450486912,-2.3994669558,-6.8620983658
12.91,-1.478350272,-2.3490949404,-6.8918576683
12.92,-1.528902368,-2.3095169283,-6.9053485521
12.93,-1.563930592,-2.286729588,-6.8950319939
12.94,-1.563930592,-2.2755358068,-6.8700341798
12.95,-1.554775488,-2.2723375836,-6.8632887379
12.96,-1.55437744,-2.2555469118,-6.8847154357
12.97,-1.56034816,-2.2423542411,-6.9069357149
12.98,-1.576668128,-2.2451526864,-6.9450276221
12.99,-1.607715872,-2.2615435803,-7.0041494364
13.00,-1.645132384,-2.2831315869,-7.0378766459
13.01,-1.659462112,-2.3035202598,-7.0442252971
13.02,-1.62801632,-2.3223098211,-7.0454156692
13.03,-1.567513024,-2.3171127084,-7.0497803669
13.04,-1.486311232,-2.2835313648,-7.0577161809
13.05,-1.3832168,-2.2439533527,-7.06287446
13.06,-1.297238432,-2.2087728975,-7.0735878089
13.07,-1.272957504,-2.1528039915,-7.1057278556
13.08,-1.296044288,-2.0972348634,-7.1430261814
13.09,-1.342615904,-2.0732481894,-7.1624689257
13.10,-1.432176704,-2.0680510767,-7.1763566002
13.11,-1.56631888,-2.0616546303,-7.1827052514
13.12,-1.709218112,-2.0512604049,-7.1878635305
13.13,-1.83699152,-2.0648528535,-7.2049255306
13.14,-1.981084896,-2.0992337529,-7.225558647
13.15,-2.125974368,-2.1408106545,-7.2636505542
13.16,-2.228670752,-2.19877845,-7.3072975312
13.17,-2.282009184,-2.2863298101,-7.324756322
13.18,-2.287979904,-2.3922709536,-7.316820508
13.19,-2.23503952,-2.4842198706,-7.3029328335
13.20,-2.14746896,-2.5529816694,-7.2636505542
13.21,-2.06785936,-2.582565234,-7.2172260423
13.22,-1.99422048,-2.6061521301,-7.1906410654
13.23,-1.91859136,-2.6069516859,-7.2073062748
13.24,-1.860078304,-2.6121487986,-7.2140517167
13.25,-1.818283264,-2.6301388041,-7.1811180886
13.26,-1.753799488,-2.63853414,-7.1386614837
13.27,-1.684539136,-2.5989561279,-7.0958080881
13.28,-1.639559712,-2.5457856672,-7.0529546925
13.29,-1.6021432,-2.4914158728,-7.0164499481
13.30,-1.57029936,-2.4270516309,-6.9791516223
13.31,-1.553979392,-2.3618878332,-6.939869343
13.32,-1.54641648,-2.3171127084,-6.8974127381
13.33,-1.540047712,-2.2779344742,-6.8593208309
13.34,-1.530892608,-2.2475513538,-6.8259904121
13.35,-1.525717984,-2.23875624,-6.7799626909
13.36,-1.524125792,-2.246751798,-6.7172697603
13.37,-1.523329696,-2.2459522422,-6.6728292019
13.38,-1.53049456,-2.2371571284,-6.6644965972
13.39,-1.542834048,-2.2171682334,-6.677987481
13.40,-1.524125792,-2.1859855572,-6.6958430625
13.41,-1.464418592,-2.1540033252,-6.7299670627
13.42,-1.401925056,-2.1320155407,-6.7827402258
13.43,-1.362518304,-2.1360133197,-6.8386877145
13.44,-1.316344736,-2.1635979948,-6.8890801334
13.45,-1.26579264,-2.1979788942,-6.9362982267
13.46,-1.224395648,-2.2279622367,-6.9886745991
13.47,-1.174639648,-2.2591449129,-7.0374798552
13.48,-1.13244656,-2.2943253681,-7.0755717624
13.49,-1.118116832,-2.3115158178,-7.1073150184
13.50,-1.150756768,-2.3151138189,-7.1168379952
13.51,-1.227580032,-2.2999222587,-7.1085053905
13.52,-1.33744128,-2.262742914,-7.1100925533
13.53,-1.451283008,-2.2199666787,-7.1160444138
13.54,-1.53845552,-2.1895835583,-7.1001727858
13.55,-1.576668128,-2.1919822257,-7.0831107857
13.56,-1.594978336,-2.222765124,-7.0902530183
13.57,-1.622443648,-2.2715380278,-7.1442165535
13.58,-1.629608512,-2.342698494,-7.2204003679
13.59,-1.597764672,-2.4446418585,-7.2648409263
13.60,-1.5623384,-2.5541810031,-7.2703959961
13.61,-1.54641648,-2.6597223687,-7.2545243681
13.62,-1.534873088,-2.7380788371,-7.2311137168
13.63,-1.534873088,-2.8000444116,-7.2041319492
13.64,-1.56034816,-2.8116379707,-7.1981800887
13.65,-1.596968576,-2.7880510746,-7.2061159027
13.66,-1.63398704,-2.7532703973,-7.1946089724
13.67,-1.659064064,-2.7156912747,-7.1771501816
13.68,-1.668219168,-2.6917046007,-7.1644528792
13.69,-1.657471872,-2.6329372494,-7.1573106466
13.70,-1.633190944,-2.5533814473,-7.1493748326
13.71,-1.618463168,-2.4510383049,-7.1370743209
13.72,-1.638763616,-2.3399000487,-7.1275513441
13.73,-1.706033728,-2.2315602378,-7.1085053905
13.74,-1.788429664,-2.170793997,-7.0481932041
13.75,-1.857690016,-2.154802881,-6.9620896222
13.76,-1.895504576,-2.1631982169,-6.868447017
13.77,-1.881970944,-2.1691948854,-6.7847241793
13.78,-1.815894976,-2.1444086556,-6.7283798999
13.79,-1.72553808,-2.090838417,-6.6986205974
13.80,-1.642346048,-2.0048861685,-6.6922719462
13.81,-1.585823232,-1.910938362,-6.6875104578
13.82,-1.557959872,-1.8485730096,-6.670051667
13.83,-1.536067232,-1.8233870019,-6.6510057134
13.84,-1.503029248,-1.8157912218,-6.6172785039
13.85,-1.448496672,-1.8165907776,-6.5910903177
13.86,-1.383614848,-1.8105941091,-6.614500969
13.87,-1.343810048,-1.7890061025,-6.6823521787
13.88,-1.329878368,-1.7818101003,-6.7656782257
13.89,-1.33147056,-1.8097945533,-6.8204353423
13.90,-1.350178816,-1.8617656803,-6.8378941331
13.91,-1.369683168,-1.9285285896,-6.8652726914
13.92,-1.372469504,-2.0084841696,-6.9057453428
13.93,-1.356149536,-2.0996335308,-6.9228073429
13.94,-1.317140832,-2.1939811152,-6.9176490638
13.95,-1.259423872,-2.2651415814,-6.8950319939
13.96,-1.21205616,-2.3159133747,-6.8497978541
13.97,-1.177027936,-2.3606884995,-6.8105155748
13.98,-1.141601664,-2.3990671779,-6.7859145514
13.99,-1.128068032,-2.4090616254,-6.7779787374
14.00,-1.145980192,-2.3966685105,-6.8033733422
14.01,-1.181406464,-2.3846751735,-6.8236096679
14.02,-1.219221024,-2.3830760619,-6.8176578074
14.03,-1.229172224,-2.386674063,-6.7942471561
14.04,-1.207279584,-2.3898722862,-6.7609167373
14.05,-1.167872832,-2.3742809481,-6.7597263652
14.06,-1.109757824,-2.3259078222,-6.789088877
14.07,-1.044876,-2.2683398046,-6.8224192958
14.08,-1.010245824,-2.1967795605,-6.8799539473
14.09,-1.033332608,-2.1232204269,-6.9561377617
14.10,-1.107767584,-2.0596557408,-7.0331151575
14.11,-1.223201504,-1.9940921652,-7.1267577627
14.12,-1.368887072,-1.942920594,-7.2152420888
14.13,-1.511388256,-1.9141365852,-7.3013456707
14.14,-1.651501152,-1.8861521322,-7.4092727411
14.15,-1.800371104,-1.8645641256,-7.5168030208
14.16,-1.932124992,-1.8577679013,-7.6152071144
14.17,-2.028452608,-1.8613659024,-7.6902005567
14.18,-2.090548096,-1.8705607941,-7.7092465103
14.19,-2.098111008,-1.9133370294,-7.6715513938
14.20,-2.041190144,-1.9988895,-7.5850510212
14.21,-1.939289856,-2.1112270899,-7.4814886485
14.22,-1.80713792,-2.2355580168,-7.3981626015
14.23,-1.656277728,-2.3742809481,-7.3358664616
14.24,-1.52054336,-2.5122043236,-7.3092814847
14.25,-1.440137664,-2.6565241455,-7.3037264149
14.26,-1.421827456,-2.790449742,-7.2473821355
14.27,-1.453671296,-2.91837867,-7.1446133442
14.28,-1.529300416,-2.9919378036,-7.0347023203
14.29,-1.64393824,-2.9859411351,-6.9394725523
14.30,-1.764944832,-2.9519600136,-6.8704309705
14.31,-1.847738816,-2.8636090977,-6.8307519005
14.32,-1.888339712,-2.7516712857,-6.8176578074
14.33,-1.916999168,-2.6761132626,-6.8323390633
14.34,-1.925358176,-2.6157467997,-6.8632887379
14.35,-1.906251872,-2.5765685655,-6.8942384125
14.36,-1.885155328,-2.5341921081,-6.9366950174
14.37,-1.871621696,-2.5030094319,-6.9799452037
14.38,-1.862466592,-2.4714269778,-7.007323762
14.39,-1.844554432,-2.4446418585,-6.9922457154
14.40,-1.805545728,-2.3994669558,-6.9418532965
14.41,-1.74345024,-2.3391004929,-6.916061901
14.42,-1.692500096,-2.2735369173,-6.920029808
14.43,-1.65587968,-2.2075735638,-6.9331239011
14.44,-1.609706112,-2.1288173175,-6.9529634361
14.45,-1.566716928,-2.0496612933,-6.9981975759
14.46,-1.549202816,-1.982898384,-7.0414477622
14.47,-1.539251616,-1.9477179288,-7.0942209253
14.48,-1.533678944,-1.954913931,-7.1600881815
14.49,-1.546814528,-2.0004886116,-7.2112741818
14.50,-1.569105216,-2.0872404159,-7.2378591587
14.51,-1.59020176,-2.1927817815,-7.2442078099
14.52,-1.604929536,-2.2783342521,-7.2342880424
14.53,-1.606521728,-2.338700715,-7.2009576236
14.54,-1.586619328,-2.3734813923,-7.1517555768
14.55,-1.551193056,-2.3686840575,-7.0989824137
14.56,-1.505815584,-2.3375013813,-7.0561290181
14.57,-1.438147424,-2.3007218145,-7.0275600877
14.58,-1.376449984,-2.2583453571,-7.0184339016
14.59,-1.345004192,-2.2247640135,-7.0168467388
14.60,-1.331072512,-2.2195669008,-7.0081173434
14.61,-1.330674464,-2.2335591273,-6.9942296689
14.62,-1.352169056,-2.2647418035,-6.9799452037
14.63,-1.377644128,-2.2919267007,-6.9720093897
14.64,-1.383614848,-2.302720704,-6.9763740874
14.65,-1.369683168,-2.3151138189,-6.9735965525
14.66,-1.33943152,-2.3395002708,-6.9593120873
14.67,-1.306393536,-2.3730816144,-6.951773064
14.68,-1.274549696,-2.3978678442,-6.9747869246
14.69,-1.235142944,-2.4194558508,-7.0057365992
14.70,-1.202901056,-2.4262520751,-7.0335119482
14.71,-1.200512768,-2.4210549624,-7.0608905065
14.72,-1.240317568,-2.3874736188,-7.0870786927
14.73,-1.302413056,-2.3355024918,-7.1081085998
14.74,-1.36530464,-2.2687395825,-7.1124732975
14.75,-1.414662592,-2.2143697881,-7.0914433904
14.76,-1.465214688,-2.1783897771,-7.0525579018
14.77,-1.522135552,-2.1647973285,-7.0104980876
14.78,-1.57826032,-2.1755913318,-6.9581217152
14.79,-1.63000656,-2.2003775616,-6.9180458545
14.80,-1.682946944,-2.2399555737,-6.9085228777
14.81,-1.744246336,-2.274736251,-6.8930480404
14.82,-1.784051136,-2.302720704,-6.8537657611
14.83,-1.77728432,-2.3087173725,-6.8255936214
14.84,-1.747032672,-2.3071182609,-6.8279743656
14.85,-1.710810304,-2.326707378,-6.8533689704
14.86,-1.655083584,-2.3758800597,-6.8894769241
14.87,-1.597366624,-2.462631864,-6.9053485521
14.88,-1.588609568,-2.5529816694,-6.9132843661
14.89,-1.631598752,-2.6309383599,-6.9315367383
14.90,-1.7116064,-2.6805108195,-6.9374885988
14.91,-1.798380864,-2.698500825,-6.923997715
14.92,-1.859680256,-2.7028983819,-6.8966191567
14.93,-1.885951424,-2.6593225908,-6.8767796217
14.94,-1.890329952,-2.5997556837,-6.8589240402
14.95,-1.842564192,-2.5381898871,-6.8386877145
14.96,-1.743052192,-2.4894169833,-6.8271807842
14.97,-1.641549952,-2.4454414143,-6.8267839935
14.98,-1.559950112,-2.4498389712,-6.8283711563
14.99,-1.483922944,-2.4770238684,-6.8482106913
15.00,-1.429788416,-2.4958134297,-6.8609079937
15.01,-1.413468448,-2.4766240905,-6.856543296
15.02,-1.424613792,-2.4130594044,-6.8458299471
15.03,-1.463622496,-2.3015213703,-6.8390845052
15.04,-1.513378496,-2.1727928865,-6.8426556215
15.05,-1.546018432,-2.0592559629,-6.8470203192
15.06,-1.567513024,-1.9621099332,-6.8537657611
15.07,-1.598560768,-1.8897501333,-6.8783667845
15.08,-1.629608512,-1.8701610162,-6.9362982267
15.09,-1.651103104,-1.894947246,-6.9886745991
15.10,-1.67976256,-1.9533148194,-7.0327183668
15.11,-1.720761504,-2.0232759519,-7.0811268322
15.12,-1.784847232,-2.0716490778,-7.1160444138
15.13,-1.85689392,-2.1064297551,-7.1370743209
15.14,-1.911028448,-2.1380122092,-7.1402486465
15.15,-1.92655232,-2.1767906655,-7.1283449255
15.16,-1.906251872,-2.2119711207,-7.1081085998
15.17,-1.850525152,-2.2515491328,-7.0922369718
15.18,-1.773701888,-2.2831315869,-7.0969984602
15.19,-1.700461056,-2.2911271449,-7.1315192511
15.20,-1.629608512,-2.3035202598,-7.1803245072
15.21,-1.575473984,-2.3135147073,-7.2005608329
15.22,-1.55039696,-2.3251082664,-7.1854827863
15.23,-1.521339456,-2.3383009371,-7.1442165535
15.24,-1.464418592,-2.3470960509,-7.0890626462
15.25,-1.398342624,-2.3319044907,-7.0259729249
15.26,-1.329082272,-2.2967240355,-6.9997847387
15.27,-1.253453152,-2.2355580168,-7.0132756225
15.28,-1.18021232,-2.1560022147,-7.0307344133
15.29,-1.106175392,-2.0916379728,-7.0394638087
15.30,-1.052438912,-2.0476624038,-7.0418445529
15.31,-1.056419392,-2.0064852801,-7.031131204
15.32,-1.112942208,-1.9864963851,-7.0160531574
15.33,-1.184988896,-1.9900943862,-7.0124820411
15.34,-1.266588736,-1.9928928315,-7.015259576
15.35,-1.33943152,-2.0004886116,-7.0259729249
15.36,-1.376449984,-2.0248750635,-7.0279568784
15.37,-1.386799232,-2.0568572955,-7.0224018086
15.38,-1.387993376,-2.0860410822,-7.0291472505
15.39,-1.370877312,-2.1256190943,-7.0585097623
15.40,-1.352567104,-2.1711937749,-7.0969984602
15.41,-1.360926112,-2.2203664566,-7.1204091115
15.42,-1.376051936,-2.274736251,-7.134296786
15.43,-1.386401184,-2.3075180388,-7.1426293907
15.44,-1.395556288,-2.306718483,-7.1283449255
15.45,-1.384012896,-2.2855302543,-7.1132668789
15.46,-1.342615904,-2.2579455792,-7.1100925533
15.47,-1.307189632,-2.2275624588,-7.1188219487
15.48,-1.296044288,-2.2155691218,-7.1279481348
15.49,-1.30161696,-2.2143697881,-7.1350903674
15.50,-1.319131072,-2.2235646798,-7.1323128325
15.51,-1.3334608,-2.2479511317,-7.0914433904
15.52,-1.328684224,-2.2719378057,-7.0315279947
15.53,-1.298034528,-2.2795335858,-6.991452134
15.54,-1.250666816,-2.2739366952,-6.9743901339
15.55,-1.22001712,-2.258745135,-6.9791516223
15.56,-1.228774176,-2.2399555737,-7.0017686922
15.57,-1.270967264,-2.2439533527,-7.0041494364
15.58,-1.335849088,-2.2663409151,-6.971612599
15.59,-1.417448928,-2.2891282554,-6.9025710172
15.60,-1.49865072,-2.3011215924,-6.8315454819
15.61,-1.568707168,-2.2871293659,-6.7942471561
15.62,-1.636773376,-2.254747356,-6.7958343189
15.63,-1.690509856,-2.2143697881,-6.8176578074
15.64,-1.726732224,-2.1751915539,-6.8513850169
15.65,-1.767731168,-2.1464075451,-6.8910640869
15.66,-1.819875456,-2.150805102,-6.9275688313
15.67,-1.849331008,-2.1951804489,-6.9612960408
15.68,-1.851719296,-2.2571460234,-7.0089109248
15.69,-1.83898176,-2.334702936,-7.058906553
15.70,-1.821467648,-2.4210549624,-7.0930305532
15.71,-1.800769152,-2.5190005479,-7.1156476231
15.72,-1.784847232,-2.5953581268,-7.1156476231
15.73,-1.76534288,-2.6501276991,-7.1192187394
15.74,-1.74146,-2.6609217024,-7.1362807395
15.75,-1.71956736,-2.6397334737,-7.1604849722
15.76,-1.696480576,-2.5969572384,-7.2033383678
15.77,-1.678966464,-2.5501832241,-7.253333996
15.78,-1.672199648,-2.510605212,-7.2819029264
15.79,-1.663044544,-2.4818212032,-7.2767446473
15.80,-1.643540192,-2.4606329745,-7.2442078099
15.81,-1.622443648,-2.426651853,-7.1846892049
15.82,-1.596570528,-2.3846751735,-7.1021567393
15.83,-1.564726688,-2.3319044907,-7.0184339016
15.84,-1.553979392,-2.2619433582,-6.9628832036
15.85,-1.585823232,-2.1903831141,-6.9422500872
15.86,-1.659462112,-2.1400110987,-6.9362982267
15.87,-1.754993632,-2.1248195385,-6.9267752499
15.88,-1.841768096,-2.1436090998,-6.8942384125
15.89,-1.903863584,-2.1883842246,-6.8585272495
15.90,-1.949241056,-2.2491504654,-6.8331326447
15.91,-1.969143456,-2.3103164841,-6.8117059469
15.92,-1.950037152,-2.3438978277,-6.8216257144
15.93,-1.909038208,-2.3155135968,-6.8910640869
15.94,-1.870029504,-2.2431537969,-7.0120852504
15.95,-1.816293024,-2.1607995495,-7.1354871581
15.96,-1.735887328,-2.1012326424,-7.2342880424
15.97,-1.649510912,-2.0740477452,-7.3065039498
15.98,-1.572687648,-2.0876401938,-7.3426119035
15.99,-1.498252672,-2.1452082114,-7.3382472058
16.00,-1.41506064,-2.2263631251,-7.3148365545
16.01,-1.325897888,-2.3059189272,-7.2922194846
16.02,-1.234346848,-2.3638867227,-7.2656345077
16.03,-1.146776288,-2.3974680663,-7.2323040889
16.04,-1.090253472,-2.4214547403,-7.205719112
16.05,-1.083884704,-2.4454414143,-7.1807212979
