2022.05.23 11:02:00,,,
GOSHO,,,
T1,,,
,N14W,N76E,
TIME(s),STREAM(gal),DAMAXIS(gal),U-D(gal)
10.68,-2.0600221996,-3.2641205534,-7.930121967
10.69,-2.1892442964,-3.2435367226,-7.880953806
10.70,-2.33868212,-3.1528886985,-7.84349235
10.71,-2.4663186696,-3.0206771699,-7.7993970945
10.72,-2.528947784,-2.8872781126,-7.742814687
10.73,-2.532911652,-2.7625875991,-7.6955976435
10.74,-2.4786066604,-2.6240425841,-7.6760864685
10.75,-2.3874376964,-2.4482883365,-7.675696245
10.76,-2.2716927508,-2.2654089167,-7.695987867
10.77,-2.1611008336,-2.1276555875,-7.75764318
10.78,-2.0655716148,-2.042549364,-7.8509065965
10.79,-1.9866906416,-1.9918814728,-7.9500233655
10.80,-1.9161337912,-1.9736726994,-8.037823653
10.81,-1.8646035072,-1.9895064154,-8.1225021525
10.82,-1.8535046768,-2.0528412794,-8.2021077465
10.83,-1.8915578096,-2.1763442642,-8.265714177
10.84,-1.9716279432,-2.3520985118,-8.29615161
10.85,-2.0715174168,-2.5555617624,-8.296932057
10.86,-2.1678394092,-2.782775587,-8.2614217185
10.87,-2.2431529012,-3.0183021125,-8.1966446175
10.88,-2.3355110256,-3.2257237921,-8.120551035
10.89,-2.4564089996,-3.3603103781,-8.0569446045
10.90,-2.5856310964,-3.3820817376,-8.0046546555
10.91,-2.7069254572,-3.2862877558,-7.964461635
10.92,-2.8087968648,-3.0982623783,-7.9359753195
10.93,-2.8674621112,-2.8445270794,-7.924658838
10.94,-2.8753898472,-2.5713954784,-7.92153705
10.95,-2.8531921864,-2.3410149106,-7.910610792
10.96,-2.7889775248,-2.1882195512,-7.9102205685
10.97,-2.6708542584,-2.0872796117,-7.9227077205
10.98,-2.5277586236,-2.0089027175,-7.9383166605
10.99,-2.4088425836,-1.9641724698,-7.945730907
11.00,-2.3081603364,-1.9582348263,-7.942609119
11.01,-2.2043069948,-1.9641724698,-7.9492429185
11.02,-2.102831974,-1.9689225846,-7.9679736465
11.03,-2.0263293216,-1.9875272009,-8.0015328675
11.04,-1.9866906416,-2.0564038655,-8.037823653
11.05,-1.9605291128,-2.1854486509,-8.061237063
11.06,-1.946259188,-2.3580361553,-8.065139298
11.07,-1.956168858,-2.5428947896,-8.062797957
11.08,-1.9922400568,-2.7040028499,-8.0670904155
11.09,-2.0338606708,-2.8227557199,-8.0858211435
11.10,-2.0588330392,-2.9126120582,-8.097137625
11.11,-2.0540763976,-2.9890097379,-8.0803580145
11.12,-2.0207799064,-3.0499695445,-8.0553837105
11.13,-1.9946183776,-3.0650115747,-8.0428965585
11.14,-1.9783665188,-3.0274064992,-8.040164994
11.15,-1.966078528,-2.9771344509,-8.0249462775
11.16,-1.946259188,-2.9244873452,-7.9991915265
11.17,-1.9141518572,-2.8465062939,-7.973826999
11.18,-1.8840264604,-2.7408162396,-7.9601691765
11.19,-1.8832336868,-2.6101880826,-7.974607446
11.20,-1.8998819324,-2.477976554,-7.998801303
11.21,-1.92247598,-2.3726823426,-8.0241658305
11.22,-1.9399169992,-2.319639394,-8.049530358
11.23,-1.9537905372,-2.3160768079,-8.060456616
11.24,-1.9656821412,-2.3346814242,-8.063578404
11.25,-1.9807448396,-2.3568486266,-8.0858211435
11.26,-2.0069063684,-2.3904952731,-8.1240630465
11.27,-2.049319756,-2.4300795631,-8.158792938
11.28,-2.0976789456,-2.4451215933,-8.1786943365
11.29,-2.1349393048,-2.4312670918,-8.1950837235
11.30,-2.1714068904,-2.4300795631,-8.200937076
11.31,-2.2043069948,-2.4601636235,-8.192352159
11.32,-2.233639618,-2.5195400585,-8.1693289725
11.33,-2.2578192128,-2.6050421249,-8.1357697515
11.34,-2.2808096472,-2.6929192487,-8.10884433
11.35,-2.2994398268,-2.7483372547,-8.0936256135
11.36,-2.3271869028,-2.7606083846,-8.091674496
11.37,-2.3929871116,-2.7475455689,-8.0912842725
11.38,-2.4861380096,-2.7372536535,-8.067480639
11.39,-2.578496134,-2.7293367955,-8.0218244895
11.40,-2.6312155784,-2.6964818348,-7.9828021395
11.41,-2.6363686068,-2.6327511279,-7.959778953
11.42,-2.6363686068,-2.5709996355,-7.945730907
11.43,-2.6415216352,-2.525477702,-7.9211468265
11.44,-2.6252697764,-2.4799557685,-7.89812364
11.45,-2.5852347096,-2.4213710193,-7.877832018
11.46,-2.5384610672,-2.3493276115,-7.8415412325
11.47,-2.4690933772,-2.2408666569,-7.8134451405
11.48,-2.3826810548,-2.0963839984,-7.810713576
11.49,-2.2962687324,-1.9598181979,-7.837248774
11.50,-2.1991539664,-1.8913373762,-7.8649546425
11.51,-2.0834090208,-1.90004592,-7.8672959835
11.52,-1.9716279432,-1.9352759381,-7.863783972
11.53,-1.8935397436,-1.971297642,-7.881734253
11.54,-1.8542974504,-2.0235489048,-7.923097944
11.55,-1.8546938372,-2.082133654,-7.973046552
11.56,-1.926439848,-2.1244888443,-8.016751584
11.57,-2.0556619448,-2.1541770618,-8.044847676
11.58,-2.1963792588,-2.1949488805,-8.040945441
11.59,-2.3263941292,-2.2475959862,-8.015971137
11.60,-2.4445173956,-2.3113266931,-7.990996833
11.61,-2.538857454,-2.379015829,-7.981631469
11.62,-2.6086215308,-2.442350693,-7.9867043745
11.63,-2.6268553236,-2.481934983,-8.0272876185
11.64,-2.5979190872,-2.509643986,-8.0811384615
11.65,-2.5515418316,-2.5579368198,-8.112746565
11.66,-2.4679042168,-2.6188966264,-8.127575058
11.67,-2.3252049688,-2.6612518167,-8.157232044
11.68,-2.16030806,-2.6913358771,-8.2028881935
11.69,-2.0132485572,-2.7309201671,-8.2200580275
11.70,-1.904638574,-2.7689210855,-8.182206348
11.71,-1.8487480352,-2.7910882879,-8.111966118
11.72,-1.8475588748,-2.8255266202,-8.0280680655
11.73,-1.8725312432,-2.8837155265,-7.937926437
11.74,-1.8955216776,-2.9137995869,-7.8782222415
11.75,-1.9058277344,-2.8769861972,-7.8875876055
11.76,-1.9113771496,-2.7958384027,-7.9367557665
11.77,-1.9268362348,-2.7174615085,-7.974607446
11.78,-1.9387278388,-2.6628351883,-7.9890457155
11.79,-1.9613218864,-2.6113756113,-8.01519069
11.80,-1.9914472832,-2.5523950192,-8.0569446045
11.81,-2.0128521704,-2.4752056537,-8.111966118
11.82,-2.0306895764,-2.3762449287,-8.1732312075
11.83,-2.0608149732,-2.2943054484,-8.207180652
11.84,-2.086976502,-2.2717424031,-8.2044490875
11.85,-2.1103633232,-2.2863885904,-8.204058864
11.86,-2.1456417484,-2.2848052188,-8.2309842855
11.87,-2.1832984944,-2.2772842037,-8.267275071
11.88,-2.2221444008,-2.3212227656,-8.261031495
11.89,-2.2403781936,-2.41464169,-8.1958641705
11.90,-2.221748014,-2.5147899437,-8.106502989
11.91,-2.1714068904,-2.5884167231,-8.027677842
11.92,-2.1182910592,-2.6319594421,-7.9640714115
11.93,-2.065175228,-2.6450222578,-7.9164641445
11.94,-2.0318787368,-2.6256259557,-7.9031965455
11.95,-2.0199871328,-2.5757497503,-7.911391239
11.96,-2.023554614,-2.5021229709,-7.919976156
11.97,-2.0540763976,-2.4182042761,-7.9414384485
11.98,-2.1262187952,-2.3319105239,-7.9710954345
11.99,-2.2245227216,-2.2373040708,-8.0085568905
12.00,-2.3537448184,-2.141510089,-8.0546032635
12.01,-2.5178489536,-2.0560080226,-8.0764557795
12.02,-2.6625301356,-1.9938606873,-8.071382874
12.03,-2.7406183352,-1.9736726994,-8.072163321
12.04,-2.7501316184,-2.0085068746,-8.094796284
12.05,-2.7307086652,-2.0785710679,-8.137720869
12.06,-2.7283303444,-2.1545729047,-8.187669477
12.07,-2.74497859,-2.2301788986,-8.2247407095
12.08,-2.741014722,-2.2994514061,-8.243861661
12.09,-2.707321844,-2.3497234544,-8.2411300965
12.10,-2.663719296,-2.3722864997,-8.22591138
12.11,-2.6046576628,-2.3691197565,-8.2083513225
12.12,-2.5174525668,-2.3825784151,-8.1763529955
12.13,-2.4191486404,-2.4573927232,-8.1349893045
12.14,-2.3414568276,-2.5923751521,-8.095576731
12.15,-2.2946831852,-2.7526915266,-8.0577250515
12.16,-2.263368628,-2.9035076715,-8.0124591255
12.17,-2.2542517316,-3.0167187409,-7.9843630335
12.18,-2.2681252696,-3.0867829342,-7.9820216925
12.19,-2.3081603364,-3.1323048677,-7.9679736465
12.20,-2.372374998,-3.1580346562,-7.9344144255
12.21,-2.4671114432,-3.1560554417,-7.9070987805
12.22,-2.5709647848,-3.1410134115,-7.8719786655
12.23,-2.6490529844,-3.1196378949,-7.8181278225
12.24,-2.6863133436,-3.0614489886,-7.7713010025
12.25,-2.6966194004,-2.941112747,-7.7705205555
12.26,-2.677592834,-2.7930675024,-7.8142255875
12.27,-2.6276480972,-2.6699603605,-7.8649546425
12.28,-2.5495598976,-2.5757497503,-7.899684534
12.29,-2.443724622,-2.4993520706,-7.943389566
12.30,-2.3196555536,-2.466101267,-7.9999719735
12.31,-2.2043069948,-2.4886643123,-8.0358725355
12.32,-2.104813908,-2.5389363606,-8.0530423695
12.33,-2.019590746,-2.5903959376,-8.0780166735
12.34,-1.9486375088,-2.6466056294,-8.101820307
12.35,-1.8915578096,-2.7099404934,-8.0959669545
12.36,-1.8320997896,-2.7685252426,-8.0507010285
12.37,-1.7849297604,-2.8092970613,-7.9851434805
12.38,-1.7888936284,-2.834235164,-7.9008552045
12.39,-1.8416130728,-2.8354226927,-7.816957152
12.40,-1.9129626968,-2.7950467169,-7.7556920625
12.41,-1.987879802,-2.7000444209,-7.7197915005
12.42,-2.0560583316,-2.553186705,-7.711596807
12.43,-2.0877692756,-2.3734740284,-7.7299373115
12.44,-2.0873728888,-2.1799068503,-7.767008544
12.45,-2.0703282564,-2.0132569894,-7.838029221
12.46,-2.0600221996,-1.9127128928,-7.932463308
12.47,-2.0905439832,-1.880253775,-8.0288485125
12.48,-2.1488128428,-1.907962778,-8.109624777
12.49,-2.17021773,-1.999006645,-8.1576222675
12.50,-2.12066938,-2.1320098594,-8.1685485255
12.51,-2.0398064728,-2.264221388,-8.14786668
12.52,-1.9629074336,-2.3663488562,-8.1225021525
12.53,-1.9197012724,-2.4360172066,-8.125233717
12.54,-1.9149446308,-2.4664971099,-8.1552809265
12.55,-1.9446736408,-2.45422598,-8.195473947
12.56,-1.9656821412,-2.4407673214,-8.2130340045
12.57,-1.9557724712,-2.4720389105,-8.203278417
12.58,-1.9161337912,-2.5626869346,-8.182986795
12.59,-1.835270884,-2.6881691339,-8.1584027145
12.60,-1.7258681272,-2.8124638045,-8.127575058
12.61,-1.643023286,-2.8908406987,-8.088552708
12.62,-1.6109159552,-2.8868822697,-8.047969464
12.63,-1.6327172292,-2.8180056051,-8.0265071715
12.64,-1.7464802408,-2.7344827532,-8.0030937615
12.65,-1.9181157252,-2.6438347291,-7.9757781165
12.66,-2.0980753324,-2.5421031038,-7.954315824
12.67,-2.2601975336,-2.4427465359,-7.9312926375
12.68,-2.4068606496,-2.3663488562,-7.901245428
12.69,-2.5206236612,-2.3069724212,-7.873929783
12.70,-2.5915768984,-2.232553956,-7.868466654
12.71,-2.612189012,-2.1616980769,-7.877051571
12.72,-2.5808744548,-2.1347807597,-7.8899289465
12.73,-2.5218128216,-2.1403225603,-7.9094401215
12.74,-2.461562028,-2.1470518896,-7.940267778
12.75,-2.413995612,-2.1609063911,-7.954315824
12.76,-2.3477990164,-2.1763442642,-7.9578278355
12.77,-2.2467203824,-2.1842611222,-7.9687540935
12.78,-2.102831974,-2.1981156237,-7.994899068
12.79,-1.9153410176,-2.2380957566,-8.037043206
12.80,-1.7365705708,-2.3105350073,-8.070602427
12.81,-1.6406449652,-2.3956412308,-8.082309132
12.82,-1.6592751448,-2.4712472247,-8.084650473
12.83,-1.761939326,-2.5219151159,-8.1068932125
12.84,-1.886801168,-2.5630827775,-8.1357697515
12.85,-1.9922400568,-2.6212716838,-8.1349893045
12.86,-2.0913367568,-2.7059820644,-8.079187344
12.87,-2.1928117776,-2.7958384027,-7.9945088445
12.88,-2.2875482228,-2.8449229223,-7.9203663795
12.89,-2.3727713848,-2.8235474057,-7.8790026885
12.90,-2.453634292,-2.7416079254,-7.8829049235
12.91,-2.5055609628,-2.6418555146,-7.908269451
12.92,-2.5019934816,-2.5527908621,-7.919976156
12.93,-2.4766247264,-2.474018125,-7.9164641445
12.94,-2.4492740372,-2.3853493154,-7.9047574395
12.95,-2.4028967816,-2.280055104,-7.9172445915
12.96,-2.3537448184,-2.1953447234,-7.962900741
12.97,-2.3236194216,-2.1672398775,-8.00738622
12.98,-2.2958723456,-2.2095950678,-8.042506335
12.99,-2.265350562,-2.3148892792,-8.0756753325
13.00,-2.23958542,-2.4506633939,-8.104161648
13.01,-2.213820278,-2.5991044814,-8.115087906
13.02,-2.1904334568,-2.7289409526,-8.0897233785
13.03,-2.1654610884,-2.8057344752,-8.0522619225
13.04,-2.1250296348,-2.8377977501,-8.023775607
13.05,-2.0528872372,-2.8346310069,-8.019873372
13.06,-1.9656821412,-2.7728795145,-8.0327507475
13.07,-1.8844228472,-2.6386887714,-8.0655295215
13.08,-1.8281359216,-2.4704555389,-8.1029909775
13.09,-1.7845333736,-2.3160768079,-8.1084541065
13.10,-1.7655068072,-2.1973239379,-8.086991814
13.11,-1.7884972416,-2.1221137869,-8.0600663925
13.12,-1.8483516484,-2.0924255694,-8.034701865
13.13,-1.9466555748,-2.1046966993,-8.0187027015
13.14,-2.0897512096,-2.1260722159,-8.0386041
13.15,-2.245531222,-2.129634802,-8.1115758945
13.16,-2.3949690456,-2.1553645905,-8.2114731105
13.17,-2.5341008124,-2.2428458714,-8.2895178105
13.18,-2.6534132392,-2.3663488562,-8.330491278
13.19,-2.7239700896,-2.4918310555,-8.3347837365
13.20,-2.7640051564,-2.6208758409,-8.315662785
13.21,-2.798490808,-2.747149726,-8.2902982575
13.22,-2.820292082,-2.8275058347,-8.279762223
13.23,-2.830201752,-2.8346310069,-8.293810269
13.24,-2.812364346,-2.8116721187,-8.308638762
13.25,-2.7485460712,-2.7902966021,-8.31956502
13.26,-2.667683164,-2.7582333272,-8.317223679
13.27,-2.598315474,-2.7249825236,-8.2910787045
13.28,-2.5321188784,-2.7127113937,-8.258690154
13.29,-2.49723684,-2.7016277925,-8.209521993
13.30,-2.4809849812,-2.6671894602,-8.149427574
13.31,-2.451652358,-2.6386887714,-8.090894049
13.32,-2.4056714892,-2.6414596717,-8.0241658305
13.33,-2.3553303656,-2.644230572,-7.958998506
13.34,-2.2804132604,-2.6438347291,-7.8883680525
13.35,-2.1813165604,-2.6525432729,-7.8189082695
13.36,-2.1214621536,-2.6505640584,-7.7689596615
13.37,-2.1143271912,-2.6145423545,-7.750619157
13.38,-2.1258224084,-2.5519991763,-7.761545415
13.39,-2.162289994,-2.4843100404,-7.770130332
13.40,-2.2062889288,-2.4098915752,-7.745156028
13.41,-2.2340360048,-2.3283479378,-7.7190110535
13.42,-2.2312612972,-2.2594712732,-7.7299373115
13.43,-2.2126311176,-2.2099909107,-7.76544765
13.44,-2.1888479096,-2.1961364092,-7.7845686015
13.45,-2.1278043424,-2.2214703548,-7.787300166
13.46,-2.0338606708,-2.2784717324,-7.7923730715
13.47,-1.9355567444,-2.355265255,-7.806811341
13.48,-1.866981828,-2.4490800223,-7.84349235
13.49,-1.8602432524,-2.5436864754,-7.9016356515
13.50,-1.9407097728,-2.6030629104,-7.9625105175
13.51,-2.0600221996,-2.6074171823,-8.0249462775
13.52,-2.1777490792,-2.5638744633,-8.064358851
13.53,-2.267332496,-2.4803516114,-8.08543092
13.54,-2.310935044,-2.390891116,-8.103381201
13.55,-2.2859626756,-2.3497234544,-8.105722542
13.56,-2.2265046556,-2.3619945843,-8.0928451665
13.57,-2.1813165604,-2.3912869589,-8.0889429315
13.58,-2.1646683148,-2.4138500042,-8.1154781295
13.59,-2.1531730976,-2.4411631643,-8.174401878
13.60,-2.1377140124,-2.4827266688,-8.2356669675
13.61,-2.116705512,-2.5385405177,-8.2949809395
13.62,-2.1060030684,-2.6208758409,-8.346100218
13.63,-2.1044175212,-2.7317118529,-8.3605384875
13.64,-2.1095705496,-2.8358185356,-8.356246029
13.65,-2.1369212388,-2.8868822697,-8.3507829
13.66,-2.1785418528,-2.8730277682,-8.3371250775
13.67,-2.215802212,-2.8587774238,-8.299273398
13.68,-2.2479095428,-2.8916323845,-8.2411300965
13.69,-2.2764493924,-2.9589256775,-8.1958641705
13.70,-2.3121242044,-3.0234480702,-8.1654267375
13.71,-2.3454206956,-3.0214688557,-8.141623104
13.72,-2.3894196304,-2.9149871156,-8.1334284105
13.73,-2.4683006036,-2.751108155,-8.1084541065
13.74,-2.568586464,-2.6121672971,-8.059676169
13.75,-2.653809626,-2.529436131,-8.024556054
13.76,-2.6744217396,-2.4795599256,-8.019092925
13.77,-2.6117926252,-2.4514550797,-8.0233853835
13.78,-2.489309104,-2.4653095812,-7.9929479505
13.79,-2.33868212,-2.5044980283,-7.9453406835
13.80,-2.207874476,-2.513602415,-7.9149032505
13.81,-2.1416778804,-2.4811432972,-7.870807995
13.82,-2.1242368612,-2.4292878773,-7.8118842465
13.83,-2.1182910592,-2.3722864997,-7.751399604
13.84,-2.0806343132,-2.3125142218,-7.695987867
13.85,-2.0148341044,-2.2737216176,-7.638234789
13.86,-1.9466555748,-2.2507627294,-7.579701264
13.87,-1.8923505832,-2.2080116962,-7.5605803125
13.88,-1.870945696,-2.1466560467,-7.5839937225
13.89,-1.8891794888,-2.0789669108,-7.6331618835
13.90,-1.9411061596,-2.0191946329,-7.6877931735
13.91,-2.0025461136,-1.9807978716,-7.7494484865
13.92,-2.0734993508,-1.9716934849,-7.815396258
13.93,-2.1488128428,-1.9922773157,-7.8711982185
13.94,-2.2169913724,-2.0330491344,-7.899684534
13.95,-2.2498914768,-2.066299938,-7.895782299
13.96,-2.221748014,-2.0995507416,-7.8563697255
13.97,-2.134542918,-2.1660523488,-7.809933129
13.98,-2.0279148688,-2.2574920587,-7.786519719
13.99,-1.9347639708,-2.3418065964,-7.8056406705
14.00,-1.8879903284,-2.430475406,-7.850516373
14.01,-1.8943325172,-2.5559576053,-7.8743200065
14.02,-1.8971072248,-2.6929192487,-7.8743200065
14.03,-1.8899722624,-2.8017760462,-7.868466654
14.04,-1.8721348564,-2.8583815809,-7.863003525
14.05,-1.8439913936,-2.8548189948,-7.863783972
14.06,-1.7932538832,-2.8187972909,-7.8594915135
14.07,-1.6977246644,-2.7617959133,-7.852077267
14.08,-1.6097267948,-2.6644185599,-7.8633937485
14.09,-1.5811869452,-2.5155816295,-7.9000747575
14.10,-1.6164653704,-2.3232019801,-7.9695345405
14.11,-1.7008957588,-2.1149886147,-8.0561641575
14.12,-1.7984069116,-1.9226089653,-8.1256239405
14.13,-1.8860083944,-1.7662510198,-8.17908456
14.14,-1.9966003116,-1.658581751,-8.229813615
14.15,-2.1452453616,-1.6039554308,-8.30395608
14.16,-2.3180700064,-1.6205808326,-8.3706842985
14.17,-2.493272972,-1.7167706573,-8.385122568
14.18,-2.6549987864,-1.8814413037,-8.3792692155
14.19,-2.7747076,-2.0809461253,-8.3745865335
14.20,-2.8258414972,-2.2733257747,-8.369513628
14.21,-2.806418544,-2.4482883365,-8.3597580405
14.22,-2.7303122784,-2.596729424,-8.3449295475
14.23,-2.6288372576,-2.7198365659,-8.330491278
14.24,-2.5305333312,-2.8354226927,-8.297712504
14.25,-2.4504631976,-2.945071176,-8.2504954605
14.26,-2.3937798852,-3.0408651578,-8.214204675
14.27,-2.3715822244,-3.1279505958,-8.200156629
14.28,-2.3858521492,-3.2114734477,-8.17908456
14.29,-2.4088425836,-3.2704540398,-8.118990141
14.30,-2.4425354616,-3.2672872966,-8.040945441
14.31,-2.49723684,-3.1889104024,-7.982411916
14.32,-2.5313261048,-3.0693658466,-7.949633142
14.33,-2.52696585,-2.9498212908,-7.9508038125
14.34,-2.5015970948,-2.8429437078,-7.973826999
14.35,-2.475435566,-2.7649626565,-7.9945088445
14.36,-2.461562028,-2.7301284813,-8.005825326
14.37,-2.4421390748,-2.7146906082,-8.033140971
14.38,-2.4147883856,-2.6850023907,-8.090894049
14.39,-2.3914015644,-2.6434388862,-8.1427937745
14.40,-2.3600870072,-2.5979169527,-8.172840984
14.41,-2.3160880724,-2.5567492911,-8.198595735
14.42,-2.2744674584,-2.5298319739,-8.232935403
14.43,-2.2439456748,-2.5167691582,-8.248544343
14.44,-2.2272974292,-2.4953936416,-8.235276744
14.45,-2.2086672496,-2.4601636235,-8.2138144515
14.46,-2.1527767108,-2.4273086628,-8.1958641705
14.47,-2.0766704452,-2.4039539317,-8.176743219
14.48,-2.027518482,-2.3825784151,-8.1560613735
14.49,-2.0112666232,-2.3841617867,-8.1451351155
14.50,-2.0144377176,-2.4209751764,-8.1303066225
14.51,-2.057247492,-2.4554135087,-8.0990887425
14.52,-2.1595152864,-2.4589760948,-8.070602427
14.53,-2.2827915812,-2.4435382217,-8.0600663925
14.54,-2.3707894508,-2.4273086628,-8.0366529825
14.55,-2.4254908292,-2.4134541613,-8.0030937615
14.56,-2.4314366312,-2.3995996598,-7.9687540935
14.57,-2.3672219696,-2.3703072852,-7.9414384485
14.58,-2.2780349396,-2.3105350073,-7.933243755
14.59,-2.2050997684,-2.2274079983,-7.948072248
14.60,-2.1428670408,-2.1553645905,-7.98397281
14.61,-2.1024355872,-2.1328015452,-8.024556054
14.62,-2.0996608796,-2.1779276358,-8.058115275
14.63,-2.1083813892,-2.2772842037,-8.098698519
14.64,-2.1242368612,-2.3802033577,-8.1342088575
14.65,-2.1309754368,-2.45422598,-8.146305786
14.66,-2.11075971,-2.5104356718,-8.133818634
14.67,-2.075084898,-2.5555617624,-8.119770588
14.68,-2.0461486616,-2.5911876234,-8.097918072
14.69,-2.0065099816,-2.6188966264,-8.0460183465
14.70,-1.9617182732,-2.6185007835,-7.9835825865
14.71,-1.9296109424,-2.5749580645,-7.9445602365
14.72,-1.8923505832,-2.501727128,-7.936365543
14.73,-1.8661890544,-2.4494758652,-7.934024202
14.74,-1.8753059508,-2.4514550797,-7.91373258
14.75,-1.900674706,-2.4862892549,-7.887977829
14.76,-1.9121699232,-2.521519273,-7.870807995
14.77,-1.9311964896,-2.5547700766,-7.858320843
14.78,-1.9906545096,-2.5983127956,-7.833346539
14.79,-2.063193294,-2.6604601309,-7.8181278225
14.80,-2.1408851068,-2.7301284813,-7.834126986
14.81,-2.2261082688,-2.7558582698,-7.866125313
14.82,-2.3141061384,-2.7083571218,-7.916854368
14.83,-2.3799063472,-2.6188966264,-7.988655492
14.84,-2.4032931684,-2.553186705,-8.0343116415
14.85,-2.3914015644,-2.549228276,-8.0530423695
14.86,-2.3830774416,-2.6054379678,-8.0616272865
14.87,-2.3739605452,-2.6897525055,-8.0670904155
14.88,-2.3656364224,-2.7673377139,-8.0780166735
14.89,-2.382284668,-2.8346310069,-8.081528685
14.90,-2.439760754,-2.8884656413,-8.063578404
14.91,-2.5226055952,-2.9391335325,-8.0148004665
14.92,-2.5979190872,-2.972780179,-7.9632909645
14.93,-2.6561879468,-2.9561547772,-7.9359753195
14.94,-2.709303778,-2.8888614842,-7.9110010155
14.95,-2.729123118,-2.7831714299,-7.8844658175
14.96,-2.6978085608,-2.6517515871,-7.879392912
14.97,-2.61615288,-2.5262693878,-7.8946116285
14.98,-2.5000115476,-2.4530384513,-7.910610792
14.99,-2.3898160172,-2.4411631643,-7.918415262
15.00,-2.3216374876,-2.4589760948,-7.928561073
15.01,-2.2804132604,-2.470059696,-7.9617300705
15.02,-2.225711882,-2.4494758652,-7.9984110795
15.03,-2.16030806,-2.3900994302,-8.0124591255
15.04,-2.0925259172,-2.3164726508,-7.9906066095
15.05,-2.0144377176,-2.2594712732,-7.9476820245
15.06,-1.95220499,-2.2357206992,-7.905147663
15.07,-1.9208904328,-2.2491793578,-7.8735395595
15.08,-1.9042421872,-2.2855969046,-7.863003525
15.09,-1.8939361304,-2.3204310798,-7.86690576
15.10,-1.9117735364,-2.3572444695,-7.8672959835
15.11,-1.9613218864,-2.4059331462,-7.8696373245
15.12,-2.0620041336,-2.4439340646,-7.8782222415
15.13,-2.2126311176,-2.4407673214,-7.9047574395
15.14,-2.3759424792,-2.4079123607,-7.936365543
15.15,-2.5027862552,-2.3758490858,-7.9695345405
15.16,-2.5816672284,-2.367140542,-8.0023133145
15.17,-2.6038648892,-2.3904952731,-8.0077764435
15.18,-2.5654153696,-2.4257252912,-7.998020856
15.19,-2.5059573496,-2.4506633939,-8.0038742085
15.20,-2.4627511884,-2.4526426084,-8.0202635955
15.21,-2.459580094,-2.4308712489,-8.0358725355
15.22,-2.501200708,-2.4094957323,-8.04640857
15.23,-2.5511454448,-2.4126624755,-8.0709926505
15.24,-2.572550332,-2.4411631643,-8.0998691895
15.25,-2.5455960296,-2.4791640827,-8.1006496365
15.26,-2.4627511884,-2.5029146567,-8.0733339915
15.27,-2.3303579972,-2.4886643123,-8.0436770055
15.28,-2.152380324,-2.4201834906,-8.02299516
15.29,-1.956168858,-2.3144934363,-7.997240409
15.30,-1.7972177512,-2.2103867536,-7.9656323055
15.31,-1.7052560136,-2.1407184032,-7.9601691765
15.32,-1.6739414564,-2.1248846872,-7.988655492
15.33,-1.6850402868,-2.1529895331,-8.0358725355
15.34,-1.7373633444,-2.1985114666,-8.092454943
15.35,-1.797614138,-2.2515544152,-8.1459155625
15.36,-1.8384419784,-2.3097433215,-8.1779138895
15.37,-1.8626215732,-2.3699114423,-8.1825965715
15.38,-1.859054092,-2.4292878773,-8.188449924
15.39,-1.831307016,-2.4771848682,-8.2161557925
15.40,-1.8102985156,-2.5104356718,-8.237618085
15.41,-1.8344781104,-2.5440823183,-8.2348865205
15.42,-1.8915578096,-2.5706037926,-8.223570039
15.43,-1.9855014812,-2.5757497503,-8.2052295345
15.44,-2.1036247476,-2.5678328923,-8.179865007
15.45,-2.207874476,-2.5595201914,-8.1474764565
15.46,-2.2487023164,-2.5424989467,-8.102600754
15.47,-2.2387926464,-2.5139982579,-8.047189017
15.48,-2.2142166648,-2.4783723969,-7.9960697385
15.49,-2.1825057208,-2.4126624755,-7.9820216925
15.50,-2.1559478052,-2.311722536,-7.998020856
15.51,-2.1349393048,-2.2099909107,-8.0148004665
15.52,-2.1198766064,-2.1462602038,-8.025336501
15.53,-2.108777776,-2.1438851464,-8.0233853835
15.54,-2.0893548228,-2.1937613518,-8.0077764435
15.55,-2.0746885112,-2.264221388,-7.9921675035
15.56,-2.0663643884,-2.3220144514,-7.987094598
15.57,-2.055265558,-2.3576403124,-8.0077764435
15.58,-2.0362389916,-2.4023705601,-8.0304094065
15.59,-2.0080955288,-2.4736222821,-8.0155809135
15.60,-1.9684568488,-2.537352989,-7.983192363
15.61,-1.9331784236,-2.5646661491,-7.980070575
15.62,-1.950223056,-2.5670412065,-8.0007524205
15.63,-2.0449595012,-2.5662495207,-8.0148004665
15.64,-2.1912262304,-2.5741663787,-8.0226049365
15.65,-2.3382857332,-2.592770995,-8.0428965585
15.66,-2.4690933772,-2.6406679859,-8.0631881805
15.67,-2.5515418316,-2.7186490372,-8.075285109
15.68,-2.5757214264,-2.8021718891,-8.088552708
15.69,-2.5455960296,-2.8718402395,-8.108063883
15.70,-2.4996151608,-2.913403744,-8.1271848345
15.71,-2.4611656412,-2.9153829585,-8.1209412585
15.72,-2.4223197348,-2.8761945114,-8.099478966
15.73,-2.3767352528,-2.8279016776,-8.0819189085
15.74,-2.3240158084,-2.786734016,-8.090113602
15.75,-2.287151836,-2.7455663544,-8.128355505
15.76,-2.26931443,-2.7103363363,-8.1591831615
15.77,-2.2641614016,-2.6948984632,-8.158792938
15.78,-2.2566300524,-2.69173172,-8.1388915395
