2011.02.01 02:20:08,,,
MIHARU,,,
T1,,,
,N102W,N12W,
3.58,-5806,-6446,-6245
3.59,-5811,-6447,-6254
3.60,-5813,-6452,-6254
3.61,-5816,-6452,-6256
3.62,-5810,-6441,-6252
3.63,-5794,-6437,-6240
3.64,-5793,-6442,-6245
3.65,-5808,-6446,-6258
3.66,-5813,-6436,-6256
3.67,-5811,-6426,-6252
3.68,-5804,-6429,-6246
3.69,-5799,-6441,-6247
3.70,-5802,-6449,-6260
3.71,-5817,-6452,-6268
3.72,-5817,-6448,-6259
3.73,-5806,-6439,-6252
3.74,-5805,-6431,-6236
3.75,-5805,-6437,-6248
3.76,-5798,-6448,-6270
3.77,-5796,-6448,-6251
3.78,-5803,-6443,-6241
3.79,-5808,-6434,-6249
3.80,-5801,-6429,-6235
3.81,-5807,-6435,-6233
3.82,-5819,-6444,-6256
3.83,-5812,-6452,-6267
3.84,-5801,-6444,-6259
3.85,-5801,-6427,-6241
3.86,-5815,-6433,-6243
3.87,-5821,-6446,-6259
3.88,-5810,-6446,-6261
3.89,-5809,-6456,-6258
3.90,-5810,-6460,-6247
3.91,-5807,-6445,-6238
3.92,-5810,-6439,-6241
3.93,-5810,-6448,-6249
3.94,-5812,-6448,-6247
3.95,-5823,-6447,-6243
3.96,-5821,-6449,-6246
3.97,-5806,-6444,-6249
3.98,-5806,-6442,-6249
3.99,-5819,-6446,-6260
4.00,-5832,-6448,-6271
4.01,-5828,-6449,-6261
4.02,-5818,-6450,-6246
4.03,-5816,-6453,-6256
4.04,-5812,-6455,-6263
4.05,-5799,-6449,-6254
4.06,-5808,-6444,-6251
4.07,-5825,-6444,-6252
4.08,-5817,-6447,-6260
4.09,-5801,-6449,-6249
4.10,-5804,-6448,-6237
4.11,-5816,-6441,-6252
4.12,-5818,-6441,-6257
4.13,-5798,-6433,-6251
4.14,-5771,-6407,-6245
4.15,-5787,-6414,-6256
4.16,-5806,-6443,-6257
4.17,-5813,-6456,-6254
4.18,-5811,-6452,-6254
4.19,-5816,-6448,-6266
4.20,-5818,-6449,-6266
4.21,-5817,-6461,-6255
4.22,-5812,-6458,-6247
4.23,-5803,-6445,-6256
4.24,-5810,-6455,-6267
4.25,-5818,-6465,-6267
4.26,-5800,-6445,-6252
4.27,-5797,-6430,-6244
4.28,-5806,-6440,-6243
4.29,-5808,-6455,-6233
4.30,-5799,-6455,-6234
4.31,-5784,-6443,-6248
4.32,-5785,-6433,-6244
4.33,-5806,-6436,-6245
4.34,-5816,-6443,-6264
4.35,-5805,-6440,-6267
4.36,-5805,-6441,-6250
4.37,-5816,-6453,-6250
4.38,-5818,-6461,-6259
4.39,-5808,-6443,-6265
4.40,-5803,-6428,-6253
4.41,-5809,-6443,-6244
4.42,-5809,-6450,-6255
4.43,-5805,-6443,-6247
4.44,-5803,-6445,-6250
4.45,-5806,-6448,-6264
4.46,-5802,-6447,-6255
4.47,-5809,-6452,-6255
4.48,-5819,-6456,-6264
4.49,-5821,-6449,-6263
4.50,-5820,-6445,-6255
4.51,-5821,-6460,-6258
4.52,-5817,-6461,-6257
4.53,-5823,-6452,-6266
4.54,-5819,-6455,-6278
4.55,-5805,-6465,-6265
4.56,-5807,-6466,-6264
4.57,-5813,-6454,-6275
4.58,-5807,-6442,-6259
4.59,-5813,-6451,-6261
4.60,-5826,-6459,-6278
4.61,-5821,-6461,-6273
4.62,-5815,-6458,-6262
4.63,-5814,-6456,-6259
4.64,-5818,-6451,-6263
4.65,-5814,-6433,-6260
4.66,-5808,-6436,-6255
4.67,-5807,-6455,-6262
4.68,-5808,-6463,-6257
4.69,-5807,-6454,-6249
4.70,-5806,-6446,-6249
4.71,-5803,-6450,-6249
4.72,-5807,-6456,-6257
4.73,-5807,-6455,-6266
4.74,-5808,-6443,-6260
4.75,-5810,-6438,-6250
4.76,-5813,-6458,-6253
4.77,-5807,-6466,-6255
4.78,-5791,-6439,-6241
4.79,-5788,-6431,-6250
4.80,-5809,-6445,-6269
4.81,-5824,-6455,-6265
4.82,-5826,-6454,-6262
4.83,-5809,-6451,-6261
4.84,-5794,-6469,-6259
4.85,-5807,-6475,-6269
4.86,-5809,-6455,-6263
4.87,-5811,-6453,-6261
4.88,-5819,-6453,-6270
4.89,-5809,-6453,-6256
4.90,-5791,-6457,-6241
4.91,-5787,-6448,-6248
4.92,-5801,-6447,-6260
4.93,-5810,-6462,-6248
4.94,-5815,-6453,-6245
4.95,-5825,-6443,-6266
4.96,-5829,-6465,-6277
4.97,-5820,-6471,-6268
4.98,-5804,-6453,-6262
4.99,-5801,-6459,-6274
5.00,-5813,-6460,-6280
5.01,-5810,-6439,-6258
5.02,-5803,-6441,-6252
5.03,-5807,-6453,-6250
5.04,-5803,-6449,-6245
5.05,-5795,-6445,-6250
5.06,-5804,-6453,-6251
5.07,-5809,-6456,-6248
5.08,-5803,-6447,-6263
5.09,-5797,-6448,-6260
5.10,-5807,-6465,-6253
5.11,-5812,-6460,-6260
5.12,-5810,-6451,-6257
5.13,-5816,-6459,-6257
5.14,-5810,-6456,-6266
5.15,-5812,-6455,-6264
5.16,-5815,-6455,-6257
5.17,-5805,-6447,-6249
5.18,-5798,-6449,-6241
5.19,-5795,-6458,-6244
5.20,-5797,-6456,-6260
5.21,-5815,-6457,-6268
5.22,-5823,-6452,-6264
5.23,-5817,-6445,-6252
5.24,-5804,-6446,-6239
5.25,-5804,-6451,-6249
5.26,-5807,-6453,-6268
5.27,-5807,-6449,-6266
5.28,-5802,-6443,-6255
5.29,-5803,-6456,-6262
5.30,-5815,-6468,-6271
5.31,-5813,-6455,-6265
5.32,-5798,-6445,-6259
5.33,-5800,-6451,-6277
5.34,-5820,-6461,-6289
5.35,-5818,-6463,-6266
5.36,-5795,-6442,-6248
5.37,-5798,-6441,-6252
5.38,-5815,-6457,-6256
5.39,-5816,-6460,-6252
5.40,-5814,-6458,-6254
5.41,-5803,-6452,-6260
5.42,-5799,-6441,-6258
5.43,-5816,-6447,-6261
5.44,-5819,-6462,-6261
5.45,-5807,-6455,-6254
5.46,-5800,-6448,-6243
5.47,-5794,-6440,-6241
5.48,-5806,-6438,-6247
5.49,-5812,-6453,-6249
5.50,-5809,-6458,-6249
5.51,-5809,-6456,-6255
5.52,-5817,-6462,-6271
5.53,-5821,-6465,-6280
5.54,-5811,-6451,-6270
5.55,-5809,-6443,-6252
5.56,-5823,-6462,-6258
5.57,-5823,-6473,-6273
5.58,-5810,-6464,-6270
5.59,-5807,-6457,-6263
5.60,-5814,-6441,-6265
5.61,-5808,-6439,-6258
5.62,-5788,-6450,-6249
5.63,-5785,-6446,-6252
5.64,-5812,-6447,-6266
5.65,-5837,-6467,-6276
5.66,-5834,-6468,-6259
5.67,-5816,-6447,-6248
5.68,-5803,-6442,-6249
5.69,-5802,-6457,-6248
5.70,-5813,-6464,-6252
5.71,-5816,-6445,-6251
5.72,-5811,-6441,-6251
5.73,-5801,-6446,-6246
5.74,-5797,-6442,-6232
5.75,-5805,-6444,-6215
5.76,-5807,-6445,-6211
5.77,-5813,-6449,-6220
5.78,-5823,-6464,-6222
5.79,-5818,-6474,-6227
5.80,-5811,-6460,-6240
5.81,-5815,-6454,-6242
5.82,-5813,-6461,-6227
5.83,-5807,-6451,-6213
5.84,-5813,-6456,-6219
5.85,-5811,-6467,-6226
5.86,-5801,-6453,-6221
5.87,-5807,-6447,-6222
5.88,-5812,-6443,-6221
5.89,-5804,-6441,-6220
5.90,-5809,-6453,-6235
5.91,-5815,-6461,-6239
5.92,-5814,-6458,-6231
5.93,-5827,-6451,-6233
5.94,-5830,-6453,-6240
5.95,-5821,-6460,-6227
5.96,-5815,-6457,-6217
5.97,-5807,-6446,-6218
5.98,-5804,-6446,-6211
5.99,-5823,-6460,-6219
6.00,-5835,-6460,-6232
6.01,-5810,-6442,-6221
6.02,-5792,-6442,-6205
6.03,-5812,-6454,-6207
6.04,-5817,-6461,-6215
6.05,-5815,-6450,-6225
6.06,-5822,-6441,-6238
6.07,-5818,-6446,-6244
6.08,-5813,-6454,-6233
6.09,-5810,-6462,-6217
6.10,-5802,-6451,-6217
6.11,-5810,-6452,-6231
6.12,-5809,-6461,-6219
6.13,-5783,-6447,-6201
6.14,-5775,-6429,-6213
6.15,-5800,-6440,-6225
6.16,-5797,-6437,-6209
6.17,-5796,-6437,-6202
6.18,-5811,-6441,-6216
6.19,-5819,-6446,-6225
6.20,-5819,-6450,-6224
6.21,-5812,-6450,-6228
6.22,-5814,-6441,-6231
6.23,-5823,-6440,-6220
6.24,-5820,-6462,-6214
6.25,-5806,-6463,-6218
6.26,-5800,-6440,-6226
6.27,-5812,-6442,-6225
6.28,-5829,-6462,-6226
6.29,-5826,-6464,-6233
6.30,-5821,-6457,-6241
6.31,-5813,-6455,-6231
6.32,-5799,-6447,-6214
6.33,-5790,-6433,-6212
6.34,-5798,-6435,-6226
6.35,-5818,-6440,-6233
6.36,-5830,-6448,-6235
6.37,-5818,-6459,-6232
6.38,-5811,-6464,-6219
6.39,-5806,-6454,-6214
6.40,-5803,-6456,-6215
6.41,-5807,-6454,-6209
6.42,-5817,-6449,-6212
6.43,-5817,-6447,-6218
6.44,-5810,-6452,-6220
6.45,-5818,-6460,-6226
6.46,-5824,-6454,-6218
6.47,-5815,-6442,-6210
6.48,-5815,-6442,-6213
6.49,-5817,-6450,-6217
6.50,-5809,-6458,-6220
6.51,-5802,-6463,-6223
6.52,-5810,-6457,-6223
6.53,-5828,-6455,-6222
6.54,-5820,-6455,-6226
6.55,-5797,-6449,-6232
6.56,-5796,-6442,-6220
6.57,-5804,-6450,-6214
6.58,-5813,-6465,-6224
6.59,-5809,-6471,-6231
6.60,-5800,-6465,-6232
6.61,-5808,-6451,-6216
6.62,-5813,-6448,-6204
6.63,-5819,-6459,-6213
6.64,-5824,-6460,-6228
6.65,-5817,-6445,-6227
6.66,-5819,-6455,-6223
6.67,-5811,-6461,-6233
6.68,-5802,-6442,-6227
6.69,-5806,-6442,-6218
6.70,-5808,-6454,-6206
6.71,-5805,-6460,-6208
6.72,-5799,-6457,-6222
6.73,-5805,-6453,-6237
6.74,-5819,-6449,-6240
6.75,-5819,-6451,-6223
6.76,-5812,-6461,-6211
6.77,-5825,-6463,-6227
6.78,-5831,-6462,-6241
6.79,-5810,-6466,-6237
6.80,-5800,-6461,-6226
6.81,-5812,-6453,-6223
6.82,-5817,-6449,-6228
6.83,-5819,-6450,-6221
6.84,-5806,-6451,-6216
6.85,-5793,-6450,-6220
6.86,-5799,-6454,-6224
6.87,-5822,-6458,-6227
6.88,-5829,-6459,-6225
6.89,-5825,-6464,-6218
6.90,-5827,-6474,-6233
6.91,-5818,-6466,-6240
6.92,-5809,-6454,-6227
6.93,-5814,-6463,-6224
6.94,-5814,-6462,-6222
6.95,-5810,-6451,-6217
6.96,-5812,-6450,-6222
6.97,-5811,-6460,-6224
6.98,-5816,-6477,-6221
6.99,-5819,-6476,-6218
7.00,-5802,-6455,-6215
7.01,-5806,-6453,-6215
7.02,-5832,-6455,-6220
7.03,-5821,-6444,-6217
7.04,-5808,-6451,-6212
7.05,-5813,-6469,-6226
7.06,-5809,-6469,-6236
7.07,-5804,-6463,-6229
7.08,-5808,-6455,-6229
7.09,-5816,-6453,-6225
7.10,-5822,-6458,-6226
7.11,-5819,-6465,-6233
7.12,-5809,-6472,-6234
7.13,-5811,-6465,-6229
7.14,-5817,-6457,-6227
7.15,-5815,-6454,-6239
7.16,-5809,-6443,-6234
7.17,-5803,-6442,-6222
7.18,-5801,-6457,-6219
7.19,-5808,-6462,-6224
7.20,-5814,-6459,-6224
7.21,-5810,-6448,-6213
7.22,-5811,-6453,-6217
7.23,-5813,-6459,-6226
7.24,-5813,-6457,-6226
7.25,-5808,-6456,-6215
7.26,-5795,-6452,-6207
7.27,-5804,-6458,-6222
7.28,-5815,-6468,-6228
7.29,-5812,-6463,-6230
7.30,-5815,-6450,-6228
7.31,-5818,-6449,-6224
7.32,-5809,-6464,-6232
7.33,-5801,-6460,-6224
7.34,-5806,-6448,-6206
7.35,-5821,-6454,-6223
7.36,-5810,-6443,-6229
7.37,-5793,-6431,-6203
7.38,-5804,-6444,-6211
7.39,-5817,-6467,-6234
7.40,-5815,-6469,-6231
7.41,-5814,-6456,-6233
7.42,-5817,-6463,-6236
7.43,-5811,-6465,-6220
7.44,-5806,-6452,-6219
7.45,-5801,-6447,-6227
7.46,-5805,-6445,-6220
7.47,-5813,-6441,-6225
7.48,-5814,-6445,-6226
7.49,-5803,-6445,-6206
7.50,-5802,-6448,-6208
7.51,-5811,-6462,-6232
7.52,-5799,-6457,-6248
7.53,-5795,-6440,-6245
7.54,-5802,-6441,-6238
7.55,-5814,-6452,-6243
7.56,-5822,-6456,-6253
7.57,-5816,-6462,-6257
7.58,-5797,-6463,-6247
7.59,-5802,-6462,-6248
7.60,-5827,-6464,-6259
7.61,-5817,-6457,-6246
7.62,-5791,-6440,-6223
7.63,-5801,-6442,-6232
7.64,-5819,-6466,-6255
7.65,-5811,-6478,-6254
7.66,-5799,-6456,-6236
7.67,-5807,-6436,-6243
7.68,-5823,-6447,-6268
7.69,-5823,-6458,-6268
7.70,-5811,-6456,-6256
7.71,-5803,-6444,-6244
7.72,-5805,-6448,-6246
7.73,-5820,-6467,-6271
7.74,-5827,-6468,-6263
7.75,-5819,-6462,-6259
7.76,-5812,-6468,-6264
7.77,-5811,-6472,-6255
7.78,-5808,-6461,-6237
7.79,-5803,-6449,-6246
7.80,-5807,-6458,-6264
7.81,-5814,-6460,-6246
7.82,-5806,-6452,-6228
7.83,-5800,-6449,-6237
7.84,-5798,-6454,-6255
7.85,-5808,-6457,-6257
7.86,-5807,-6454,-6256
7.87,-5796,-6457,-6260
7.88,-5810,-6464,-6256
7.89,-5826,-6461,-6249
7.90,-5818,-6463,-6253
7.91,-5803,-6471,-6255
7.92,-5803,-6466,-6251
7.93,-5813,-6456,-6255
7.94,-5816,-6460,-6250
7.95,-5816,-6470,-6251
7.96,-5813,-6451,-6249
7.97,-5819,-6445,-6243
7.98,-5817,-6457,-6239
7.99,-5813,-6459,-6239
8.00,-5821,-6459,-6243
8.01,-5833,-6453,-6244
8.02,-5825,-6448,-6241
8.03,-5809,-6445,-6229
8.04,-5813,-6451,-6230
8.05,-5836,-6481,-6265
8.06,-5886,-6533,-6319
8.07,-5946,-6600,-6363
8.08,-6011,-6661,-6411
8.09,-6099,-6730,-6506
8.10,-6134,-6767,-6552
8.11,-6074,-6724,-6491
8.12,-5919,-6572,-6337
8.13,-5655,-6307,-6087
8.14,-5302,-5947,-5715
8.15,-4871,-5503,-5255
8.16,-4443,-5074,-4838
8.17,-4081,-4718,-4485
8.18,-3817,-4464,-4214
8.19,-3755,-4408,-4148
8.20,-3970,-4617,-4364
8.21,-4480,-5110,-4875
8.22,-5258,-5888,-5654
8.23,-6263,-6896,-6672
8.24,-7420,-8054,-7851
8.25,-8623,-9268,-9062
8.26,-9716,-10367,-10159
8.27,-10535,-11186,-10994
8.28,-10939,-11596,-11409
8.29,-10832,-11476,-11295
8.30,-10142,-10759,-10577
8.31,-8817,-9451,-9249
8.32,-6986,-7653,-7407
8.33,-4806,-5466,-5189
8.34,-2430,-3070,-2791
8.35,-123,-757,-476
8.36,1832,1202,1503
8.37,3200,2568,2880
8.38,3752,3121,3434
8.39,3320,2690,3002
8.40,1875,1235,1538
8.41,-525,-1179,-895
8.42,-3727,-4375,-4129
8.43,-7440,-8067,-7874
8.44,-11289,-11926,-11765
8.45,-14891,-15545,-15398
8.46,-17844,-18498,-18383
8.47,-19778,-20428,-20334
8.48,-20402,-21048,-20951
8.49,-19556,-20199,-20085
8.50,-17216,-17864,-17716
8.51,-13532,-14175,-13996
8.52,-8805,-9446,-9223
8.53,-3446,-4088,-3804
8.54,2026,1400,1733
8.55,7032,6411,6772
8.56,11020,10390,10785
8.57,13518,12888,13309
8.58,14181,13547,13964
8.59,12842,12197,12597
8.60,9538,8887,9257
8.61,4503,3860,4175
8.62,-1828,-2476,-2212
8.63,-8867,-9515,-9306
8.64,-15905,-16544,-16417
8.65,-22228,-22879,-22817
8.66,-27163,-27830,-27795
8.67,-30142,-30808,-30803
8.68,-30797,-31450,-31468
8.69,-28959,-29608,-29581
8.70,-24706,-25346,-25256
