2011.02.24 17:03:26,,,
MIHARU,,,
T1,,,
,N102W,N12W,
0.90,-151,-90,-207
0.91,-144,-96,-211
0.92,-135,-91,-223
0.93,-143,-86,-225
0.94,-151,-91,-219
0.95,-141,-91,-221
0.96,-133,-87,-223
0.97,-140,-93,-221
0.98,-135,-102,-219
0.99,-131,-95,-227
1.00,-140,-87,-219
1.01,-147,-95,-201
1.02,-145,-99,-224
1.03,-146,-90,-237
1.04,-148,-87,-217
1.05,-139,-94,-213
1.06,-134,-96,-226
1.07,-138,-93,-220
1.08,-146,-89,-205
1.09,-149,-93,-209
1.10,-144,-97,-213
1.11,-140,-98,-207
1.12,-140,-89,-216
1.13,-140,-83,-226
1.14,-147,-97,-218
1.15,-144,-102,-218
1.16,-134,-93,-227
1.17,-139,-83,-224
1.18,-153,-86,-228
1.19,-150,-88,-237
1.20,-139,-88,-219
1.21,-129,-94,-199
1.22,-124,-98,-216
1.23,-134,-86,-236
1.24,-135,-76,-221
1.25,-127,-83,-214
1.26,-132,-96,-231
1.27,-139,-97,-235
1.28,-140,-90,-215
1.29,-142,-87,-201
1.30,-136,-87,-211
1.31,-124,-87,-217
1.32,-133,-91,-210
1.33,-150,-94,-226
1.34,-142,-93,-243
1.35,-131,-88,-246
1.36,-132,-85,-236
1.37,-137,-96,-216
1.38,-135,-99,-213
1.39,-137,-97,-221
1.40,-146,-98,-231
1.41,-146,-99,-229
1.42,-137,-97,-211
1.43,-135,-93,-208
1.44,-139,-92,-229
1.45,-144,-84,-235
1.46,-144,-75,-223
1.47,-135,-85,-224
1.48,-137,-103,-228
1.49,-149,-108,-224
1.50,-155,-97,-223
1.51,-142,-89,-230
1.52,-143,-97,-240
1.53,-140,-100,-239
1.54,-138,-92,-224
1.55,-148,-86,-215
1.56,-147,-88,-215
1.57,-141,-93,-219
1.58,-137,-95,-216
1.59,-137,-91,-207
1.60,-144,-86,-212
1.61,-145,-85,-220
1.62,-142,-90,-221
1.63,-137,-96,-227
1.64,-134,-93,-224
1.65,-139,-94,-218
1.66,-142,-92,-220
1.67,-137,-89,-222
1.68,-143,-88,-218
1.69,-152,-85,-217
1.70,-145,-89,-220
1.71,-133,-93,-224
1.72,-132,-89,-228
1.73,-144,-89,-217
1.74,-146,-88,-211
1.75,-134,-87,-211
1.76,-135,-97,-216
1.77,-141,-103,-232
1.78,-143,-88,-228
1.79,-145,-85,-217
1.80,-148,-91,-218
1.81,-146,-96,-225
1.82,-141,-100,-225
1.83,-144,-96,-226
1.84,-151,-90,-228
1.85,-151,-88,-230
1.86,-142,-85,-232
1.87,-136,-89,-228
1.88,-133,-100,-215
1.89,-131,-101,-214
1.90,-131,-92,-216
1.91,-137,-86,-213
1.92,-141,-90,-219
1.93,-146,-92,-228
1.94,-150,-91,-225
1.95,-140,-88,-216
1.96,-139,-92,-220
1.97,-146,-95,-229
1.98,-144,-95,-222
1.99,-138,-97,-210
2.00,-141,-98,-216
2.01,-144,-91,-232
2.02,-139,-79,-227
2.03,-137,-81,-222
2.04,-147,-95,-232
2.05,-152,-92,-231
2.06,-149,-83,-226
2.07,-150,-89,-229
2.08,-147,-93,-224
2.09,-131,-90,-212
2.10,-135,-93,-207
2.11,-141,-97,-212
2.12,-136,-93,-227
2.13,-130,-88,-232
2.14,-138,-84,-230
2.15,-143,-89,-227
2.16,-141,-99,-217
2.17,-141,-100,-219
2.18,-144,-91,-235
2.19,-147,-87,-240
2.20,-149,-93,-227
2.21,-149,-102,-218
2.22,-150,-96,-227
2.23,-143,-84,-229
2.24,-137,-90,-224
2.25,-145,-100,-229
2.26,-149,-101,-236
2.27,-140,-100,-230
2.28,-138,-98,-220
2.29,-146,-101,-215
2.30,-144,-102,-219
2.31,-141,-100,-228
2.32,-141,-96,-233
2.33,-136,-93,-223
2.34,-133,-102,-215
2.35,-133,-104,-222
2.36,-131,-96,-228
2.37,-138,-91,-214
2.38,-149,-91,-210
2.39,-151,-96,-226
2.40,-143,-93,-232
2.41,-139,-85,-227
2.42,-137,-85,-221
2.43,-131,-88,-219
2.44,-139,-91,-218
2.45,-142,-92,-222
2.46,-137,-89,-225
2.47,-132,-92,-224
2.48,-127,-91,-225
2.49,-138,-81,-229
2.50,-141,-82,-214
2.51,-141,-88,-201
2.52,-150,-89,-217
2.53,-153,-94,-229
2.54,-148,-97,-221
2.55,-147,-92,-220
2.56,-146,-90,-215
2.57,-134,-96,-212
2.58,-123,-102,-215
2.59,-131,-98,-213
2.60,-142,-93,-212
2.61,-141,-93,-214
2.62,-142,-94,-223
2.63,-145,-89,-224
2.64,-146,-91,-217
2.65,-140,-99,-218
2.66,-140,-92,-231
2.67,-140,-87,-232
2.68,-134,-85,-227
2.69,-138,-84,-219
2.70,-144,-97,-224
2.71,-142,-102,-235
2.72,-144,-97,-220
2.73,-141,-96,-208
2.74,-141,-93,-222
2.75,-141,-90,-230
2.76,-133,-93,-211
2.77,-138,-96,-205
2.78,-149,-91,-226
2.79,-147,-90,-240
2.80,-144,-93,-238
2.81,-144,-86,-229
2.82,-147,-82,-223
2.83,-150,-90,-215
2.84,-148,-93,-217
2.85,-140,-90,-226
2.86,-145,-89,-215
2.87,-146,-88,-216
2.88,-133,-91,-226
2.89,-140,-96,-225
2.90,-155,-96,-227
2.91,-148,-93,-230
2.92,-138,-95,-221
2.93,-135,-90,-216
2.94,-135,-87,-224
2.95,-137,-97,-229
2.96,-138,-101,-227
2.97,-142,-97,-226
2.98,-151,-94,-226
2.99,-157,-94,-234
3.00,-144,-95,-225
3.01,-136,-89,-216
3.02,-145,-94,-217
3.03,-151,-99,-213
3.04,-145,-92,-215
3.05,-138,-95,-224
3.06,-139,-100,-228
3.07,-138,-97,-225
3.08,-132,-97,-226
3.09,-139,-88,-224
3.10,-146,-85,-210
3.11,-144,-92,-207
3.12,-140,-95,-216
3.13,-144,-95,-212
3.14,-144,-93,-203
3.15,-146,-86,-204
3.16,-153,-83,-218
3.17,-155,-88,-216
3.18,-142,-93,-205
3.19,-128,-94,-208
3.20,-130,-89,-216
3.21,-142,-84,-222
3.22,-145,-90,-226
3.23,-148,-93,-221
3.24,-142,-90,-213
3.25,-140,-91,-221
3.26,-147,-97,-229
3.27,-143,-91,-229
3.28,-144,-87,-224
3.29,-146,-90,-219
3.30,-139,-96,-216
3.31,-138,-98,-226
3.32,-138,-90,-231
3.33,-133,-86,-224
3.34,-138,-93,-218
3.35,-145,-93,-209
3.36,-132,-85,-217
3.37,-119,-93,-231
3.38,-133,-106,-220
3.39,-149,-104,-217
3.40,-151,-96,-226
3.41,-150,-87,-216
3.42,-147,-81,-210
3.43,-148,-80,-219
3.44,-150,-87,-221
3.45,-145,-92,-221
3.46,-143,-86,-218
3.47,-143,-83,-217
3.48,-138,-94,-215
3.49,-136,-101,-211
3.50,-145,-91,-226
3.51,-141,-94,-236
3.52,-136,-107,-230
3.53,-140,-104,-218
3.54,-146,-86,-212
3.55,-142,-82,-225
3.56,-136,-94,-232
3.57,-147,-95,-216
3.58,-155,-92,-221
3.59,-148,-95,-243
3.60,-142,-92,-230
3.61,-135,-86,-216
3.62,-136,-85,-226
3.63,-140,-88,-223
3.64,-139,-93,-213
3.65,-139,-94,-215
3.66,-148,-94,-218
3.67,-145,-88,-219
3.68,-135,-84,-226
3.69,-136,-92,-225
3.70,-142,-93,-215
3.71,-142,-82,-212
3.72,-144,-76,-221
3.73,-159,-90,-222
3.74,-159,-100,-227
3.75,-141,-96,-230
3.76,-134,-95,-214
3.77,-139,-97,-213
3.78,-144,-92,-217
3.79,-144,-90,-214
3.80,-133,-98,-216
3.81,-133,-104,-224
3.82,-147,-100,-218
3.83,-149,-95,-213
3.84,-142,-91,-217
3.85,-144,-84,-213
3.86,-151,-88,-215
3.87,-148,-94,-220
3.88,-151,-92,-218
3.89,-153,-92,-217
3.90,-149,-89,-216
3.91,-148,-86,-224
3.92,-149,-89,-232
3.93,-139,-90,-221
3.94,-132,-86,-219
3.95,-141,-89,-226
3.96,-147,-94,-223
3.97,-143,-94,-225
3.98,-129,-97,-217
3.99,-127,-95,-211
4.00,-139,-86,-224
4.01,-147,-79,-229
4.02,-141,-79,-221
4.03,-133,-84,-219
4.04,-136,-91,-224
4.05,-140,-91,-229
4.06,-137,-94,-218
4.07,-138,-100,-211
4.08,-146,-99,-221
4.09,-147,-94,-223
4.10,-138,-90,-219
4.11,-136,-89,-219
4.12,-137,-98,-218
4.13,-136,-104,-230
4.14,-151,-91,-234
4.15,-154,-82,-220
4.16,-135,-91,-220
4.17,-135,-96,-225
4.18,-145,-96,-218
4.19,-148,-97,-216
4.20,-147,-94,-229
4.21,-142,-92,-218
4.22,-135,-88,-203
4.23,-141,-90,-217
4.24,-147,-95,-230
4.25,-139,-96,-217
4.26,-142,-97,-217
4.27,-145,-96,-230
4.28,-134,-90,-227
4.29,-133,-88,-219
4.30,-141,-91,-218
4.31,-142,-92,-219
4.32,-143,-93,-214
4.33,-143,-95,-219
4.34,-150,-92,-226
4.35,-146,-99,-223
4.36,-143,-102,-221
4.37,-145,-96,-219
4.38,-137,-92,-230
4.39,-139,-93,-239
4.40,-149,-98,-225
4.41,-146,-96,-216
4.42,-141,-85,-222
4.43,-150,-83,-217
4.44,-156,-89,-215
4.45,-150,-92,-219
4.46,-139,-89,-219
4.47,-135,-93,-220
4.48,-143,-103,-223
4.49,-155,-97,-223
4.50,-159,-90,-220
4.51,-154,-100,-210
4.52,-145,-101,-204
4.53,-145,-92,-210
4.54,-145,-95,-211
4.55,-137,-101,-222
4.56,-131,-95,-236
4.57,-132,-93,-236
4.58,-135,-97,-221
4.59,-138,-88,-209
4.60,-137,-78,-222
4.61,-140,-90,-236
4.62,-148,-100,-228
4.63,-143,-94,-218
4.64,-132,-90,-224
4.65,-133,-91,-229
4.66,-139,-89,-221
4.67,-138,-83,-227
4.68,-134,-88,-246
4.69,-139,-94,-245
4.70,-143,-92,-223
4.71,-143,-91,-216
4.72,-140,-85,-229
4.73,-136,-77,-228
4.74,-135,-79,-223
4.75,-132,-94,-228
4.76,-128,-97,-217
4.77,-135,-91,-214
4.78,-151,-87,-219
4.79,-156,-87,-210
4.80,-155,-87,-213
4.81,-152,-87,-220
4.82,-143,-86,-222
4.83,-146,-85,-231
4.84,-145,-90,-235
4.85,-137,-97,-226
4.86,-134,-97,-218
4.87,-141,-94,-229
4.88,-142,-89,-239
4.89,-139,-87,-227
4.90,-147,-91,-213
4.91,-149,-90,-221
4.92,-136,-92,-228
4.93,-135,-93,-231
4.94,-151,-89,-231
4.95,-153,-94,-223
4.96,-147,-97,-224
4.97,-141,-95,-229
4.98,-139,-95,-211
4.99,-138,-99,-212
5.00,-138,-98,-227
5.01,-148,-91,-225
5.02,-154,-88,-219
5.03,-151,-95,-222
5.04,-144,-96,-224
5.05,-139,-92,-231
5.06,-142,-88,-230
5.07,-144,-88,-210
5.08,-146,-97,-201
5.09,-145,-96,-215
5.10,-143,-88,-219
5.11,-138,-88,-217
5.12,-132,-90,-221
5.13,-133,-86,-217
5.14,-140,-82,-212
5.15,-142,-93,-216
5.16,-139,-103,-223
5.17,-140,-98,-212
5.18,-142,-91,-213
5.19,-142,-91,-238
5.20,-147,-92,-240
5.21,-158,-89,-221
5.22,-155,-99,-218
5.23,-149,-98,-222
5.24,-147,-85,-222
5.25,-147,-84,-217
5.26,-150,-90,-218
5.27,-148,-91,-227
5.28,-149,-90,-223
5.29,-147,-92,-217
5.30,-141,-95,-217
5.31,-143,-100,-226
5.32,-150,-101,-227
5.33,-146,-93,-209
5.34,-138,-93,-203
5.35,-149,-96,-218
5.36,-148,-89,-218
5.37,-140,-94,-201
5.38,-146,-99,-208
5.39,-146,-90,-227
5.40,-136,-92,-227
5.41,-131,-99,-226
5.42,-136,-93,-231
5.43,-142,-92,-213
5.44,-137,-96,-205
5.45,-134,-94,-224
5.46,-143,-92,-228
5.47,-143,-89,-214
5.48,-138,-82,-212
5.49,-135,-84,-225
5.50,-138,-96,-227
5.51,-143,-97,-213
5.52,-145,-91,-207
5.53,-144,-93,-222
5.54,-138,-93,-231
5.55,-137,-97,-233
5.56,-139,-96,-228
5.57,-138,-88,-220
5.58,-135,-86,-224
5.59,-142,-89,-230
5.60,-148,-87,-226
5.61,-144,-96,-226
5.62,-146,-103,-226
5.63,-155,-92,-221
5.64,-157,-81,-216
5.65,-139,-87,-225
5.66,-132,-96,-226
5.67,-149,-97,-219
5.68,-144,-95,-217
5.69,-133,-87,-214
5.70,-136,-85,-221
5.71,-136,-87,-225
5.72,-129,-90,-221
5.73,-130,-90,-220
5.74,-141,-90,-218
5.75,-147,-97,-214
5.76,-139,-94,-216
5.77,-127,-81,-221
5.78,-125,-80,-224
5.79,-132,-88,-225
5.80,-137,-90,-228
5.81,-143,-91,-222
5.82,-147,-89,-218
5.83,-153,-92,-235
5.84,-158,-87,-232
5.85,-153,-88,-208
5.86,-141,-97,-198
5.87,-138,-96,-204
5.88,-133,-89,-215
5.89,-137,-91,-212
5.90,-143,-91,-204
5.91,-142,-80,-208
5.92,-137,-82,-215
5.93,-135,-94,-226
5.94,-143,-95,-225
5.95,-144,-90,-222
5.96,-139,-92,-221
5.97,-139,-95,-216
5.98,-139,-91,-215
5.99,-143,-86,-222
6.00,-145,-91,-226
6.01,-141,-97,-237
6.02,-139,-98,-242
6.03,-139,-93,-234
6.04,-141,-86,-215
6.05,-136,-91,-212
6.06,-133,-97,-215
6.07,-140,-93,-211
6.08,-144,-86,-203
6.09,-144,-87,-205
6.10,-148,-94,-220
6.11,-143,-98,-235
6.12,-130,-92,-228
6.13,-133,-83,-214
6.14,-145,-88,-219
6.15,-151,-102,-226
6.16,-147,-103,-228
6.17,-134,-92,-226
6.18,-135,-91,-219
6.19,-154,-92,-213
6.20,-149,-88,-215
6.21,-137,-91,-223
6.22,-141,-94,-220
6.23,-142,-87,-222
6.24,-136,-93,-231
6.25,-138,-101,-226
6.26,-144,-95,-219
6.27,-141,-94,-229
6.28,-144,-95,-228
6.29,-146,-97,-218
6.30,-142,-94,-213
6.31,-137,-87,-210
6.32,-134,-88,-208
6.33,-147,-93,-216
6.34,-154,-94,-225
6.35,-153,-91,-211
6.36,-147,-88,-210
6.37,-138,-85,-224
6.38,-135,-91,-221
6.39,-137,-96,-208
6.40,-138,-93,-219
6.41,-138,-89,-227
6.42,-143,-92,-215
6.43,-149,-96,-208
6.44,-148,-91,-215
6.45,-140,-90,-226
6.46,-141,-95,-224
6.47,-151,-98,-219
6.48,-147,-92,-222
6.49,-141,-88,-221
6.50,-144,-89,-211
6.51,-139,-91,-215
6.52,-139,-91,-221
6.53,-140,-92,-217
6.54,-138,-91,-213
6.55,-140,-86,-213
6.56,-139,-88,-223
6.57,-142,-95,-228
6.58,-143,-89,-223
6.59,-145,-88,-223
6.60,-148,-93,-224
6.61,-140,-90,-215
6.62,-131,-92,-219
6.63,-132,-96,-225
6.64,-131,-94,-215
6.65,-133,-94,-213
6.66,-139,-99,-219
6.67,-148,-98,-212
6.68,-155,-98,-212
6.69,-142,-93,-221
6.70,-130,-85,-228
6.71,-142,-93,-212
6.72,-149,-96,-205
6.73,-148,-90,-215
6.74,-143,-83,-224
6.75,-139,-83,-218
6.76,-140,-91,-199
6.77,-139,-97,-201
6.78,-141,-97,-229
6.79,-146,-94,-229
6.80,-143,-93,-214
6.81,-138,-94,-220
6.82,-138,-95,-218
6.83,-140,-96,-214
6.84,-140,-99,-228
6.85,-134,-93,-230
6.86,-140,-88,-214
6.87,-156,-91,-215
6.88,-153,-91,-230
6.89,-146,-89,-213
6.90,-145,-93,-199
6.91,-142,-97,-213
6.92,-144,-93,-214
6.93,-144,-94,-213
6.94,-141,-95,-215
6.95,-142,-97,-218
6.96,-142,-98,-217
6.97,-140,-90,-225
6.98,-134,-90,-233
6.99,-128,-94,-224
7.00,-137,-91,-219
7.01,-147,-92,-223
7.02,-147,-97,-221
7.03,-139,-97,-225
7.04,-132,-92,-218
7.05,-134,-91,-213
7.06,-131,-94,-221
7.07,-139,-98,-229
7.08,-149,-96,-230
7.09,-148,-89,-221
7.10,-151,-84,-215
7.11,-151,-85,-223
7.12,-142,-85,-222
7.13,-136,-85,-220
7.14,-135,-89,-227
7.15,-136,-88,-222
7.16,-139,-87,-206
7.17,-141,-84,-207
7.18,-139,-85,-227
7.19,-141,-92,-223
7.20,-148,-93,-212
7.21,-150,-85,-213
7.22,-151,-83,-221
7.23,-154,-94,-213
7.24,-146,-102,-204
7.25,-143,-97,-210
7.26,-143,-87,-219
7.27,-144,-88,-227
7.28,-149,-90,-223
7.29,-148,-85,-213
7.30,-133,-91,-218
7.31,-125,-96,-232
7.32,-141,-89,-226
7.33,-149,-98,-219
7.34,-147,-105,-226
7.35,-142,-97,-230
7.36,-143,-99,-235
7.37,-139,-102,-223
7.38,-137,-102,-207
7.39,-145,-94,-216
7.40,-139,-88,-229
7.41,-129,-89,-231
7.42,-139,-92,-222
7.43,-147,-89,-219
7.44,-143,-90,-226
7.45,-146,-87,-228
7.46,-157,-83,-216
7.47,-153,-88,-216
7.48,-140,-95,-220
7.49,-137,-98,-222
7.50,-146,-97,-225
7.51,-147,-96,-215
7.52,-138,-102,-214
7.53,-139,-102,-228
7.54,-143,-93,-228
7.55,-149,-88,-213
7.56,-154,-88,-219
7.57,-151,-89,-227
7.58,-143,-89,-225
7.59,-145,-95,-219
7.60,-148,-92,-213
7.61,-142,-88,-223
7.62,-136,-93,-239
7.63,-140,-92,-223
7.64,-142,-91,-205
7.65,-137,-96,-221
7.66,-139,-92,-234
7.67,-137,-87,-217
7.68,-130,-83,-214
7.69,-141,-80,-217
7.70,-155,-85,-218
7.71,-150,-87,-216
7.72,-135,-90,-205
7.73,-132,-98,-207
7.74,-144,-96,-222
7.75,-144,-90,-220
7.76,-141,-89,-215
7.77,-152,-93,-218
7.78,-145,-96,-209
7.79,-130,-95,-208
7.80,-134,-94,-214
7.81,-144,-93,-220
7.82,-149,-92,-227
7.83,-147,-91,-229
7.84,-149,-83,-226
7.85,-144,-82,-224
7.86,-134,-94,-218
7.87,-132,-97,-209
7.88,-139,-91,-208
7.89,-147,-95,-206
7.90,-149,-95,-222
7.91,-142,-90,-243
7.92,-145,-90,-238
7.93,-149,-93,-224
7.94,-145,-95,-222
7.95,-148,-96,-230
7.96,-151,-93,-233
7.97,-150,-95,-225
7.98,-147,-99,-225
7.99,-145,-91,-233
8.00,-140,-86,-240
8.01,-136,-92,-231
8.02,-136,-93,-212
8.03,-142,-89,-214
8.04,-139,-91,-226
8.05,-135,-94,-229
8.06,-137,-93,-221
8.07,-140,-93,-224
8.08,-145,-97,-226
8.09,-145,-94,-226
8.10,-139,-89,-227
8.11,-129,-90,-231
8.12,-126,-94,-234
8.13,-134,-91,-213
8.14,-146,-89,-201
8.15,-148,-96,-216
8.16,-140,-99,-224
8.17,-147,-91,-221
8.18,-154,-92,-230
8.19,-146,-96,-232
8.20,-142,-91,-218
8.21,-139,-88,-212
8.22,-132,-86,-219
8.23,-132,-85,-231
8.24,-137,-94,-224
8.25,-146,-100,-208
8.26,-149,-100,-208
8.27,-142,-95,-226
8.28,-142,-87,-228
8.29,-135,-82,-212
8.30,-138,-94,-206
8.31,-149,-103,-215
8.32,-148,-95,-215
8.33,-148,-88,-209
8.34,-143,-93,-210
8.35,-130,-95,-221
8.36,-141,-86,-229
8.37,-151,-85,-233
8.38,-146,-89,-231
8.39,-141,-85,-227
8.40,-141,-85,-219
8.41,-144,-91,-221
8.42,-139,-95,-226
8.43,-140,-92,-219
8.44,-142,-88,-212
8.45,-135,-89,-218
8.46,-135,-88,-225
8.47,-144,-89,-216
8.48,-146,-94,-210
8.49,-140,-97,-219
8.50,-135,-95,-217
8.51,-132,-95,-221
8.52,-137,-94,-230
8.53,-140,-92,-217
8.54,-142,-97,-205
8.55,-142,-98,-216
8.56,-138,-93,-223
8.57,-133,-94,-223
8.58,-133,-97,-218
8.59,-133,-99,-223
8.60,-129,-94,-233
8.61,-128,-87,-233
8.62,-133,-86,-226
8.63,-138,-91,-222
8.64,-146,-97,-218
8.65,-144,-97,-223
8.66,-138,-91,-224
8.67,-151,-88,-215
8.68,-153,-93,-215
8.69,-139,-93,-227
8.70,-126,-86,-226
8.71,-127,-88,-212
8.72,-139,-91,-209
8.73,-146,-79,-209
8.74,-139,-75,-207
8.75,-131,-89,-213
8.76,-136,-94,-223
8.77,-149,-88,-225
8.78,-153,-82,-222
8.79,-139,-81,-213
8.80,-133,-86,-204
8.81,-138,-92,-208
8.82,-134,-94,-219
8.83,-137,-90,-222
8.84,-138,-87,-218
8.85,-137,-92,-222
8.86,-143,-97,-227
8.87,-148,-88,-223
8.88,-137,-82,-207
8.89,-130,-87,-206
8.90,-142,-89,-219
8.91,-140,-85,-223
8.92,-133,-89,-216
8.93,-141,-95,-212
8.94,-149,-96,-216
8.95,-148,-91,-222
8.96,-141,-85,-221
8.97,-137,-87,-217
8.98,-141,-89,-222
8.99,-147,-85,-225
9.00,-144,-85,-224
9.01,-142,-97,-220
9.02,-146,-101,-220
9.03,-141,-96,-223
9.04,-139,-92,-219
9.05,-147,-89,-218
9.06,-152,-86,-221
9.07,-141,-84,-226
9.08,-126,-89,-224
9.09,-130,-95,-213
9.10,-144,-97,-215
9.11,-144,-92,-224
9.12,-132,-87,-226
9.13,-136,-95,-215
9.14,-145,-96,-216
9.15,-136,-84,-226
9.16,-132,-87,-224
9.17,-139,-99,-212
9.18,-142,-97,-214
9.19,-142,-89,-228
9.20,-135,-92,-226
9.21,-136,-97,-221
9.22,-145,-94,-225
9.23,-156,-92,-236
9.24,-157,-91,-240
9.25,-146,-87,-232
9.26,-140,-84,-216
9.27,-132,-96,-212
9.28,-136,-104,-223
9.29,-146,-98,-236
9.30,-140,-91,-227
9.31,-135,-91,-205
9.32,-135,-92,-208
9.33,-131,-93,-229
9.34,-135,-87,-230
9.35,-139,-85,-218
9.36,-125,-94,-221
9.37,-134,-97,-220
9.38,-153,-88,-219
9.39,-148,-90,-223
9.40,-134,-96,-229
9.41,-130,-96,-229
9.42,-140,-90,-234
9.43,-142,-94,-232
9.44,-138,-93,-225
9.45,-145,-86,-224
9.46,-151,-90,-230
9.47,-146,-96,-228
9.48,-139,-94,-215
9.49,-136,-89,-214
9.50,-139,-82,-219
9.51,-149,-86,-218
9.52,-145,-94,-223
9.53,-134,-93,-220
9.54,-137,-87,-207
9.55,-141,-89,-215
9.56,-147,-92,-225
9.57,-148,-91,-221
9.58,-143,-93,-214
9.59,-146,-92,-221
9.60,-157,-86,-236
9.61,-156,-87,-230
9.62,-131,-92,-210
9.63,-123,-92,-209
9.64,-140,-91,-229
9.65,-144,-96,-229
9.66,-130,-95,-219
9.67,-129,-83,-216
9.68,-137,-86,-220
9.69,-143,-94,-220
9.70,-143,-95,-214
9.71,-139,-93,-209
9.72,-142,-91,-213
9.73,-147,-91,-222
9.74,-140,-94,-221
9.75,-141,-99,-218
9.76,-143,-94,-211
9.77,-136,-84,-219
9.78,-138,-87,-229
9.79,-143,-93,-222
9.80,-133,-92,-213
9.81,-131,-92,-213
9.82,-144,-96,-213
9.83,-145,-94,-209
9.84,-143,-96,-214
9.85,-146,-101,-223
9.86,-146,-94,-217
9.87,-144,-85,-210
9.88,-144,-84,-215
9.89,-143,-90,-219
9.90,-138,-94,-210
9.91,-138,-93,-206
9.92,-137,-88,-218
9.93,-140,-93,-220
9.94,-140,-99,-217
9.95,-134,-97,-221
9.96,-133,-93,-220
9.97,-143,-87,-212
9.98,-147,-80,-210
9.99,-139,-85,-222
10.00,-139,-92,-228
10.01,-156,-91,-230
10.02,-154,-96,-238
10.03,-139,-104,-228
10.04,-136,-98,-211
10.05,-148,-91,-206
10.06,-150,-89,-216
10.07,-142,-86,-221
10.08,-137,-80,-209
10.09,-135,-81,-210
10.10,-145,-93,-229
10.11,-153,-97,-229
10.12,-148,-91,-217
10.13,-138,-93,-215
10.14,-137,-93,-219
10.15,-149,-82,-222
10.16,-155,-79,-224
10.17,-148,-89,-222
10.18,-136,-94,-215
10.19,-136,-84,-224
10.20,-141,-84,-229
10.21,-138,-91,-226
10.22,-134,-89,-231
10.23,-139,-89,-222
10.24,-147,-91,-210
10.25,-145,-97,-214
10.26,-141,-101,-219
10.27,-141,-96,-218
10.28,-138,-88,-214
10.29,-137,-85,-221
10.30,-141,-91,-224
10.31,-140,-98,-213
10.32,-137,-97,-220
10.33,-139,-89,-230
10.34,-137,-87,-228
10.35,-131,-93,-233
10.36,-133,-93,-229
10.37,-142,-89,-229
10.38,-143,-95,-235
10.39,-133,-94,-220
10.40,-135,-87,-212
10.41,-142,-85,-227
10.42,-133,-90,-232
10.43,-129,-97,-216
10.44,-143,-97,-219
10.45,-146,-94,-239
10.46,-140,-94,-235
10.47,-143,-91,-221
10.48,-147,-83,-215
10.49,-142,-91,-211
10.50,-141,-98,-221
10.51,-146,-93,-238
10.52,-148,-87,-227
10.53,-143,-89,-212
10.54,-141,-85,-223
10.55,-142,-80,-228
10.56,-140,-89,-213
10.57,-136,-102,-205
10.58,-136,-98,-211
10.59,-147,-93,-211
10.60,-144,-98,-216
10.61,-129,-99,-231
10.62,-140,-96,-237
10.63,-150,-94,-227
10.64,-139,-88,-227
10.65,-142,-85,-224
10.66,-145,-93,-215
10.67,-135,-95,-218
10.68,-129,-94,-220
