2011.02.07 16:47:38,,,
MIHARU,,,
T1,,,
,N102W,N12W,
0.95,113,17,-43
0.96,100,13,-43
0.97,121,10,-48
0.98,148,8,-45
0.99,153,20,-46
1.00,136,31,-46
1.01,125,20,-44
1.02,120,5,-27
1.03,115,5,-21
1.04,142,12,-38
1.05,160,12,-40
1.06,142,6,-45
1.07,121,0,-51
1.08,107,-3,-48
1.09,115,13,-43
1.10,138,37,-46
1.11,150,35,-44
1.12,148,6,-30
1.13,133,-4,-34
1.14,122,12,-56
1.15,124,26,-63
1.16,130,22,-40
1.17,141,9,-27
1.18,138,1,-52
1.19,128,4,-56
1.20,125,20,-24
1.21,135,46,-35
1.22,144,31,-47
1.23,139,0,-23
1.24,141,3,-30
1.25,143,7,-53
1.26,132,4,-61
1.27,128,9,-46
1.28,127,15,-33
1.29,140,31,-42
1.30,155,38,-44
1.31,142,22,-32
1.32,120,7,-37
1.33,118,-6,-54
1.34,133,-6,-56
1.35,152,19,-45
1.36,153,34,-44
1.37,125,24,-51
1.38,104,14,-49
1.39,119,16,-44
1.40,147,18,-43
1.41,160,20,-49
1.42,155,21,-51
1.43,121,21,-55
1.44,97,16,-41
1.45,118,14,-25
1.46,146,12,-46
1.47,164,8,-56
1.48,152,9,-34
1.49,113,13,-40
1.50,100,14,-61
1.51,113,12,-61
1.52,128,14,-43
1.53,147,15,-32
1.54,148,11,-41
1.55,121,17,-42
1.56,103,24,-41
1.57,110,16,-46
1.58,134,9,-51
1.59,162,6,-49
1.60,161,7,-39
1.61,139,31,-59
1.62,125,37,-72
1.63,111,22,-46
1.64,116,5,-22
1.65,148,5,-23
1.66,164,26,-38
1.67,143,23,-41
1.68,113,6,-36
1.69,102,9,-43
1.70,126,7,-46
1.71,154,5,-38
1.72,157,17,-27
1.73,129,32,-24
1.74,104,27,-47
1.75,104,0,-55
1.76,128,-4,-44
1.77,157,25,-32
1.78,154,26,-15
1.79,140,6,-27
1.80,125,12,-55
1.81,109,40,-62
1.82,116,30,-45
1.83,129,5,-38
1.84,139,4,-44
1.85,134,5,-46
1.86,119,-5,-49
1.87,114,5,-52
1.88,127,14,-55
1.89,134,10,-53
1.90,136,19,-35
1.91,140,28,-32
1.92,141,30,-45
1.93,134,23,-46
1.94,121,5,-44
1.95,115,5,-42
1.96,124,12,-38
1.97,141,27,-39
1.98,137,33,-48
1.99,119,13,-50
2.00,110,5,-48
2.01,124,24,-51
2.02,156,28,-48
2.03,154,5,-37
2.04,128,-4,-34
2.05,109,19,-39
2.06,116,30,-46
2.07,129,22,-45
2.08,135,16,-36
2.09,143,4,-48
2.10,129,3,-52
2.11,99,24,-51
2.12,116,36,-46
2.13,155,21,-33
2.14,150,3,-53
2.15,135,-1,-58
2.16,137,9,-47
2.17,143,29,-52
2.18,145,27,-44
2.19,133,0,-30
2.20,123,-12,-33
2.21,126,16,-54
2.22,135,38,-48
2.23,125,33,-30
2.24,110,14,-45
2.25,131,-7,-54
2.26,157,-1,-58
2.27,142,19,-56
2.28,114,31,-41
2.29,111,33,-44
2.30,120,16,-48
2.31,120,5,-43
2.32,135,15,-43
2.33,150,29,-38
2.34,130,24,-40
2.35,109,2,-51
2.36,124,-6,-50
2.37,151,19,-49
2.38,155,21,-41
2.39,130,3,-40
2.40,111,6,-51
2.41,119,16,-56
2.42,134,19,-48
2.43,137,25,-40
2.44,141,23,-36
2.45,133,5,-45
2.46,120,-4,-51
2.47,134,14,-36
2.48,149,38,-36
2.49,145,30,-43
2.50,133,0,-39
2.51,125,-12,-37
2.52,128,6,-39
2.53,133,29,-34
2.54,121,33,-37
2.55,107,18,-44
2.56,120,11,-37
2.57,136,25,-35
2.58,139,23,-36
2.59,133,8,-49
2.60,127,-2,-57
2.61,129,12,-46
2.62,145,31,-34
2.63,150,33,-28
2.64,142,27,-36
2.65,123,11,-38
2.66,119,-4,-35
2.67,142,8,-30
2.68,148,34,-38
2.69,116,21,-48
2.70,101,0,-47
2.71,120,6,-52
2.72,149,27,-39
2.73,161,30,-29
2.74,158,14,-51
2.75,137,5,-48
2.76,111,13,-31
2.77,114,19,-36
2.78,137,18,-43
2.79,138,13,-51
2.80,131,10,-52
2.81,119,10,-41
2.82,115,24,-52
2.83,126,32,-51
2.84,137,14,-42
2.85,153,1,-46
2.86,141,6,-58
2.87,119,19,-68
2.88,126,24,-37
2.89,133,7,-23
2.90,125,-1,-50
2.91,110,14,-52
2.92,102,29,-38
2.93,113,23,-34
2.94,130,4,-43
2.95,145,-4,-58
2.96,139,3,-50
2.97,141,12,-37
2.98,149,20,-34
2.99,129,19,-53
3.00,118,5,-58
3.01,125,11,-46
3.02,124,31,-52
3.03,116,23,-44
3.04,127,-2,-26
3.05,135,-7,-30
3.06,126,5,-48
3.07,130,27,-50
3.08,141,42,-46
3.09,135,32,-49
3.10,125,8,-43
3.11,134,-7,-36
3.12,147,10,-49
3.13,134,29,-56
3.14,121,22,-49
3.15,121,-12,-31
3.16,108,-19,-53
3.17,109,25,-64
3.18,127,40,-46
3.19,135,19,-37
3.20,142,-7,-35
3.21,144,-27,-34
3.22,137,12,-37
3.23,131,61,-39
3.24,119,42,-40
3.25,127,-1,-25
3.26,141,-25,-21
3.27,138,-9,-28
3.28,113,30,-46
3.29,97,46,-59
3.30,112,30,-41
3.31,138,1,-27
3.32,163,-6,-53
3.33,158,12,-58
3.34,133,19,-34
3.35,129,12,-37
3.36,138,-9,-41
3.37,131,-13,-37
3.38,127,10,-37
3.39,127,40,-49
3.40,133,52,-47
3.41,116,25,-33
3.42,102,-7,-51
3.43,127,6,-53
3.44,143,28,-41
3.45,151,17,-33
3.46,155,-2,-21
3.47,146,-12,-40
3.48,135,7,-57
3.49,123,26,-49
3.50,119,13,-46
3.51,127,13,-48
3.52,115,15,-49
3.53,109,2,-44
3.54,107,8,-50
3.55,106,24,-49
3.56,128,23,-35
3.57,160,4,-27
3.58,160,-7,-37
3.59,130,13,-64
3.60,124,24,-55
3.61,139,14,-27
3.62,144,16,-40
3.63,141,15,-50
3.64,138,8,-49
3.65,118,1,-41
3.66,88,-1,-33
3.67,97,9,-33
3.68,137,17,-28
3.69,150,22,-39
3.70,129,20,-61
3.71,126,21,-51
3.72,146,14,-35
3.73,152,3,-41
3.74,146,11,-48
3.75,139,11,-44
3.76,119,8,-35
3.77,96,26,-32
3.78,97,34,-44
3.79,122,32,-45
3.80,155,18,-33
3.81,163,-4,-29
3.82,148,-4,-36
3.83,140,5,-44
3.84,135,15,-41
3.85,122,17,-52
3.86,127,9,-67
3.87,132,14,-50
3.88,115,27,-35
3.89,112,14,-48
3.90,131,8,-57
3.91,145,9,-49
3.92,151,0,-43
3.93,157,6,-50
3.94,158,15,-46
3.95,150,17,-48
3.96,135,8,-46
3.97,116,10,-38
3.98,110,15,-41
3.99,112,2,-53
4.00,134,7,-57
4.01,152,18,-48
4.02,145,18,-43
4.03,142,12,-37
4.04,128,11,-42
4.05,131,9,-45
4.06,144,-4,-40
4.07,129,9,-47
4.08,112,35,-46
4.09,125,39,-44
4.10,136,21,-42
4.11,130,7,-34
4.12,135,8,-45
4.13,144,6,-47
4.14,147,13,-43
4.15,149,23,-47
4.16,144,13,-38
4.17,127,11,-38
4.18,123,14,-36
4.19,125,11,-24
4.20,131,5,-43
4.21,135,6,-60
4.22,120,13,-50
4.23,111,13,-44
4.24,116,17,-55
4.25,138,5,-49
4.26,147,-6,-39
4.27,141,6,-44
4.28,141,23,-50
4.29,137,29,-45
4.30,130,32,-43
4.31,131,27,-48
4.32,136,13,-46
4.33,145,1,-34
4.34,136,9,-23
4.35,122,32,-36
4.36,130,34,-53
4.37,140,8,-49
4.38,143,-3,-51
4.39,145,9,-41
4.40,150,30,-48
4.41,137,38,-60
4.42,126,18,-44
4.43,127,-2,-31
4.44,109,-6,-44
4.45,115,22,-61
4.46,144,33,-48
4.47,149,12,-41
4.48,128,6,-43
4.49,104,9,-39
4.50,118,31,-46
4.51,156,54,-57
4.52,158,26,-50
4.53,133,-5,-38
4.54,115,2,-47
4.55,108,16,-58
4.56,117,17,-38
4.57,127,19,-28
4.58,138,5,-44
4.59,137,-22,-47
4.60,117,-6,-51
4.61,97,34,-52
4.62,119,45,-55
4.63,158,26,-42
4.64,154,5,-31
4.65,133,4,-52
4.66,125,11,-65
4.67,125,23,-51
4.68,127,25,-40
4.69,131,6,-34
4.70,147,-4,-33
4.71,153,14,-39
4.72,122,33,-46
4.73,95,27,-39
4.74,125,6,-33
4.75,166,-13,-33
4.76,148,-16,-27
4.77,118,16,-36
4.78,119,44,-44
4.79,111,21,-47
4.80,108,-1,-49
4.81,133,8,-42
4.82,136,20,-43
4.83,129,24,-34
4.84,132,30,-24
4.85,128,30,-35
4.86,131,19,-51
4.87,143,10,-54
4.88,148,14,-37
4.89,134,21,-31
4.90,135,8,-57
4.91,145,18,-65
4.92,118,32,-52
4.93,95,25,-55
4.94,121,1,-56
4.95,149,-10,-40
4.96,140,1,-34
4.97,119,0,-53
4.98,120,14,-60
4.99,115,37,-49
5.00,116,35,-58
5.01,153,16,-54
5.02,163,9,-37
5.03,125,16,-43
5.04,99,3,-43
5.05,109,-1,-49
5.06,126,12,-54
5.07,127,28,-47
5.08,126,27,-39
5.09,110,15,-32
5.10,105,21,-27
5.11,141,21,-34
5.12,170,3,-59
5.13,169,-5,-49
5.14,149,-1,-28
5.15,126,30,-46
5.16,116,55,-51
5.17,100,42,-32
5.18,101,-2,-32
5.19,115,-29,-41
5.20,133,-5,-54
5.21,135,23,-51
5.22,127,41,-35
5.23,130,47,-41
5.24,120,29,-41
5.25,133,7,-37
5.26,172,-5,-48
5.27,163,-12,-46
5.28,125,-3,-43
5.29,109,25,-37
5.30,98,51,-45
5.31,106,46,-57
5.32,137,0,-48
5.33,150,-14,-36
5.34,146,-1,-25
5.35,150,4,-32
5.36,137,23,-43
5.37,120,39,-44
5.38,144,34,-42
5.39,172,4,-30
5.40,155,-9,-35
5.41,119,7,-35
5.42,101,12,-31
5.43,91,12,-54
5.44,85,18,-59
5.45,115,25,-40
5.46,156,37,-34
5.47,163,32,-41
5.48,144,15,-46
5.49,142,3,-38
5.50,147,8,-42
5.51,149,19,-50
5.52,159,10,-36
5.53,146,12,-46
5.54,105,35,-52
5.55,76,32,-60
5.56,88,19,-66
5.57,120,7,-64
5.58,155,-2,-56
5.59,177,-7,-34
5.60,145,23,-36
5.61,110,51,-45
5.62,135,24,-40
5.63,165,-17,-34
5.64,136,-15,-46
5.65,107,13,-67
5.66,113,25,-61
5.67,103,30,-44
5.68,85,11,-41
5.69,110,3,-39
5.70,172,28,-39
5.71,188,49,-43
5.72,145,50,-48
5.73,116,14,-52
5.74,126,-22,-41
5.75,137,-16,-43
5.76,121,2,-52
5.77,94,21,-49
5.78,87,26,-55
5.79,93,3,-49
5.80,118,2,-27
5.81,167,28,-29
5.82,194,53,-43
5.83,187,39,-39
5.84,166,-18,-13
5.85,160,-35,-20
5.86,133,10,-51
5.87,90,56,-58
5.88,67,62,-54
5.89,69,14,-39
5.90,100,-43,-27
5.91,126,-25,-33
5.92,124,30,-48
5.93,128,64,-53
5.94,163,47,-32
5.95,195,-8,-30
5.96,194,-30,-35
5.97,168,-5,-22
5.98,131,45,-39
5.99,90,51,-45
6.00,72,-2,-49
6.01,96,-26,-67
6.02,119,12,-66
6.03,111,64,-52
6.04,107,64,-37
6.05,128,15,-34
6.06,165,-31,-21
6.07,190,-29,-16
6.08,178,27,-34
6.09,128,58,-44
6.10,95,33,-45
6.11,109,-6,-36
6.12,118,-2,-37
6.13,110,25,-46
6.14,111,24,-32
6.15,112,19,-44
6.16,126,5,-58
6.17,142,-2,-36
6.18,159,28,-20
6.19,163,41,-26
6.20,153,-7,-43
6.21,139,-29,-43
6.22,118,18,-27
6.23,114,39,-47
6.24,98,28,-71
6.25,84,15,-38
6.26,113,11,-27
6.27,149,10,-54
6.28,156,-11,-56
6.29,159,-4,-39
6.30,161,19,-30
6.31,156,11,-35
6.32,127,12,-53
6.33,108,32,-61
6.34,120,33,-46
6.35,128,5,-48
6.36,113,-1,-55
6.37,95,30,-51
6.38,83,60,-51
6.39,104,47,-40
6.40,154,-12,-32
6.41,193,-53,-39
6.42,194,-24,-31
6.43,156,39,-45
6.44,110,53,-43
6.45,86,25,-25
6.46,108,6,-43
6.47,137,6,-49
6.48,143,27,-37
6.49,141,48,-44
6.50,125,31,-42
6.51,109,-11,-29
6.52,129,-29,-40
6.53,156,10,-52
6.54,155,39,-47
6.55,119,28,-57
6.56,84,23,-52
6.57,92,20,-46
6.58,117,22,-48
6.59,147,18,-44
6.60,186,-2,-30
6.61,179,-4,-21
6.62,117,8,-33
6.63,99,18,-45
6.64,134,13,-40
6.65,138,10,-45
6.66,134,27,-43
6.67,128,34,-41
6.68,113,17,-49
6.69,112,9,-37
6.70,131,12,-29
6.71,149,6,-53
6.72,157,4,-59
6.73,161,12,-45
6.74,148,19,-42
6.75,104,21,-43
6.76,95,23,-62
6.77,105,24,-66
6.78,118,17,-50
6.79,139,-4,-45
6.80,137,-8,-38
6.81,130,20,-44
6.82,115,46,-49
6.83,114,34,-53
6.84,145,4,-54
6.85,147,-10,-36
6.86,113,0,-33
6.87,97,17,-48
6.88,114,33,-61
6.89,151,27,-50
6.90,152,-16,-23
6.91,137,-16,-28
6.92,140,19,-42
6.93,138,35,-47
6.94,130,30,-44
6.95,127,7,-39
6.96,123,-17,-44
6.97,113,1,-64
6.98,118,48,-51
6.99,140,64,-26
7.00,152,39,-42
7.01,140,-2,-49
7.02,136,-17,-37
7.03,147,18,-53
7.04,158,39,-57
7.05,149,19,-43
7.06,110,0,-46
7.07,80,0,-61
7.08,97,12,-57
7.09,132,29,-47
7.10,148,40,-41
7.11,152,21,-38
7.12,149,-17,-49
7.13,127,-12,-44
7.14,130,30,-39
7.15,147,46,-47
7.16,138,29,-40
7.17,127,18,-43
7.18,126,11,-48
7.19,128,-1,-58
7.20,124,15,-64
7.21,115,26,-47
7.22,115,4,-46
7.23,132,6,-48
7.24,158,30,-39
7.25,150,20,-33
7.26,133,1,-38
7.27,130,0,-38
7.28,140,-10,-48
7.29,138,2,-52
7.30,121,28,-36
7.31,114,35,-39
7.32,113,28,-43
7.33,111,27,-45
7.34,135,24,-39
7.35,160,4,-33
7.36,158,-9,-42
7.37,129,-1,-32
7.38,113,21,-34
7.39,133,23,-36
7.40,132,9,-37
7.41,116,12,-43
7.42,117,23,-32
7.43,127,29,-41
7.44,137,41,-31
7.45,127,30,-14
7.46,119,-2,-38
7.47,128,-9,-41
7.48,137,3,-34
7.49,148,25,-56
7.50,153,30,-55
7.51,118,25,-37
7.52,86,32,-43
7.53,99,25,-52
7.54,127,8,-44
7.55,140,-12,-34
7.56,144,-11,-41
7.57,132,12,-43
7.58,114,31,-38
7.59,124,35,-46
7.60,140,35,-54
7.61,126,18,-36
7.62,120,-1,-20
7.63,126,4,-42
7.64,134,9,-60
7.65,130,13,-47
7.66,137,24,-53
7.67,146,17,-56
7.68,146,17,-47
7.69,148,31,-50
7.70,134,20,-57
7.71,107,-6,-54
7.72,115,-22,-46
7.73,147,-13,-50
7.74,145,16,-44
7.75,108,33,-38
7.76,100,36,-44
7.77,130,19,-48
7.78,157,-2,-53
7.79,146,-12,-53
7.80,127,7,-49
7.81,119,27,-45
7.82,121,24,-42
7.83,142,36,-55
7.84,162,38,-51
7.85,135,21,-44
7.86,111,17,-45
7.87,124,0,-38
7.88,135,-6,-39
7.89,138,22,-35
7.90,140,39,-8
7.91,128,30,-24
7.92,106,17,-58
7.93,121,10,-55
7.94,145,15,-47
7.95,141,23,-39
7.96,120,17,-33
7.97,103,3,-41
7.98,107,-6,-49
7.99,127,12,-50
8.00,148,28,-34
8.01,151,30,-44
8.02,133,13,-55
8.03,127,-3,-49
8.04,137,5,-41
8.05,130,16,-36
8.06,122,24,-51
8.07,123,22,-50
8.08,125,11,-34
8.09,146,16,-38
8.10,154,24,-44
8.11,145,24,-42
8.12,124,24,-43
8.13,103,14,-50
8.14,120,2,-57
8.15,146,9,-47
8.16,133,20,-38
8.17,119,20,-37
8.18,125,-2,-41
8.19,118,-5,-49
8.20,118,21,-47
8.21,137,33,-44
8.22,133,23,-45
8.23,118,7,-48
8.24,120,9,-36
8.25,116,17,-31
8.26,107,28,-59
8.27,129,35,-52
8.28,157,32,-35
8.29,150,14,-37
8.30,119,14,-34
8.31,119,27,-42
8.32,149,22,-47
8.33,150,3,-35
8.34,149,-2,-31
8.35,141,12,-48
8.36,115,17,-54
8.37,101,9,-43
8.38,112,14,-48
8.39,136,17,-53
8.40,152,8,-39
8.41,149,5,-42
8.42,132,13,-55
8.43,114,25,-63
8.44,125,34,-60
8.45,137,16,-34
8.46,130,-2,-31
8.47,125,6,-41
8.48,118,28,-47
8.49,112,24,-45
8.50,118,-1,-35
8.51,140,-3,-31
8.52,150,22,-37
8.53,122,27,-48
8.54,96,14,-46
8.55,105,23,-33
8.56,123,34,-39
8.57,142,19,-39
8.58,160,0,-37
8.59,142,14,-39
8.60,117,14,-31
8.61,130,7,-48
8.62,145,15,-51
8.63,124,35,-30
8.64,122,39,-33
8.65,131,15,-37
8.66,121,4,-29
8.67,121,-2,-39
8.68,129,-1,-51
8.69,132,22,-49
8.70,131,35,-39
8.71,146,34,-44
8.72,155,30,-49
8.73,130,14,-29
8.74,109,3,-28
8.75,125,-4,-49
8.76,140,-3,-55
8.77,135,15,-33
8.78,124,18,-23
8.79,117,13,-54
8.80,115,25,-61
8.81,131,38,-43
8.82,167,13,-41
8.83,174,-21,-37
8.84,144,0,-26
8.85,116,23,-53
8.86,94,18,-70
8.87,101,25,-51
8.88,152,34,-43
8.89,172,10,-43
8.90,134,-13,-41
8.91,105,20,-46
8.92,134,46,-45
8.93,139,15,-41
8.94,124,-18,-40
8.95,142,-7,-28
8.96,135,30,-32
8.97,106,44,-44
8.98,106,28,-42
8.99,132,3,-43
9.00,148,-15,-37
9.01,147,-3,-41
9.02,142,34,-45
9.03,127,56,-38
9.04,123,32,-40
9.05,126,-11,-37
9.06,123,-21,-30
9.07,120,4,-27
9.08,123,26,-35
9.09,109,23,-46
9.10,92,8,-42
9.11,122,2,-39
9.12,168,32,-46
9.13,170,42,-49
9.14,136,14,-45
9.15,123,2,-34
9.16,136,-1,-39
9.17,136,2,-44
9.18,100,27,-34
9.19,77,47,-30
9.20,113,18,-38
9.21,138,-20,-48
9.22,146,-5,-42
9.23,162,23,-32
9.24,157,30,-43
9.25,140,26,-45
9.26,141,20,-34
9.27,146,1,-42
9.28,136,0,-37
9.29,122,29,-35
9.30,104,28,-50
9.31,92,1,-49
9.32,106,1,-44
9.33,129,24,-44
9.34,147,37,-51
9.35,145,36,-46
9.36,125,32,-38
9.37,139,13,-47
9.38,143,-9,-45
9.39,122,6,-49
9.40,120,22,-55
9.41,119,17,-46
9.42,120,24,-43
9.43,123,22,-43
9.44,116,12,-57
9.45,104,10,-48
9.46,119,25,-28
9.47,157,15,-31
9.48,164,-5,-41
9.49,135,7,-47
9.50,122,22,-51
9.51,112,19,-53
9.52,100,14,-48
9.53,123,31,-46
9.54,143,26,-40
9.55,120,-2,-33
9.56,97,11,-53
9.57,111,28,-51
9.58,135,14,-42
9.59,164,15,-42
9.60,174,22,-28
9.61,138,5,-27
9.62,106,1,-43
9.63,119,28,-38
9.64,141,34,-37
9.65,129,14,-37
9.66,105,9,-28
9.67,121,23,-36
9.68,143,31,-42
9.69,137,11,-32
9.70,131,-4,-35
9.71,149,12,-44
9.72,167,31,-39
9.73,142,23,-29
9.74,111,13,-50
9.75,112,5,-47
9.76,114,4,-32
9.77,107,17,-47
9.78,124,26,-40
9.79,140,21,-28
9.80,132,11,-30
9.81,132,9,-48
9.82,146,17,-53
9.83,149,17,-34
9.84,146,23,-34
9.85,146,19,-32
9.86,123,11,-42
9.87,102,21,-57
9.88,118,31,-45
9.89,140,25,-46
9.90,144,-5,-47
9.91,143,-14,-40
9.92,129,5,-51
9.93,107,17,-49
9.94,123,22,-50
9.95,166,18,-44
9.96,162,16,-32
9.97,137,15,-53
9.98,125,21,-63
9.99,100,34,-40
10.00,94,18,-36
10.01,123,-14,-42
10.02,158,-5,-52
10.03,165,24,-42
10.04,141,36,-38
10.05,112,28,-47
10.06,110,14,-38
10.07,141,17,-38
10.08,160,25,-47
10.09,141,11,-45
10.10,109,3,-37
10.11,114,1,-32
10.12,138,-3,-37
10.13,139,16,-50
10.14,124,35,-49
10.15,126,33,-35
10.16,129,16,-34
10.17,117,-6,-32
10.18,119,-9,-30
10.19,137,17,-34
10.20,141,40,-47
10.21,126,32,-60
10.22,133,0,-45
10.23,146,-26,-24
10.24,134,4,-43
10.25,129,29,-44
10.26,131,19,-37
10.27,129,18,-42
10.28,145,9,-35
10.29,144,-7,-48
10.30,111,-1,-48
10.31,101,23,-36
10.32,129,38,-49
10.33,129,15,-42
10.34,132,1,-25
10.35,155,17,-29
10.36,143,25,-36
10.37,110,26,-44
10.38,115,15,-46
10.39,145,0,-50
10.40,158,-7,-44
10.41,132,1,-40
10.42,113,30,-55
10.43,121,34,-51
10.44,125,8,-44
10.45,119,-13,-46
10.46,125,-15,-44
10.47,134,15,-47
10.48,137,40,-40
10.49,150,24,-38
10.50,167,-1,-47
10.51,149,-3,-51
10.52,114,16,-55
10.53,99,32,-39
10.54,107,21,-24
10.55,129,-3,-41
10.56,148,-8,-50
10.57,135,9,-42
10.58,116,34,-36
10.59,124,44,-41
10.60,153,11,-38
10.61,159,-34,-36
10.62,150,-16,-46
10.63,146,31,-57
10.64,122,54,-69
10.65,95,46,-65
10.66,102,17,-50
10.67,125,-7,-44
10.68,138,6,-42
10.69,135,31,-52
10.70,134,19,-50
10.71,125,11,-36
10.72,131,23,-48
10.73,162,19,-55
10.74,157,20,-35
10.75,114,35,-26
10.76,92,8,-40
10.77,92,-21,-57
10.78,116,3,-55
10.79,147,36,-46
10.80,149,35,-51
10.81,128,13,-58
10.82,135,6,-51
10.83,161,1,-49
10.84,146,27,-56
10.85,110,48,-48
10.86,100,33,-44
10.87,117,19,-57
10.88,127,-4,-48
10.89,126,-2,-42
10.90,133,21,-42
10.91,146,13,-45
10.92,152,6,-57
10.93,146,10,-45
10.94,140,13,-35
10.95,133,18,-39
10.96,124,29,-43
10.97,120,23,-41
10.98,122,8,-37
10.99,120,11,-36
11.00,119,20,-47
11.01,111,7,-38
11.02,118,1,-28
11.03,150,26,-35
11.04,167,32,-36
11.05,157,11,-46
11.06,119,10,-42
11.07,109,17,-30
11.08,131,13,-34
11.09,120,19,-52
11.10,106,24,-51
11.11,114,22,-40
11.12,107,12,-53
11.13,105,15,-51
11.14,134,23,-38
11.15,161,24,-48
11.16,161,21,-40
11.17,150,6,-23
11.18,139,8,-45
11.19,126,19,-52
11.20,119,29,-31
11.21,128,32,-33
11.22,122,14,-55
11.23,107,0,-57
11.24,106,-2,-44
11.25,119,19,-41
11.26,135,31,-40
11.27,162,19,-46
11.28,169,-1,-44
11.29,151,-1,-49
11.30,143,18,-55
11.31,146,23,-34
11.32,125,15,-39
11.33,102,10,-48
11.34,96,6,-44
11.35,118,22,-49
11.36,144,27,-34
11.37,137,18,-37
11.38,138,11,-61
11.39,143,4,-53
11.40,148,9,-36
11.41,151,27,-34
11.42,146,33,-48
11.43,133,5,-55
11.44,112,-6,-35
11.45,103,3,-29
11.46,107,7,-42
11.47,120,14,-43
11.48,138,14,-46
11.49,136,7,-49
11.50,135,9,-50
11.51,160,6,-26
11.52,161,0,-25
11.53,133,15,-57
11.54,120,33,-62
11.55,119,34,-44
11.56,122,26,-36
11.57,125,10,-44
11.58,118,7,-41
11.59,100,19,-42
11.60,113,25,-55
11.61,153,8,-46
11.62,180,-12,-35
11.63,167,-4,-26
11.64,129,29,-30
11.65,120,36,-38
11.66,126,18,-32
11.67,118,6,-46
11.68,119,-2,-54
11.69,120,4,-38
11.70,113,33,-41
11.71,115,39,-38
11.72,132,26,-47
11.73,135,16,-54
11.74,132,15,-41
11.75,136,23,-35
11.76,143,10,-35
11.77,140,-6,-50
11.78,118,9,-50
11.79,91,34,-41
11.80,102,42,-45
11.81,140,9,-23
11.82,166,-7,-26
11.83,166,-3,-47
11.84,127,16,-36
11.85,113,46,-37
11.86,136,34,-38
11.87,145,4,-28
11.88,142,-9,-42
11.89,130,4,-57
11.90,104,24,-50
11.91,96,30,-47
11.92,117,18,-53
11.93,145,4,-45
11.94,159,5,-41
11.95,151,20,-46
11.96,127,29,-42
11.97,109,8,-30
11.98,122,-14,-27
11.99,150,2,-33
12.00,162,22,-35
12.01,134,18,-44
12.02,91,17,-53
12.03,83,22,-43
12.04,110,21,-36
12.05,147,23,-39
12.06,166,33,-41
12.07,132,16,-51
12.08,107,8,-45
12.09,120,27,-42
12.10,144,31,-46
12.11,156,19,-32
12.12,142,-1,-24
12.13,123,-15,-33
12.14,103,0,-51
12.15,110,24,-57
12.16,145,30,-43
12.17,151,18,-33
12.18,135,-1,-32
12.19,130,-4,-13
12.20,130,19,-25
12.21,127,34,-58
12.22,123,27,-61
12.23,125,12,-54
12.24,122,0,-44
12.25,123,23,-43
12.26,135,41,-45
12.27,125,27,-50
12.28,107,5,-50
12.29,116,-8,-38
12.30,162,7,-42
12.31,185,28,-52
12.32,152,29,-44
12.33,119,24,-41
12.34,119,16,-45
12.35,117,13,-43
12.36,137,17,-48
12.37,165,0,-45
12.38,150,-7,-37
12.39,100,8,-25
12.40,96,32,-29
12.41,131,37,-46
12.42,148,24,-44
12.43,158,4,-21
12.44,153,-3,-12
