2011.02.10 22:03:19,,,
MIHARU,,,
T1,,,
,N102W,N12W,
1.87,-3897,-3632,-47
1.88,-3861,-512,-1063
1.89,-3662,2785,-15
1.90,-4053,4274,879
1.91,-3221,3556,610
1.92,-193,1377,1286
1.93,3790,-1332,3914
1.94,6391,-3002,3526
1.95,7748,-1562,781
1.96,7727,1519,834
1.97,3690,2908,703
1.98,-2351,1695,-462
1.99,-6039,-281,746
2.00,-7821,-1234,1790
2.01,-6854,-1114,183
2.02,-1580,-617,-580
2.03,2523,-941,1221
2.04,1959,-1692,3802
2.05,1505,-42,3143
2.06,3528,3582,501
2.07,4838,5106,605
2.08,4381,2789,1290
2.09,4051,-1265,663
2.10,2482,-4205,1039
2.11,-1720,-4740,2465
2.12,-5349,-2381,2932
2.13,-5754,2281,-774
2.14,-3955,5476,-4981
2.15,-2799,4071,-2932
2.16,-3641,-358,2515
2.17,-2417,-3360,4292
2.18,2983,-2323,1374
2.19,7066,347,-434
2.20,7392,1961,-515
2.21,7879,2517,760
2.22,5813,1369,824
2.23,-976,-1336,461
2.24,-6593,-2445,1541
2.25,-7860,-1160,-1141
2.26,-4999,562,-4485
2.27,-2533,933,-1967
2.28,-2579,-305,1369
2.29,-1022,-1162,1653
2.30,4227,-627,1232
2.31,6905,-260,1069
2.32,4859,650,1032
2.33,4106,2591,1150
2.34,4748,2962,1355
2.35,2479,1727,1200
2.36,-1071,161,1302
2.37,-1957,-1576,58
2.38,-1782,-2541,-352
2.39,-4080,-1931,2217
2.40,-6406,-199,1652
2.41,-2942,1731,-594
2.42,1344,2553,208
2.43,613,3039,3248
2.44,1110,4343,4111
2.45,6763,3586,1857
2.46,8882,-1249,497
2.47,4607,-5396,673
2.48,676,-4767,1970
2.49,-3529,-1025,3079
2.50,-7695,3213,1605
2.51,-6124,5785,-1080
2.52,-2139,4393,-869
2.53,-1923,214,-305
2.54,-2415,-3169,-280
2.55,-86,-3874,2606
2.56,1965,-2506,3306
2.57,4653,422,412
2.58,8123,3022,-1416
2.59,5978,2982,-189
2.60,-1694,864,584
2.61,-5192,-1654,882
2.62,-3381,-2901,1459
2.63,-3416,-1776,696
2.64,-3183,974,-637
2.65,845,2245,-1291
2.66,3578,1245,-187
2.67,1359,-1286,2147
2.68,196,-3425,2975
2.69,1958,-2621,775
2.70,1470,-106,-227
2.71,-963,2302,254
2.72,-441,3181,-992
2.73,1336,1691,-609
2.74,-533,-817,2338
2.75,-1473,-818,2540
2.76,2872,927,-1845
2.77,5823,-308,-3173
2.78,1283,-2594,-352
2.79,-4877,-687,2269
2.80,-5855,3485,2766
2.81,-1937,3913,128
2.82,3156,1177,-1787
2.83,4567,-489,1808
2.84,628,-676,4864
2.85,-1876,72,1881
2.86,2331,1327,-1367
2.87,5679,726,-1521
2.88,3620,-2140,1360
2.89,-434,-2507,3337
2.90,-4919,830,1590
2.91,-6887,3367,721
2.92,-2773,3035,1528
2.93,2758,1696,1648
2.94,4087,1204,1273
2.95,3793,917,767
2.96,3205,-989,2216
2.97,1799,-3077,1459
2.98,1377,-2843,166
2.99,1039,-1161,2494
3.00,-817,1092,1825
3.01,-1173,4276,-438
3.02,-462,5806,719
3.03,-1524,3277,1766
3.04,-2553,-1043,797
3.05,-334,-3530,1434
3.06,1263,-3266,2496
3.07,1185,-633,1969
3.08,2996,2008,-490
3.09,4293,1977,-1255
3.10,866,882,1313
3.11,-3075,1510,3561
3.12,-1690,3249,2894
3.13,1715,2903,-1451
3.14,2587,-972,-4150
3.15,-262,-5337,-451
3.16,-4985,-6080,3487
3.17,-6072,-2849,2020
3.18,-1449,1458,-1011
3.19,2320,4317,-674
3.20,2399,5109,487
3.21,2120,3953,1912
3.22,1339,1466,3267
3.23,1009,-1947,250
3.24,4515,-5025,-2049
3.25,4575,-5846,-175
3.26,-2861,-3574,1414
3.27,-7500,778,1692
3.28,-4610,4522,829
3.29,-1651,5435,58
3.30,-879,3364,-1319
3.31,355,-839,535
3.32,-479,-4665,3915
3.33,575,-4505,1415
3.34,7277,-1290,-2320
3.35,8297,823,-415
3.36,34,2121,3367
3.37,-4786,4614,2706
3.38,-1325,5700,-1440
3.39,464,1777,-3244
3.40,-1894,-4053,-176
3.41,-2216,-5657,3770
3.42,-703,-2194,2360
3.43,-519,1848,-2495
3.44,-257,3486,-1706
3.45,431,3580,1898
3.46,1070,2674,1966
3.47,2993,812,234
3.48,4559,-552,1407
3.49,4100,-168,3512
3.50,3849,490,605
3.51,3456,-565,-3189
3.52,-2146,-2695,-592
3.53,-7913,-3173,5718
3.54,-6674,219,5810
3.55,-1816,5659,-366
3.56,2532,7261,-4479
3.57,5083,2954,-1535
3.58,4055,-2633,5924
3.59,2319,-4546,7246
3.60,5070,-2873,2038
3.61,6443,-1576,-1030
3.62,1336,-1038,65
3.63,-3971,1769,2468
3.64,-5498,4994,1918
3.65,-4349,4562,-219
3.66,-1950,1476,506
3.67,-452,-1423,3058
3.68,-244,-2677,2770
3.69,2127,-1759,-307
3.70,5208,-585,-1105
3.71,3483,-1011,531
3.72,-911,-994,2259
3.73,-2366,1326,1745
3.74,-943,4302,-1054
3.75,-17,4398,-2024
3.76,659,1307,-494
3.77,1939,-2131,1807
3.78,-907,-4026,2850
3.79,-5611,-3102,248
3.80,-2638,-275,-2559
3.81,3853,1838,-200
3.82,2871,1863,2384
3.83,-949,2192,753
3.84,841,2770,-2698
3.85,2649,-33,-2093
3.86,76,-3408,3391
3.87,-1318,-2706,4836
3.88,1686,507,258
3.89,4036,1715,-2880
3.90,1095,-31,-1486
3.91,-3895,-1676,2254
3.92,-4511,-1301,4227
3.93,-1798,-4,1654
3.94,493,1665,-1942
3.95,2528,3073,-1271
3.96,3089,2489,1977
3.97,1046,-116,1666
3.98,604,-2010,29
3.99,2368,-2362,-979
4.00,835,-3684,-899
4.01,-3992,-2917,2451
4.02,-6927,2747,2476
4.03,-3830,7944,-2972
4.04,2280,6615,-1744
4.05,3090,753,3826
4.06,-149,-2731,2274
4.07,1885,-2271,-363
4.08,4647,-2592,1309
4.09,1429,-3245,1965
4.10,330,413,514
4.11,3187,4344,128
4.12,-426,3506,392
4.13,-6400,1215,172
4.14,-4102,-128,755
4.15,327,-1724,124
4.16,1028,-2335,323
4.17,1278,-344,3872
4.18,1745,2380,3999
4.19,2959,3611,-615
4.20,5009,2450,-2245
4.21,3469,-1369,1979
4.22,-539,-4337,5099
4.23,-502,-3914,2586
4.24,387,-888,-141
4.25,-2126,3502,-841
4.26,-1970,5604,21
4.27,270,2976,157
4.28,-1261,-1565,-221
4.29,-2953,-4653,2009
4.30,-1033,-4185,5271
4.31,1232,1116,2937
4.32,2971,6813,-2128
4.33,5150,6734,-2285
4.34,3639,624,2333
4.35,-1255,-4545,5534
4.36,-2496,-4248,3063
4.37,1667,-1620,-2746
4.38,3014,-516,-3643
4.39,-2260,502,1001
4.40,-5552,2736,2478
4.41,-2253,3560,11
4.42,-284,1880,-333
4.43,-1779,461,1212
4.44,575,1333,1031
4.45,5549,548,-226
4.46,6600,-3214,1037
4.47,5114,-3560,3408
4.48,3736,249,2126
4.49,160,1840,-758
4.50,-4692,996,-2485
4.51,-6422,513,-3111
4.52,-4204,-1019,-1357
4.53,-2670,-4012,751
4.54,-3886,-4890,1515
4.55,-3206,53,1779
4.56,1947,6866,1715
4.57,7502,7264,859
4.58,9381,1283,526
4.59,7337,-3596,2052
4.60,2843,-5165,2216
4.61,-1987,-5031,-884
4.62,-5129,-2508,-802
4.63,-5867,2783,2319
4.64,-4071,7739,1933
4.65,-290,8422,-202
4.66,1995,3174,-1108
4.67,1388,-3833,-847
4.68,974,-7153,1551
4.69,765,-5712,3782
4.70,-596,-145,2239
4.71,1118,6171,-268
4.72,4290,7252,-397
4.73,884,3327,1528
4.74,-4189,1170,2618
4.75,-2556,1316,912
4.76,1581,-1107,176
4.77,3872,-3632,1199
4.78,4212,-2773,3054
4.79,-68,-791,3017
4.80,-4571,248,-884
4.81,-2824,696,-2057
4.82,-1120,633,1041
4.83,-2809,-45,1534
4.84,-631,-221,513
4.85,3606,535,2832
4.86,2200,1377,4380
4.87,947,1292,1814
4.88,3844,217,-1456
4.89,2584,-1108,-751
4.90,-2134,-1074,2576
4.91,-1179,315,1972
4.92,3166,0,219
4.93,3032,-1916,-1127
4.94,-678,-1408,-958
4.95,-4239,1362,1080
4.96,-5425,2793,78
4.97,-2698,1695,-2189
4.98,-487,-1210,-2039
4.99,-488,-3319,204
5.00,-734,-2247,2304
5.01,-374,2000,712
5.02,2432,5556,-778
5.03,7222,4890,-180
5.04,7640,514,2699
5.05,1995,-2340,4576
5.06,-2203,-35,2339
5.07,-1708,1871,-865
5.08,569,-593,-1906
5.09,2576,-2810,247
5.10,-408,-1701,947
5.11,-6358,981,382
5.12,-8202,2861,302
5.13,-4553,2275,-520
5.14,707,1194,662
5.15,4816,2170,2356
5.16,8586,2163,2983
5.17,9395,-783,4079
5.18,6640,-2932,2842
5.19,4307,-2848,842
5.20,1389,-1457,2480
5.21,-4835,-175,1286
5.22,-8784,228,-3291
5.23,-6853,874,-523
5.24,-5370,1898,3728
5.25,-3597,2894,1478
5.26,5301,1060,-2487
5.27,12136,-5259,-1292
5.28,6153,-8374,3463
5.29,-2926,-1934,4077
5.30,-3149,7837,1406
5.31,-330,10557,-168
5.32,288,5947,-481
5.33,1463,396,69
5.34,2826,-3633,970
5.35,1159,-7241,405
5.36,-2955,-7945,914
5.37,-5772,-2912,2559
5.38,-5469,4507,-1052
5.39,-2570,8377,-4146
5.40,-1118,7012,-677
5.41,-1282,3044,4235
5.42,1721,-466,5952
5.43,7099,-2614,2491
5.44,8462,-2785,-2482
5.45,4995,-1867,-2487
5.46,961,-2160,2026
5.47,-3421,-2775,4949
5.48,-7355,8,2261
5.49,-5688,5825,-1760
5.50,337,7637,-2285
5.51,3339,2624,177
5.52,2175,-3799,3046
5.53,723,-6936,3598
5.54,347,-6749,-1041
5.55,1638,-3981,-4967
5.56,1956,164,-1941
5.57,-3739,3562,4246
5.58,-8079,5411,6357
5.59,-2108,5276,2207
5.60,6578,3525,-2352
5.61,8478,110,-1484
5.62,7055,-3926,3183
5.63,3250,-5091,3505
5.64,-2725,-3308,-1278
5.65,-4277,-639,-2776
5.66,-3181,1483,-425
5.67,-4420,3209,3160
5.68,-4550,5904,1906
5.69,-1353,6655,-1923
5.70,2252,1737,-643
5.71,3845,-5851,2510
5.72,2590,-8933,4899
5.73,-581,-5173,5326
5.74,931,1971,-202
5.75,6501,7257,-3693
5.76,6781,7537,268
5.77,-20,3470,4458
5.78,-5550,-1660,3513
5.79,-5397,-5165,-840
5.80,-2190,-5949,-3225
5.81,-721,-4040,-1540
5.82,-1945,-107,1999
5.83,-3300,3844,3479
5.84,-1359,6440,1342
5.85,3246,6666,12
5.86,8330,3154,1781
5.87,12206,-2891,1977
5.88,8344,-6818,916
5.89,-2092,-5610,600
5.90,-6265,-1100,241
5.91,-611,3353,669
5.92,2235,6110,194
5.93,-1312,7206,-825
5.94,-3632,5007,-478
5.95,-3349,-1058,787
5.96,-2491,-6054,1567
5.97,569,-5081,1540
5.98,3350,-967,1953
5.99,1924,2377,2521
6.00,1147,4809,242
6.01,4610,5439,-2040
6.02,6510,2627,-1066
6.03,2093,-1456,2835
6.04,-4206,-2469,4422
6.05,-7858,-418,-421
6.06,-7476,1572,-2143
6.07,-4299,1128,126
6.08,-614,-1494,945
6.09,1272,-3530,-384
6.10,2023,-2124,268
6.11,2562,2826,1212
6.12,3479,6303,1790
6.13,5131,4260,2474
6.14,3554,-2152,257
6.15,-410,-5083,-738
6.16,-4517,-1992,2112
6.17,-6498,692,1710
6.18,-3207,169,-2328
6.19,2715,-796,-3943
6.20,4534,-421,-148
6.21,2338,900,2689
6.22,26,370,2419
6.23,-2660,-3739,1035
6.24,-2612,-4984,279
6.25,1296,-567,-694
6.26,3603,3582,-896
6.27,4943,5231,367
6.28,5752,3972,585
6.29,869,-286,1643
6.30,-5759,-3653,2358
6.31,-4730,-2226,2463
6.32,-1988,1323,2635
6.33,-3004,2324,952
6.34,-1045,931,-1349
6.35,3910,-391,542
6.36,4605,-841,4298
6.37,2332,-193,3603
6.38,4248,2015,-1007
6.39,5803,1626,-1919
6.40,-101,-800,1889
6.41,-5697,-1043,3409
6.42,-2768,16,2155
6.43,-999,304,-239
6.44,-5210,760,522
6.45,-4155,1897,2452
6.46,3373,1759,1829
6.47,6342,-10,1188
6.48,3767,-1814,1673
6.49,1700,-2221,2815
6.50,542,-147,2492
6.51,1181,3096,-996
6.52,3581,4640,-2258
6.53,4053,2600,-149
6.54,800,-1807,1307
6.55,-4388,-4356,412
6.56,-9406,-3163,-398
6.57,-10209,-389,-401
6.58,-4419,1483,-1678
6.59,2440,1868,-1268
6.60,4145,2379,2235
6.61,4154,3092,2940
6.62,7245,1745,-748
6.63,10114,-1781,-2178
6.64,6287,-4676,632
6.65,-1853,-4037,2212
6.66,-6398,-187,331
6.67,-6420,3141,-1929
6.68,-5914,3009,-445
6.69,-6492,1441,2885
6.70,-5931,1424,3896
6.71,-1300,2208,2172
6.72,4920,628,-1310
6.73,9346,-2532,-1602
6.74,9653,-3659,3085
6.75,4599,-2343,5437
6.76,360,372,806
6.77,2827,3075,-4098
6.78,3599,2838,-1271
6.79,-5751,-330,4214
6.80,-14627,-1576,3486
6.81,-11917,540,-825
6.82,-3771,2495,-1063
6.83,2122,1737,1941
6.84,7213,-617,2681
6.85,12444,-2367,1240
6.86,11078,-1933,480
6.87,3540,984,-50
6.88,1106,3467,805
6.89,2151,2025,2315
6.90,-2908,-1425,1608
6.91,-8811,-508,417
6.92,-8286,3429,-639
6.93,-6104,2003,-4001
6.94,-2945,-3221,-3643
6.95,265,-4859,1989
6.96,897,-766,6135
6.97,3704,5114,3514
6.98,9166,6474,-1282
6.99,9341,2192,-49
7.00,5502,-1088,2233
7.01,4272,-881,1042
7.02,1969,-1859,-513
7.03,-2472,-3898,1552
7.04,-7325,-2935,3923
7.05,-11124,607,2108
7.06,-7920,3444,-788
7.07,-510,3087,-1638
7.08,2470,872,140
7.09,1154,-924,2533
7.10,2483,-2465,3232
7.11,5476,-4190,2144
7.12,6921,-2547,-1
7.13,6673,1097,627
7.14,1104,1708,4568
7.15,-6804,2296,3780
7.16,-6684,5105,-2111
7.17,-972,3712,-2706
7.18,-562,-4225,1568
7.19,-2634,-8398,3988
7.20,-615,-2022,2183
7.21,2269,6120,-763
7.22,1986,6455,-1021
7.23,1280,1490,98
7.24,1541,-1282,2347
7.25,2374,140,3095
7.26,4999,1708,812
7.27,5483,1815,-512
7.28,-579,1178,-1256
7.29,-5928,-687,-1094
7.30,-4136,-2523,-1140
7.31,-1945,-2196,-463
7.32,-3368,1121,1576
7.33,-1954,6074,381
7.34,2435,6804,-2847
7.35,2579,375,-1488
7.36,1652,-4502,3317
7.37,5048,-3215,2450
7.38,6815,-1897,-2001
7.39,-759,-2951,-2305
7.40,-8149,-962,1605
7.41,-4362,4163,3169
7.42,2625,5187,-1758
7.43,5756,1296,-4362
7.44,5186,-2469,-459
7.45,-53,-3349,4919
7.46,-5803,-2449,3426
7.47,-4701,-2246,-1711
7.48,-401,-2793,-1772
7.49,-1025,-1654,1574
7.50,-2911,2311,3336
7.51,-1003,5478,1767
7.52,3378,4443,1333
7.53,6205,432,1652
7.54,7191,-2853,937
7.55,5101,-3370,825
7.56,-1097,-2568,1778
7.57,-6425,-1036,2559
7.58,-5914,1801,1295
7.59,-2251,4813,555
7.60,-635,6258,954
7.61,2402,5608,335
7.62,6152,976,1439
7.63,4215,-5973,3161
7.64,237,-8314,4313
7.65,-99,-2670,3627
7.66,-1042,4983,-1017
7.67,-2556,6440,-1790
7.68,-414,3005,637
7.69,834,-223,1965
7.70,-2149,-903,3026
7.71,-2300,-145,3093
7.72,3016,-824,350
7.73,6743,-1811,-961
7.74,4334,-992,3649
7.75,-1038,1364,4304
7.76,-1191,3243,-1026
7.77,2612,1664,-2461
7.78,1475,-1775,361
7.79,-2818,-1982,1837
7.80,-2829,754,271
7.81,-1953,2355,968
7.82,-4745,2324,1724
7.83,-2852,749,-296
7.84,4042,-2534,-698
7.85,4813,-3426,892
7.86,1990,257,2001
7.87,3676,3472,1814
7.88,4539,1553,-1251
7.89,-348,-2845,-3588
7.90,-4650,-3393,253
7.91,-6079,233,3639
7.92,-6661,3139,57
7.93,-2739,3051,-3915
7.94,3300,115,-1557
7.95,3362,-2458,1889
7.96,127,-1396,3708
7.97,308,1588,3009
7.98,2048,3270,-2925
7.99,3739,2272,-4868
8.00,3659,-23,577
8.01,-58,-1537,4036
8.02,-1997,-1295,1961
8.03,2677,-397,-2034
8.04,5059,-473,-1217
8.05,-1212,-279,3352
8.06,-8550,1145,3219
8.07,-10001,2327,-1639
8.08,-5346,2203,-4985
8.09,2193,304,-1144
8.10,6149,-2708,4857
8.11,5036,-4062,3657
8.12,4415,-1108,984
8.13,5728,3851,1302
8.14,6004,3897,2542
8.15,4973,-927,2379
8.16,1023,-3041,-100
8.17,-6230,113,-564
8.18,-9394,2972,-421
8.19,-6994,1435,1883
8.20,-5364,-791,4184
8.21,-788,324,1543
8.22,6273,1912,-606
8.23,6488,1263,2133
8.24,3995,252,2543
8.25,4667,-1071,-1225
8.26,4202,-2864,-1689
8.27,673,-2386,2308
8.28,-983,1615,5363
8.29,-651,4542,1931
8.30,-119,4179,-2195
8.31,-1448,2787,-1709
8.32,-6035,507,1294
8.33,-7429,-1824,2070
8.34,-1181,-2929,-1454
8.35,5522,-2989,-1911
8.36,4467,-2768,3011
8.37,369,-1883,6717
8.38,881,1316,4013
8.39,5267,6922,-1795
8.40,7960,8955,-2489
8.41,5998,2980,879
8.42,934,-4960,2937
8.43,-4114,-7217,1836
8.44,-6648,-4992,372
8.45,-6908,-1238,561
8.46,-6974,3704,-345
8.47,-6816,6958,-1839
8.48,-3274,5186,-319
8.49,4020,345,759
8.50,9867,-3594,2664
8.51,10444,-4678,5927
8.52,7909,-4146,3356
8.53,6498,-1525,-1874
8.54,2835,2650,-3245
8.55,-5763,3837,-298
8.56,-12064,1987,1221
8.57,-10296,572,553
8.58,-5501,595,-4
8.59,-2941,-235,751
8.60,-1357,-2411,1361
8.61,-110,-3051,155
8.62,4049,-696,574
8.63,9669,1538,2758
8.64,10400,842,3401
8.65,6419,-638,1222
8.66,3134,-317,-136
8.67,-390,1248,369
8.68,-6608,2201,940
8.69,-11174,1441,621
8.70,-10688,-589,-1574
8.71,-5371,-3047,-1257
8.72,-1801,-3943,1788
8.73,-1063,-1056,2292
8.74,4517,2863,-201
8.75,12504,3997,-711
8.76,11499,1701,1038
8.77,5726,-915,944
8.78,3383,-877,1417
8.79,-2283,-86,2056
8.80,-9799,979,605
8.81,-7198,3739,-1134
8.82,81,3340,-2232
8.83,-126,-1332,-1352
8.84,-4761,-2956,1247
8.85,-4770,177,3294
8.86,1331,2785,1241
8.87,9320,2600,-912
8.88,11913,835,625
8.89,7285,-472,3870
8.90,1651,-250,5611
8.91,-1530,1046,1776
8.92,-362,2692,-4797
8.93,1398,1534,-4678
8.94,-3994,-1960,2175
8.95,-12529,-2750,6313
8.96,-12151,1002,2616
8.97,-2950,3314,-1916
8.98,5174,1209,-1137
8.99,9596,-186,1320
9.00,11484,280,1491
9.01,9553,-524,1166
9.02,3564,-1665,2671
9.03,-2107,-641,2536
9.04,-2935,2076,-81
9.05,-2031,3032,-257
9.06,-4005,1076,1951
9.07,-5875,-392,2676
9.08,-3746,-1003,434
9.09,-632,-3330,-2816
9.10,-1233,-4603,-1288
9.11,-2649,-534,2806
9.12,1092,5484,3298
9.13,8109,7164,-871
9.14,10956,3805,-2252
9.15,7585,-864,2961
9.16,1827,-3986,6425
9.17,-1632,-3631,1734
9.18,-3355,-1008,-5327
9.19,-6223,45,-3585
9.20,-9498,-500,1069
9.21,-9913,-65,1496
9.22,-8206,1539,-588
9.23,-3197,2339,-974
9.24,7825,760,2120
9.25,16811,-1802,2851
9.26,15868,-2850,564
9.27,8902,-1419,412
9.28,1870,1381,2532
9.29,-4990,3050,1065
9.30,-9259,2530,-1059
9.31,-8484,190,-1299
9.32,-6183,-2472,-1109
9.33,-5376,-2780,3257
9.34,-4257,-492,4590
9.35,701,1757,-553
9.36,5803,1452,-3233
9.37,6066,-854,1199
9.38,4831,-687,5296
9.39,5677,2671,5895
9.40,5885,4211,4025
9.41,4394,2174,1041
9.42,3668,290,1031
9.43,1234,-1138,2971
9.44,-3144,-2181,1607
9.45,-5946,-2112,-332
9.46,-8425,-1956,-271
9.47,-10751,-1447,-387
9.48,-7403,964,-2195
9.49,-417,2758,-242
9.50,3147,1663,3384
9.51,6248,663,1779
9.52,10887,1386,-579
9.53,8675,1272,633
9.54,1498,-266,1362
9.55,-1086,-2354,567
9.56,-791,-2939,664
9.57,-3211,-1198,-1151
9.58,-4211,925,-1905
9.59,-4858,1049,555
9.60,-8352,206,427
9.61,-5382,1175,-1607
9.62,3385,2199,-412
9.63,5018,1219,2173
9.64,2581,1129,2148
9.65,6432,1793,20
9.66,9391,-336,-1309
9.67,4644,-4008,751
9.68,-1467,-3554,4595
9.69,-5979,1464,3082
9.70,-8239,5047,-2072
9.71,-5047,2785,-2807
9.72,-888,-1537,2052
9.73,-512,-775,3842
9.74,1736,3534,837
9.75,6446,4227,-1312
9.76,6245,-495,-134
9.77,2268,-4817,3557
9.78,-57,-3725,4827
9.79,275,1232,2382
9.80,1159,5645,-52
9.81,120,5846,1239
9.82,-2238,2886,2784
9.83,-751,79,-1233
9.84,2965,-2944,-2326
9.85,958,-5453,3723
9.86,-2955,-3445,6589
9.87,-1722,1993,2811
9.88,1439,5875,-1691
9.89,2437,5427,-2798
9.90,2886,250,-1150
9.91,3480,-5458,1781
9.92,1105,-6310,3008
9.93,-2889,-2822,1116
9.94,-3415,1422,-3235
9.95,-747,3855,-3363
9.96,-972,4239,3466
9.97,-4637,4266,5459
9.98,-2415,3150,387
9.99,6141,268,-2527
10.00,9797,-1271,-1304
10.01,6280,-1281,1286
10.02,3515,-1770,2702
10.03,875,-2401,2896
10.04,-3750,-289,766
10.05,-4514,4778,-1665
10.06,-2251,7870,-2501
10.07,-2063,6213,-1777
10.08,-1182,2865,-1166
10.09,1036,-744,1732
10.10,-314,-4100,3660
10.11,-352,-3809,626
10.12,5707,1743,-3393
10.13,6930,5670,-3243
10.14,85,4040,377
10.15,-4115,1065,3033
10.16,-4089,-1280,2406
10.17,-3171,-3634,-2058
10.18,2398,-5431,-5024
10.19,7317,-5238,-1415
10.20,1416,-3260,2064
10.21,-6937,-160,995
10.22,-5299,990,63
