2011.02.10 22:03:19,,,
MIHARU,,,
T1,,,
,N102W,N12W,
10.23,831,20,3330
10.24,1961,-315,5804
10.25,573,-476,4170
10.26,1233,-1311,3296
10.27,-21,-2959,3332
10.28,-2773,-4903,2233
10.29,-577,-5759,2124
10.30,2674,-5238,3037
10.31,575,-3574,2558
10.32,186,-769,1383
10.33,3846,2843,1016
10.34,2677,4522,1091
10.35,396,3997,3530
10.36,5775,3849,3758
10.37,12677,2029,416
10.38,12218,-1679,760
10.39,4864,-3105,3453
10.40,-2997,-282,5725
10.41,-8788,3504,2833
10.42,-13040,3748,-2985
10.43,-15194,333,-3719
10.44,-13634,-1703,-519
10.45,-8274,306,2122
10.46,-1047,2794,4210
10.47,7432,2228,3627
10.48,15370,-1462,1497
10.49,18486,-2463,2458
10.50,14378,2653,5157
10.51,7441,8407,2961
10.52,2675,6598,-868
10.53,-2492,-3712,-756
10.54,-10289,-10151,1287
10.55,-13884,-3438,3847
10.56,-9288,8877,3094
10.57,-2813,13053,-2975
10.58,-197,8643,-6448
10.59,-25,5032,-6290
10.60,1675,3509,-4025
10.61,3624,43,-2016
10.62,3465,-3675,-2402
10.63,3709,-2125,-602
10.64,5290,3819,1469
10.65,3668,7632,-3196
10.66,-2752,5677,-7632
10.67,-10457,-1697,-3516
10.68,-15197,-9998,1551
10.69,-12506,-11698,2596
10.70,-6822,-6150,624
10.71,-5209,-609,-2999
10.72,-4977,2392,-3084
10.73,-2498,5135,437
10.74,2764,3970,1091
10.75,10772,-4083,-529
10.76,15639,-12536,270
10.77,13686,-14943,3830
10.78,13746,-10697,3392
10.79,17732,-1562,873
10.80,14052,7343,-165
10.81,-236,11712,-2698
10.82,-15050,11686,-5359
10.83,-22155,6227,-2621
10.84,-20027,-3649,1497
10.85,-12228,-9257,3352
10.86,-3612,-2785,4346
10.87,1615,9711,1410
10.88,3054,13734,-1264
10.89,5458,4143,1577
10.90,9934,-9795,4673
10.91,9321,-15364,3117
10.92,1355,-7199,-770
10.93,-3385,8357,-817
10.94,486,14590,2542
10.95,3655,1809,790
10.96,2894,-17611,-1901
10.97,5761,-20593,1505
10.98,11576,-2428,7104
10.99,10464,17745,8689
11.00,-2327,21306,2507
11.01,-15701,8471,-1341
11.02,-18358,-7071,1917
11.03,-10440,-13419,1381
11.04,1490,-7307,-597
11.05,6967,4267,2201
11.06,3030,8119,1836
11.07,3706,1849,-2341
11.08,14683,-3340,-3326
11.09,17731,-1070,-1033
11.10,10226,5560,4043
11.11,8508,8646,9189
11.12,5640,2842,6517
11.13,-10932,-5691,16
11.14,-28035,-9122,1121
11.15,-31524,-8861,3281
11.16,-22401,-7793,1201
11.17,-6542,-2933,-1071
11.18,5355,4015,-3836
11.19,5140,6913,-2707
11.20,2588,6161,3645
11.21,11444,3987,5974
11.22,25707,535,3688
11.23,30722,-4275,3114
11.24,21246,-7475,4437
11.25,3926,-3256,4664
11.26,-10985,7361,2634
11.27,-21274,15337,32
11.28,-27702,15422,-2449
11.29,-27180,5915,-6341
11.30,-21368,-11185,-6976
11.31,-15793,-18215,-3911
11.32,-5081,-3291,1977
11.33,19293,15885,9670
11.34,45355,15462,8566
11.35,52170,-1139,690
11.36,35405,-13951,-2214
11.37,7980,-13617,-1279
11.38,-13101,-3555,-2418
11.39,-21069,6790,-3414
11.40,-23454,7501,-3916
11.41,-28274,-595,-8147
11.42,-28816,-2915,-7979
11.43,-16562,7515,1574
11.44,1058,15808,8668
11.45,12999,7364,6314
11.46,21066,-10826,6308
11.47,28548,-19451,8522
11.48,29104,-14034,2098
11.49,17037,-5213,-4251
11.50,-4806,3835,-3233
11.51,-21472,15880,-3070
11.52,-20870,25477,505
11.53,-10857,20752,7625
11.54,-6954,56,6790
11.55,-12395,-19003,-249
11.56,-17553,-23677,-2614
11.57,-9570,-16630,-850
11.58,8533,-4090,-1091
11.59,19747,9006,-848
11.60,19014,18910,3486
11.61,14670,19724,6003
11.62,9263,8958,2456
11.63,4183,-2852,-1321
11.64,4390,-7015,-936
11.65,1409,-8512,3170
11.66,-15594,-9626,3919
11.67,-33026,-10377,-3854
11.68,-30211,-8039,-8523
11.69,-12530,6010,-2951
11.70,3296,24059,3542
11.71,16282,23568,4295
11.72,27753,1579,3246
11.73,29357,-18231,2786
11.74,19595,-15383,4133
11.75,7831,1098,6156
11.76,-4244,4053,1887
11.77,-17272,-7103,-5598
11.78,-21147,-4103,-9239
11.79,-13484,14995,-8757
11.80,-5212,23627,-1978
11.81,1021,9962,5923
11.82,9444,-13433,8391
11.83,15461,-28720,7860
11.84,16635,-27761,5205
11.85,13086,-12985,676
11.86,2460,6286,-506
11.87,-9457,18276,860
11.88,-15090,16769,-465
11.89,-14835,9594,-2102
11.90,-10622,8108,-1583
11.91,-4053,7185,2072
11.92,564,-5502,3419
11.93,4366,-20972,-1598
11.94,10745,-17433,-2789
11.95,15051,4730,1677
11.96,10973,20707,3453
11.97,1547,14318,1249
11.98,-4278,-3033,-1977
11.99,-3791,-11980,-1767
12.00,-2316,-11318,-413
12.01,-2866,-7374,-481
12.02,-5786,1649,1584
12.03,-9545,12893,4574
12.04,-6075,15153,4890
12.05,3555,2893,4300
12.06,9875,-13162,5223
12.07,10743,-17076,2269
12.08,6675,-5201,-3596
12.09,-5311,10967,-3023
12.10,-15968,16598,1971
12.11,-13892,7028,1578
12.12,-6846,-5011,-2761
12.13,-1335,-4858,-4482
12.14,8662,743,-3363
12.15,19581,-1774,-1269
12.16,18416,-8721,2509
12.17,7786,-6781,4060
12.18,-1002,6388,-371
12.19,-7241,15994,-5898
12.20,-12310,9671,-7413
12.21,-12692,-3573,-2658
12.22,-8370,-7205,5271
12.23,-2368,-702,6344
12.24,9286,3454,5039
12.25,22273,-2408,5713
12.26,19870,-12806,3666
12.27,3230,-14124,-712
12.28,-8815,-3064,-1582
12.29,-11224,8091,2919
12.30,-10046,8971,5213
12.31,-5309,2455,-1347
12.32,-584,-1055,-6311
12.33,-313,4121,1191
12.34,337,11219,10005
12.35,6124,9795,6238
12.36,9799,-886,-2496
12.37,5834,-9605,-260
12.38,1110,-8632,6869
12.39,839,-2801,6140
12.40,-1557,3504,602
12.41,-5835,7721,-1435
12.42,-5426,5124,-1169
12.43,-7266,-3797,-2985
12.44,-11975,-10737,-25
12.45,-8927,-7414,4572
12.46,2799,4422,1698
12.47,11847,12910,-1667
12.48,12452,9036,1899
12.49,10947,-3426,6053
12.50,12579,-12856,4249
12.51,13114,-10247,-118
12.52,5306,50,-2865
12.53,-7431,8303,-4930
12.54,-18359,10363,-4224
12.55,-25935,7346,-1106
12.56,-22954,2074,-407
12.57,-3794,-4494,-518
12.58,15592,-11971,3022
12.59,18288,-12050,3389
12.60,12192,538,1018
12.61,9660,13844,3938
12.62,8397,14163,4333
12.63,6930,5798,757
12.64,3987,953,-1760
12.65,-4904,-1421,-2313
12.66,-16740,-6756,-1456
12.67,-21643,-10751,-491
12.68,-14732,-6674,304
12.69,-3058,2478,306
12.70,5009,6211,1109
12.71,7258,2318,3099
12.72,7009,43,1767
12.73,8484,2941,-770
12.74,14230,4751,2609
12.75,19784,1489,6855
12.76,14259,-2323,4313
12.77,-1032,-3389,-1935
12.78,-13829,-4190,-4859
12.79,-19521,-2971,-1959
12.80,-17818,2599,2404
12.81,-8474,7306,2623
12.82,1724,9429,-2874
12.83,3857,12024,-3989
12.84,929,11408,3676
12.85,3163,-554,10255
12.86,6138,-20253,7070
12.87,-1641,-27445,-3337
12.88,-10032,-10601,-5287
12.89,-4452,14036,465
12.90,8126,25576,743
12.91,12423,20508,-798
12.92,7455,8419,4016
12.93,899,-3176,4697
12.94,-3589,-13233,34
12.95,-4539,-22065,-1862
12.96,-5116,-24743,-152
12.97,-7607,-13676,709
12.98,-8571,8766,-1440
12.99,-2714,27711,-827
13.00,8038,28841,2508
13.01,16803,12834,5949
13.02,16580,-8106,5586
13.03,8558,-21445,167
13.04,1837,-21342,-1353
13.05,-331,-13052,3562
13.06,-2311,-4315,5678
13.07,-6573,5384,148
13.08,-12187,14586,-6836
13.09,-16040,16447,-6419
13.10,-13156,11432,-1191
13.11,-3712,3708,1364
13.12,5787,-5802,2217
13.13,11461,-16874,1701
13.14,14575,-24685,2779
13.15,15000,-17663,4480
13.16,13381,3885,1803
13.17,11142,19285,1338
13.18,3508,18173,2274
13.19,-8635,13102,-2191
13.20,-14886,9945,-7593
13.21,-13331,649,-7000
13.22,-13107,-14009,-951
13.23,-13176,-22786,5585
13.24,-5080,-17352,3121
13.25,4061,584,-1924
13.26,5286,18196,-1059
13.27,3495,20980,2022
13.28,6568,10420,1822
13.29,11955,-1988,-1106
13.30,14186,-8536,-3168
13.31,12914,-8070,-1217
13.32,5696,-4892,2817
13.33,-10655,133,3121
13.34,-21043,8114,-2188
13.35,-12721,10514,-5337
13.36,-332,2708,-384
13.37,-102,-6408,5593
13.38,-5505,-8481,6458
13.39,-6751,-2954,1316
13.40,-4035,6881,-5033
13.41,5769,12696,-1161
13.42,20792,8373,7084
13.43,24267,-1424,5928
13.44,8059,-9431,2758
13.45,-8155,-8436,4101
13.46,-5291,889,1341
13.47,6198,5501,-2575
13.48,4540,1907,564
13.49,-12641,731,3168
13.50,-24752,4101,1109
13.51,-16250,5083,-627
13.52,2448,3492,1759
13.53,15479,4124,4640
13.54,20162,4748,3194
13.55,13728,-1302,304
13.56,-4017,-10473,3132
13.57,-17266,-12038,5088
13.58,-14845,-5536,-947
13.59,-6835,-119,-5994
13.60,-1920,4164,-2532
13.61,5890,11455,5437
13.62,17363,13931,8865
13.63,24650,3107,5063
13.64,22238,-13723,1506
13.65,7535,-20205,-544
13.66,-15507,-10856,-1878
13.67,-34764,4567,-1871
13.68,-39437,12547,-1314
13.69,-27494,11208,505
13.70,-2818,5434,2575
13.71,24100,-2908,5079
13.72,37186,-7469,3552
13.73,32392,-5275,1428
13.74,18078,-2800,3668
13.75,2253,-2952,3456
13.76,-10124,1008,-998
13.77,-18402,9240,-1760
13.78,-20689,8684,-1839
13.79,-16616,-7606,-4849
13.80,-8148,-21289,-4603
13.81,1414,-13244,-129
13.82,10190,8045,3404
13.83,17308,20972,4335
13.84,16269,14803,3932
13.85,3178,-2272,2119
13.86,-10266,-12963,-2358
13.87,-10200,-10252,-2207
13.88,-507,-2115,4624
13.89,6354,5320,3512
13.90,8308,9588,-5087
13.91,8078,7863,-5941
13.92,1954,1736,-246
13.93,-10209,-3856,1290
13.94,-17174,-6809,-1385
13.95,-8987,-8094,-3534
13.96,6255,-4425,352
13.97,13492,9224,4919
13.98,9921,19521,884
13.99,4189,11600,-2361
14.00,-640,-2784,753
14.01,-4129,-8258,1526
14.02,-3405,-5840,-827
14.03,-560,-3978,-589
14.04,787,-7077,197
14.05,3238,-5822,1287
14.06,7428,7701,4657
14.07,6127,19636,4289
14.08,-1445,12565,-4768
14.09,-8444,-8513,-7983
14.10,-11543,-18825,1633
14.11,-14382,-7715,4851
14.12,-13449,6863,-1373
14.13,-678,5765,-2020
14.14,15756,-4471,3435
14.15,19336,-4820,3979
14.16,12043,4861,-558
14.17,6669,10136,-501
14.18,3399,5441,5477
14.19,-3059,-1379,5399
14.20,-9748,-2902,-478
14.21,-13433,-1741,-1816
14.22,-10625,-3175,1329
14.23,751,-7737,2962
14.24,8116,-9407,235
14.25,3681,-1356,-1596
14.26,53,11449,1004
14.27,1132,14431,4390
14.28,-2213,2440,3594
14.29,-1167,-10496,1202
14.30,12460,-7075,2911
14.31,20731,6409,5073
14.32,12628,9795,1667
14.33,-1517,1400,-3882
14.34,-15183,-4556,-3644
14.35,-25924,-637,2249
14.36,-24609,6982,6077
14.37,-9821,5075,477
14.38,4946,-8237,-7832
14.39,9526,-14809,-6143
14.40,8336,-1395,1511
14.41,10303,19005,7182
14.42,19684,21363,9776
14.43,26959,-580,5693
14.44,17449,-21599,-1165
14.45,-7040,-18602,-3019
14.46,-30061,1140,-2713
14.47,-35208,16377,-4027
14.48,-23433,13319,-5527
14.49,-8951,-3331,-5657
14.50,1933,-14264,-1384
14.51,11811,-7972,5584
14.52,18710,5037,8418
14.53,20728,8602,4290
14.54,19081,738,-2371
14.55,11472,-6915,-2867
14.56,1218,-4517,2824
14.57,-3142,5928,1047
14.58,-8289,14755,-8170
14.59,-23979,11807,-7428
14.60,-33567,-1957,3556
14.61,-17730,-13896,6889
14.62,6443,-13295,667
14.63,15338,-3204,-1454
14.64,14539,3020,3828
14.65,16422,2636,6538
14.66,17091,2706,4525
14.67,10994,6476,1249
14.68,3685,11018,-1643
14.69,532,9202,910
14.70,-429,-1210,7028
14.71,-3473,-12360,7805
14.72,-10441,-16863,1095
14.73,-16952,-12560,-4220
14.74,-17044,504,-1024
14.75,-7907,15876,797
14.76,4899,20607,-2233
14.77,14139,10882,491
14.78,19530,-1310,6536
14.79,19798,-4888,7571
14.80,12053,-5766,4573
14.81,1850,-11202,1233
14.82,-4157,-11711,-2556
14.83,-9793,-252,-5311
14.84,-16953,11979,-1260
14.85,-16951,13636,6958
14.86,-7696,8108,6410
14.87,-14,2695,-201
14.88,3593,-3852,-1590
14.89,8341,-10684,3460
14.90,9913,-11694,5663
14.91,5086,-6548,1921
14.92,2827,771,763
14.93,4578,5747,2789
14.94,4053,7577,4263
14.95,978,8364,803
14.96,-2221,5195,-5764
14.97,-8506,-1722,-5549
14.98,-15767,-6229,1305
14.99,-16588,-7714,3761
15.00,-12802,-7747,2762
15.01,-6358,-4475,1223
15.02,5743,1804,-1250
15.03,20434,6649,-2292
15.04,27835,5229,-3046
15.05,23396,1091,-1845
15.06,9624,627,2086
15.07,-4747,1434,4110
15.08,-12477,-2002,3271
15.09,-14527,-6050,1346
15.10,-16453,-4284,-3304
15.11,-20149,220,-7626
15.12,-19900,1297,-6766
15.13,-9548,1326,-1888
15.14,8168,4106,2082
15.15,23896,6040,4095
15.16,30295,3770,5587
15.17,25249,-363,3998
15.18,11170,-2909,155
15.19,-6510,-4994,-1322
15.20,-18283,-7033,-894
15.21,-18562,-3991,170
15.22,-13684,6193,-2556
15.23,-11137,15918,-6422
15.24,-10538,13856,-4378
15.25,-8180,-471,650
15.26,85,-12911,5757
15.27,14628,-13500,7812
15.28,28079,-6605,3198
15.29,31903,-31,-1044
15.30,22629,2945,411
15.31,1231,3213,3278
15.32,-16204,5853,5101
15.33,-11919,12526,4244
15.34,-1703,12474,-744
15.35,-6708,-1503,-3633
15.36,-17664,-15784,-244
15.37,-20650,-14280,3515
15.38,-14678,-2073,3816
15.39,715,5767,184
15.40,19414,3731,-3467
15.41,24403,-1617,69
15.42,15172,-1180,7599
15.43,7676,5195,8770
15.44,7678,8653,3440
15.45,11676,3655,-4491
15.46,12857,-5760,-7772
15.47,139,-9996,-2286
15.48,-26351,-2894,3017
15.49,-43659,7911,1255
15.50,-37399,8843,-4445
15.51,-18395,437,-5421
15.52,1560,-5155,3009
15.53,20413,-1509,8913
15.54,35186,4791,4361
15.55,41964,4469,430
15.56,36296,-1645,3815
15.57,13398,-3486,6129
15.58,-13397,2784,1721
15.59,-22381,7193,-4804
15.60,-20334,-1482,-5393
15.61,-23817,-13609,581
15.62,-27585,-11708,1230
15.63,-23519,947,-3740
15.64,-11645,10743,-2906
15.65,9858,12698,1975
15.66,33091,7709,4444
15.67,37497,-876,5519
15.68,20886,-6545,5244
15.69,2116,-4863,1514
15.70,-7457,-1088,-2504
15.71,-8798,-2343,-1549
15.72,-5097,-4088,128
15.73,-4662,1185,-3013
15.74,-9023,9102,-3730
15.75,-9664,9648,3016
15.76,-4605,2998,5297
15.77,-654,-4985,-1475
15.78,1288,-10053,-2891
15.79,6510,-7420,3695
15.80,11015,2648,5713
15.81,8116,9916,339
15.82,1342,6094,-1669
15.83,-325,-1780,2608
15.84,4357,292,3469
15.85,7844,10271,1710
15.86,2991,11074,-2273
15.87,-9221,-2192,-5898
15.88,-19447,-14846,-2842
15.89,-19444,-14640,2540
15.90,-8840,-4757,3644
15.91,6473,5469,509
15.92,16689,10358,-1376
15.93,12065,8313,3412
15.94,2918,1852,8388
15.95,3397,-4192,3323
15.96,7854,-6655,-4592
15.97,5566,-6481,-1802
15.98,-2067,-5574,4387
15.99,-6887,-1653,2732
16.00,-6238,6755,-1265
16.01,-6899,13220,-1474
16.02,-12078,12337,1365
16.03,-11346,5822,1942
16.04,2372,-5488,-2329
16.05,15582,-18383,-3185
16.06,12492,-22878,4830
16.07,2943,-13451,11012
16.08,4683,3509,2220
16.09,11486,16113,-7908
16.10,8300,20850,-3078
16.11,-254,19838,4977
16.12,-4908,8239,3161
16.13,-11239,-12880,-2378
16.14,-17160,-24870,-2767
16.15,-10927,-15049,693
16.16,1158,2439,3311
16.17,3790,9030,1360
16.18,-854,5979,-1435
16.19,-786,4875,904
16.20,4975,5226,3510
16.21,12286,152,2038
16.22,17904,-7387,611
16.23,15435,-8941,1632
16.24,3833,-1414,4255
16.25,-7186,9800,1824
16.26,-12886,14970,-4505
16.27,-15198,8775,-1980
16.28,-14915,-3942,3803
16.29,-13517,-12982,1520
16.30,-10548,-10806,-3436
16.31,-631,201,-3815
16.32,12789,9370,1157
16.33,20229,11962,8822
16.34,23862,11244,10334
16.35,25048,5726,3445
16.36,15548,-5996,-1282
16.37,-4478,-14560,-633
16.38,-22887,-12714,-1065
16.39,-30968,-6259,-1937
16.40,-27505,-317,-2168
16.41,-15301,3777,-946
16.42,-1541,6521,3162
16.43,7165,10379,3332
16.44,11693,12490,-649
16.45,16585,7364,806
16.46,20968,-4693,4572
16.47,17702,-17224,3566
16.48,8553,-21104,4334
16.49,639,-9119,4998
16.50,-7076,12226,16
16.51,-14896,21709,-2949
16.52,-18118,10670,-3032
16.53,-15785,-5525,-4193
16.54,-11037,-9032,-2617
16.55,-3107,-2005,1230
16.56,7107,-1634,3866
16.57,14550,-10642,2979
16.58,14346,-11060,1738
16.59,8137,3754,3073
16.60,6551,15560,1455
16.61,10905,10940,-2810
16.62,3890,-2700,-4518
16.63,-18192,-8941,-2864
16.64,-29375,-1293,-1141
16.65,-14090,7225,-1583
16.66,9661,5439,-603
16.67,18483,-675,2655
16.68,10445,-5355,2729
16.69,-2638,-6017,-848
16.70,-9743,-1386,-1340
16.71,-6462,1507,2119
16.72,-152,-1524,932
16.73,2071,-1326,-3211
16.74,4158,9188,-3777
16.75,10013,17846,1586
16.76,14087,9330,6079
16.77,10579,-9225,3340
16.78,4126,-16847,-383
16.79,-1516,-8598,-1537
16.80,-6954,2319,-238
16.81,-10899,5882,1656
16.82,-9629,7150,555
16.83,-3896,9299,-1687
16.84,1103,6110,-832
16.85,2652,-1271,3588
16.86,3505,-4945,6220
16.87,6805,-2348,3273
16.88,8089,-116,-7
16.89,1971,-5131,754
16.90,-7341,-10895,2434
16.91,-11274,-3820,2778
16.92,-7782,12324,502
16.93,1913,17389,568
16.94,17375,4992,3880
16.95,25870,-10317,2852
16.96,12608,-15011,72
16.97,-12740,-10555,270
16.98,-26205,-1691,605
16.99,-22311,8815,-1534
17.00,-10025,15278,-2175
17.01,3135,10462,708
17.02,11828,-4674,2642
17.03,14159,-13391,2551
17.04,13178,-2729,2122
17.05,11779,12577,3078
17.06,7753,8780,5519
17.07,392,-9694,3766
17.08,-10184,-17725,-3503
17.09,-23578,-7511,-5513
17.10,-27394,5945,-173
17.11,-10409,11970,3401
17.12,11713,12292,3264
17.13,18548,4782,1525
17.14,12808,-9339,-1816
17.15,5162,-16156,-1319
17.16,-2346,-13049,2446
17.17,-4826,-7456,1331
17.18,2848,2265,-3501
17.19,11241,17692,-3372
17.20,11560,27634,-1655
17.21,5466,18783,-2105
17.22,-7486,-5604,797
17.23,-20601,-25997,3980
17.24,-14438,-25985,1845
17.25,8330,-8591,-565
17.26,16386,9785,-1350
17.27,1030,20308,-1549
17.28,-12699,22517,617
17.29,-11824,13054,752
17.30,-483,-4150,115
17.31,14928,-15108,2102
17.32,20548,-16378,1791
17.33,6820,-13162,446
17.34,-12768,-4280,1821
17.35,-18536,10927,986
17.36,-8773,22857,-173
17.37,4192,21144,1607
17.38,9887,5732,575
17.39,9664,-12536,-554
17.40,4109,-20255,2007
17.41,-5692,-11683,2611
17.42,-6555,5699,-1175
17.43,4402,16826,-2767
17.44,6875,11263,1311
17.45,-4439,-4137,7799
17.46,-9370,-10834,5628
17.47,-825,-4001,-3069
17.48,8715,4351,-3388
17.49,10047,4563,2339
17.50,6004,-356,3779
17.51,-450,-1590,215
17.52,-7054,2130,-891
17.53,-8248,292,2540
17.54,-2323,-7429,3810
17.55,5298,-4686,3371
17.56,7393,7129,3168
17.57,5031,9644,2528
17.58,3304,1970,4744
17.59,1257,-2331,2171
17.60,-5566,-1596,-5184
17.61,-13017,-345,-3782
17.62,-10358,-54,4324
17.63,2139,-77,9384
17.64,11868,340,5467
17.65,10069,-1387,-4056
17.66,167,-3818,-4292
17.67,-6565,-2989,3042
17.68,-2404,-2064,5138
17.69,5740,-1706,-856
17.70,4230,838,-2816
17.71,-7354,5227,4445
17.72,-9569,10983,8467
17.73,2813,10045,452
17.74,9758,-3850,-6173
17.75,6123,-15663,-1133
17.76,1626,-12143,4257
17.77,-4651,1759,1254
17.78,-14411,13367,-2319
17.79,-16397,11139,-667
17.80,-7809,-1872,2762
17.81,2271,-8206,2376
17.82,14237,-2157,1451
17.83,22854,2093,1218
17.84,14113,-5268,392
17.85,-5139,-12506,2294
17.86,-14732,-2770,2277
17.87,-13086,14525,-3427
17.88,-10476,14458,-5344
17.89,-6757,-4119,-780
17.90,-14,-17318,2710
17.91,6811,-11337,3748
17.92,15040,3701,2085
17.93,20124,14194,-3875
17.94,11169,15846,-4247
17.95,-6122,9731,3289
17.96,-14029,-2433,5408
17.97,-10834,-16308,-393
17.98,-9096,-23261,-3330
17.99,-10018,-15350,-2086
18.00,-5286,4424,-1974
18.01,5264,20404,-2612
18.02,14118,21104,-678
18.03,17154,11849,1587
18.04,14107,3273,835
18.05,7843,-2645,-1536
18.06,2695,-8929,184
18.07,-3412,-14087,4661
18.08,-10327,-13147,2943
18.09,-11699,-3817,-5729
18.10,-10502,8724,-6760
18.11,-10802,14183,2725
18.12,-3639,8350,6989
18.13,12881,-583,2985
18.14,22948,-3978,-378
18.15,17039,-4292,464
18.16,3590,-4030,3276
18.17,-3398,-414,3897
18.18,-327,4737,2277
18.19,2500,7014,151
18.20,-4156,7084,-1772
18.21,-15272,7122,-252
18.22,-19278,4757,5336
18.23,-13129,-3446,5868
18.24,-2625,-15230,1415
18.25,5303,-19705,680
18.26,6227,-9567,512
18.27,4535,9279,-1186
18.28,6286,22619,1184
18.29,10692,20249,4105
18.30,14391,5207,2508
18.31,14953,-7970,1794
18.32,11131,-10035,3554
18.33,1338,-8134,2573
18.34,-12662,-9605,-193
18.35,-25049,-8654,-1692
18.36,-30060,2629,-1774
18.37,-21999,19412,-1264
18.38,-2936,26460,-313
18.39,13926,13540,899
18.40,20205,-12242,885
18.41,20749,-30292,1372
18.42,17335,-25885,5053
18.43,10295,-2674,7225
18.44,6584,21638,170
18.45,1352,27668,-8059
18.46,-15295,10591,-5217
18.47,-30301,-12335,1067
18.48,-25307,-21468,3107
18.49,-6363,-12899,344
18.50,9363,836,-4059
18.51,11578,6126,-1526
18.52,3338,5132,4238
18.53,639,8113,6298
18.54,11854,12230,4277
18.55,21407,4711,-732
18.56,14267,-13117,-2543
18.57,-354,-22281,164
18.58,-9436,-11417,1115
18.59,-13532,9841,-94
18.60,-11865,22781,-1764
18.61,-4166,17155,-3373
18.62,-87,-1565,358
18.63,-668,-16910,4929
18.64,1903,-15892,1055
18.65,5437,-2793,-4037
18.66,2547,7957,-936
18.67,-2185,9333,2994
18.68,668,4149,2353
18.69,4884,1337,1026
18.70,2541,2855,179
18.71,70,-879,-1027
18.72,979,-9141,-460
18.73,441,-7774,490
18.74,-935,2759,608
18.75,2965,7819,3474
18.76,6467,3646,4841
18.77,1949,-1132,786
18.78,-5122,-3160,-388
18.79,-6448,-4203,2533
18.80,-3859,-573,2738
18.81,-1252,9907,872
18.82,2838,16477,-570
18.83,5046,7000,1279
18.84,657,-11909,6005
18.85,-4545,-18575,5080
18.86,-4948,-6077,496
18.87,-2448,9790,-265
18.88,1307,12524,36
18.89,4759,3353,-1307
18.90,6254,-4402,-1393
18.91,5706,-3511,1418
18.92,1661,19,3106
18.93,-2254,1699,929
18.94,584,4138,-1540
18.95,6807,3723,913
18.96,7467,-1819,4682
18.97,2066,-4915,3021
18.98,-3864,-4209,-76
18.99,-8072,-5217,-326
19.00,-10162,-5125,-1200
19.01,-10769,245,-2065
19.02,-9600,7141,821
19.03,-2007,9757,2673
19.04,9279,5139,-1440
19.05,13670,-3665,-3223
19.06,10313,-8992,3307
19.07,7434,-6146,7740
19.08,3547,1036,1770
19.09,-7599,5023,-4622
19.10,-18687,4076,-3402
19.11,-15208,2655,1423
19.12,1552,3113,2827
19.13,13222,-479,1112
19.14,11602,-7294,118
19.15,4424,-9046,1144
19.16,687,-3934,1791
19.17,2530,5973,641
19.18,3594,15000,294
19.19,1076,13093,726
19.20,-1128,-579,1039
19.21,-5345,-11563,26
19.22,-11576,-9436,216
19.23,-9283,-1296,4023
19.24,2272,369,5613
19.25,9086,-5132,1185
19.26,6508,-4784,-2643
19.27,2551,7051,-2676
19.28,150,16165,-898
19.29,-1662,11761,957
19.30,-1314,1367,986
19.31,2177,-4007,260
19.32,4798,-4427,488
19.33,1327,-6638,639
19.34,-7009,-7237,1100
19.35,-11300,347,2181
19.36,-5075,8109,1113
19.37,4120,5508,-1288
19.38,2853,-2289,-1246
19.39,-2731,-5424,-535
19.40,1534,-3652,383
19.41,8332,-2153,3267
19.42,7411,-2836,4387
19.43,5946,-150,1967
19.44,7772,8427,433
19.45,1567,12752,1784
19.46,-11257,7862,2469
19.47,-15730,-663,-235
19.48,-11214,-8876,-2769
19.49,-6853,-14221,-1088
19.50,-599,-11967,2697
19.51,9961,-1235,2854
19.52,16951,11205,1484
19.53,16314,18006,1583
19.54,12857,15076,1104
19.55,7421,3961,1600
19.56,-1755,-8931,2296
19.57,-9976,-17135,1458
19.58,-14296,-15211,1588
19.59,-14610,-2272,2005
19.60,-10258,12767,237
19.61,-5935,17822,-2366
19.62,-4315,11071,-2365
19.63,8,178,-1921
19.64,8698,-7339,-1531
19.65,15229,-9987,1966
19.66,15679,-10329,5448
19.67,10985,-8124,3633
19.68,855,-1129,-1204
19.69,-7436,9857,-291
19.70,-4169,14801,1512
19.71,2961,4306,-2662
19.72,215,-10386,-2980
19.73,-11128,-11110,3035
19.74,-18924,-1549,2952
19.75,-15458,3029,-4795
19.76,-3479,615,-6221
19.77,8864,426,2983
19.78,17422,7246,7207
19.79,19586,13108,-296
19.80,15256,7248,-2159
19.81,9418,-8543,6821
19.82,3349,-20311,11485
19.83,-3353,-16621,3995
19.84,-7569,-1490,-5580
19.85,-9596,12896,-7222
19.86,-12651,17885,-3233
19.87,-12439,13099,-423
19.88,-7154,2112,378
19.89,207,-7546,2484
19.90,7456,-9495,2673
19.91,11240,-7551,1959
19.92,9631,-6881,4016
19.93,6749,-2696,4046
19.94,5614,8702,277
19.95,3186,19146,-3231
19.96,-1519,16636,-1819
19.97,-7520,265,2150
19.98,-14503,-15679,1532
19.99,-16955,-18270,-598
20.00,-9194,-9904,841
20.01,1917,-884,594
20.02,5180,1862,-2670
20.03,4433,2605,-968
20.04,8120,8352,2776
20.05,12689,13204,2082
20.06,11573,10577,499
20.07,4642,3193,1000
20.08,-1551,-6282,2511
20.09,-4438,-15248,1891
20.10,-8270,-16949,1608
20.11,-11151,-7385,1496
20.12,-7308,8611,78
20.13,170,20580,-2568
20.14,3908,19016,-4105
20.15,5635,6255,1260
20.16,5289,-7584,7191
20.17,1055,-13069,6167
