2011.02.27 00:39:06,,,
MIHARU,,,
T1,,,
,N102W,N12W,
11.26,141,4599,-58
11.27,-2561,2745,382
11.28,-3282,25,1365
11.29,-961,-2548,1441
11.30,765,-4011,606
11.31,-529,-3502,773
11.32,-1595,-831,1488
11.33,11,1995,569
11.34,2250,3261,-1145
11.35,3387,3964,-995
11.36,2798,4539,540
11.37,92,3324,912
11.38,-2183,259,543
11.39,-1019,-1877,1243
11.40,716,-1557,2104
11.41,-1295,-312,1850
11.42,-4499,262,1179
11.43,-4430,11,882
11.44,-1777,-83,556
11.45,769,909,-10
11.46,2245,1863,716
11.47,2402,611,2405
11.48,2067,-2440,2509
11.49,2756,-4008,969
11.50,3919,-2157,182
11.51,3693,1687,986
11.52,2257,4487,1493
11.53,948,4690,443
11.54,-983,3203,-283
11.55,-3787,1320,829
11.56,-5128,-525,1781
11.57,-4234,-2125,1014
11.58,-2262,-3265,347
11.59,476,-3405,873
11.60,3315,-1732,1368
11.61,5137,1486,1073
11.62,5745,4330,558
11.63,4880,4797,492
11.64,2496,2112,1354
11.65,-128,-2498,2513
11.66,-1468,-6052,2236
11.67,-1949,-6387,951
11.68,-2483,-3969,37
11.69,-2617,-370,21
11.70,-1981,3348,800
11.71,-777,5388,1264
11.72,1152,4153,1056
11.73,3025,445,1099
11.74,3190,-2712,1468
11.75,1968,-3227,1866
11.76,989,-1888,1481
11.77,480,-213,731
11.78,-228,1298,790
11.79,-1531,2095,758
11.80,-3208,1737,-156
11.81,-3623,1122,-650
11.82,-1786,1352,570
11.83,1168,1352,2016
11.84,3755,-515,1689
11.85,4564,-2529,253
11.86,2974,-1918,-488
11.87,-27,690,-185
11.88,-2934,2432,-258
11.89,-4480,1616,-848
11.90,-3865,-608,-818
11.91,-1319,-1609,122
11.92,1740,-881,684
11.93,4026,-173,-33
11.94,5156,-95,-394
11.95,5078,545,450
11.96,3653,2131,1065
11.97,875,3376,1059
11.98,-2434,2886,870
11.99,-4783,151,219
12.00,-4908,-3317,25
12.01,-3544,-4601,644
12.02,-2020,-2585,1010
12.03,503,998,616
12.04,3822,3217,126
12.05,5595,3396,543
12.06,5398,3156,1362
12.07,4688,3066,1463
12.08,3835,1817,920
12.09,2299,-1236,864
12.10,730,-3824,1561
12.11,-764,-3626,1521
12.12,-3524,-1107,797
12.13,-6191,2249,1196
12.14,-5646,4644,2421
12.15,-2358,4374,2244
12.16,1074,1354,954
12.17,3710,-2264,1038
12.18,5172,-3537,2168
12.19,5459,-2091,2739
12.20,5217,-69,2057
12.21,3707,1051,381
12.22,329,1727,-142
12.23,-3328,2781,600
12.24,-5281,3404,246
12.25,-5161,1951,-781
12.26,-3492,-1783,-469
12.27,-319,-5212,1262
12.28,3788,-4752,2694
12.29,6575,-727,2523
12.30,6288,2815,1240
12.31,3953,3098,54
12.32,1238,693,210
12.33,-1491,-1699,1295
12.34,-2776,-2017,1698
12.35,-1279,-1089,886
12.36,612,-1199,-414
12.37,579,-2391,-311
12.38,-41,-1775,1737
12.39,943,1969,3740
12.40,3316,5787,3875
12.41,4411,5618,2328
12.42,2229,1242,921
12.43,-1929,-3460,1475
12.44,-5083,-4839,2737
12.45,-5535,-2715,1996
12.46,-3553,497,237
12.47,-772,2412,294
12.48,1110,2457,1784
12.49,1576,1360,2596
12.50,1905,33,1988
12.51,3037,-426,504
12.52,2825,-8,-464
12.53,-79,-336,23
12.54,-2944,-1277,485
12.55,-3707,-678,-401
12.56,-3585,1402,-1497
12.57,-3381,2972,-1780
12.58,-1486,3034,-1044
12.59,2132,1801,25
12.60,4560,288,263
12.61,4580,-632,-25
12.62,4010,-860,56
12.63,3633,-197,-177
12.64,1854,906,-482
12.65,-1264,1351,278
12.66,-3431,1116,1084
12.67,-4111,758,821
12.68,-4574,209,-193
12.69,-3990,-172,-275
12.70,-1323,239,762
12.71,2004,1192,898
12.72,4511,2616,281
12.73,4917,4265,499
12.74,2732,4017,1511
12.75,312,557,2235
12.76,-168,-3497,2176
12.77,-75,-4952,1848
12.78,-283,-3367,1289
12.79,-97,-45,452
12.80,-335,2715,-54
12.81,-1569,3388,103
12.82,-2204,2384,572
12.83,-487,390,1083
12.84,2703,-2005,1643
12.85,4934,-3914,1916
12.86,5110,-4860,1926
12.87,4319,-4329,1877
12.88,3865,-1323,1631
12.89,3311,3482,1432
12.90,2491,6664,1593
12.91,1813,4595,2094
12.92,844,-1889,2700
12.93,-372,-7095,2941
12.94,-1464,-7053,1949
12.95,-2356,-2858,47
12.96,-2878,2207,-693
12.97,-2631,5135,726
12.98,-1056,4963,2022
12.99,1315,3355,1079
13.00,2955,1979,-251
13.01,2695,562,141
13.02,837,-1537,1504
13.03,-785,-3432,2152
13.04,-1131,-3477,1012
13.05,-986,-1296,-821
13.06,-1175,1802,-1093
13.07,-1784,3594,228
13.08,-2160,2009,1114
13.09,-1361,-1908,1199
13.10,896,-3799,1110
13.11,2761,-1803,287
13.12,1798,1349,-1253
13.13,-667,2543,-1394
13.14,-1252,1801,804
13.15,-104,1069,2299
13.16,660,778,955
13.17,829,267,-923
13.18,502,-294,-1440
13.19,-270,-745,-684
13.20,25,-546,920
13.21,953,840,1280
13.22,505,2070,201
13.23,-483,2136,-15
13.24,-265,1214,692
13.25,1248,-451,1267
13.26,2909,-1890,1257
13.27,3128,-1645,228
13.28,1434,688,-533
13.29,-849,3384,759
13.30,-2069,3882,2511
13.31,-2067,1300,2337
13.32,-1982,-2409,1110
13.33,-1954,-3882,881
13.34,-661,-2175,2269
13.35,1566,396,3304
13.36,3217,1778,2007
13.37,3930,1722,17
13.38,3129,1158,-57
13.39,1223,1485,1056
13.40,141,2649,1182
13.41,-150,2121,666
13.42,-372,-1054,1383
13.43,-259,-3728,2603
13.44,-311,-3404,1920
13.45,-523,-526,-465
13.46,-598,3531,-1957
13.47,-1016,6072,-724
13.48,-1128,4932,1734
13.49,296,1155,2785
13.50,2087,-3182,1964
13.51,1906,-6222,344
13.52,169,-5666,-730
13.53,-808,-1231,-354
13.54,-32,3358,834
13.55,1306,3917,1406
13.56,1904,831,1265
13.57,1783,-1961,1053
13.58,1742,-2051,734
13.59,2127,-691,540
13.60,1712,-544,694
13.61,-512,-1829,552
13.62,-3332,-1938,318
13.63,-5050,666,495
13.64,-4835,4185,1017
13.65,-2580,5504,1312
13.66,479,2671,1464
13.67,2402,-2923,2013
13.68,2679,-6799,2629
13.69,2549,-5372,2649
13.70,2486,290,1537
13.71,1732,4959,46
13.72,49,4430,-460
13.73,-1086,467,103
13.74,9,-2024,997
13.75,2300,-1899,1590
13.76,3779,-879,1510
13.77,3613,543,1443
13.78,1310,2200,2281
13.79,-1825,3371,2645
13.80,-3075,3772,1575
13.81,-2923,3242,595
13.82,-3394,1471,362
13.83,-3430,-661,373
13.84,-1221,-1686,583
13.85,2640,-862,1000
13.86,6279,1721,580
13.87,7790,4213,-459
13.88,6231,4592,-324
13.89,2657,2978,1068
13.90,-978,132,1783
13.91,-3145,-3585,806
13.92,-3058,-6212,-1068
13.93,-1327,-5145,-1169
13.94,794,-380,714
13.95,2637,4848,1357
13.96,3276,6287,408
13.97,1863,3241,127
13.98,-266,-286,884
13.99,-1114,-1529,1381
14.00,-933,-1338,1388
14.01,-880,-963,1455
14.02,-1248,-657,824
14.03,-2202,-47,-198
14.04,-2998,1041,-11
14.05,-1387,1809,1166
14.06,1722,1425,1664
14.07,2627,-321,885
14.08,1438,-2710,331
14.09,389,-4227,624
14.10,-165,-3609,1209
14.11,-300,-585,1237
14.12,125,2747,378
14.13,928,3145,-162
14.14,1800,250,91
14.15,2362,-2543,322
14.16,2288,-2940,686
14.17,1915,-1787,1308
14.18,1199,-307,1781
14.19,-11,1131,1924
14.20,-863,1889,1357
14.21,-1228,1453,413
14.22,-1252,418,-145
14.23,-872,-562,259
14.24,-514,-1048,1259
14.25,53,-807,1420
14.26,1143,-489,947
14.27,1959,-337,628
14.28,2067,435,371
14.29,2048,1273,599
14.30,1903,1001,1189
14.31,1178,429,1568
14.32,461,1023,1855
14.33,280,2353,1723
14.34,-371,3124,938
14.35,-2189,2516,180
14.36,-3619,466,262
14.37,-2783,-1533,863
14.38,-417,-1838,1214
14.39,1911,-409,1296
14.40,3662,1014,666
14.41,4009,1081,-157
14.42,3017,536,127
14.43,2195,442,1152
14.44,1556,1090,780
14.45,-33,1208,-575
14.46,-2156,-335,-472
14.47,-4156,-1576,837
14.48,-5727,-892,1706
14.49,-5419,419,1556
14.50,-2591,1418,560
14.51,308,1868,295
14.52,1460,997,1594
14.53,2299,-916,2067
14.54,3514,-2773,1169
14.55,3729,-3356,914
14.56,3245,-1585,1143
14.57,3006,1506,733
14.58,1292,3169,134
14.59,-2073,2560,252
14.60,-3774,1160,1163
14.61,-2722,85,2045
14.62,-981,-774,2177
14.63,408,-1465,1652
14.64,1262,-1531,1155
14.65,852,-741,1279
14.66,-87,361,1627
14.67,222,1046,1819
14.68,1688,786,1713
14.69,2981,-450,1349
14.70,3086,-1218,1040
14.71,1725,-371,1165
14.72,341,1117,1372
14.73,20,1393,803
14.74,72,395,-507
14.75,-229,-179,-1042
14.76,-858,453,-275
14.77,-1404,1556,170
14.78,-1133,2035,-86
14.79,524,1537,233
14.80,2765,640,1183
14.81,4445,173,1795
14.82,4900,-23,1373
14.83,3792,-379,164
14.84,1600,-863,-978
14.85,-1023,-1246,-1145
14.86,-2802,-373,-179
14.87,-2291,2287,799
14.88,-868,4753,969
14.89,-1046,4776,408
14.90,-1870,2069,-29
14.91,-1252,-1813,211
14.92,-181,-4514,1300
14.93,519,-4534,2311
14.94,1614,-2175,1439
14.95,2038,1170,-335
14.96,528,3807,-507
14.97,-841,4078,986
14.98,414,2009,2264
14.99,2837,-733,2496
15.00,3412,-2670,2436
15.01,1748,-3116,1811
15.02,-734,-2727,1287
15.03,-2279,-2275,1980
15.04,-1746,-1547,2658
15.05,-79,229,1925
15.06,539,3113,574
15.07,-793,4953,-219
15.08,-3061,3586,-439
15.09,-3905,175,-61
15.10,-1604,-2257,752
15.11,2096,-2231,724
15.12,4499,-310,81
15.13,5371,1723,477
15.14,5380,2365,1527
15.15,5212,1444,1924
15.16,4862,-134,1591
15.17,2423,-1009,815
15.18,-2676,-552,96
15.19,-7281,700,171
15.20,-8671,1187,819
15.21,-6678,-383,889
15.22,-1879,-2891,635
15.23,3279,-4115,722
15.24,5813,-3204,1054
15.25,5842,-350,1359
15.26,4880,2967,1341
15.27,3284,4715,1135
15.28,412,4333,475
15.29,-3584,1702,-384
15.30,-6017,-2107,-246
15.31,-4334,-4269,618
15.32,99,-3915,1165
15.33,4123,-2431,1012
15.34,6110,-697,66
15.35,5219,1079,-306
15.36,1924,2791,1084
15.37,-701,3847,2526
15.38,-982,3283,2117
15.39,-857,724,436
15.40,-1718,-2701,-775
15.41,-2653,-4761,-137
15.42,-2089,-3920,2045
15.43,627,-340,3200
15.44,3948,3792,1916
15.45,4959,5315,-463
15.46,2599,3517,-1177
15.47,-1048,657,370
15.48,-2739,-1165,1670
15.49,-735,-1102,1233
15.50,2916,-162,368
15.51,4068,177,758
15.52,1055,58,1621
15.53,-3226,607,1083
15.54,-4370,1971,-178
15.55,-1580,2568,-251
15.56,2326,1837,886
15.57,4747,1202,1836
15.58,4558,1141,2045
15.59,1762,759,1764
15.60,-1641,251,982
15.61,-3812,98,75
15.62,-5141,-322,328
15.63,-5469,-1355,1236
15.64,-3420,-2545,1155
15.65,211,-2542,683
15.66,3405,-66,1121
15.67,5861,3301,1675
15.68,7348,4352,1719
15.69,6681,2257,2091
15.70,2846,-705,2288
15.71,-3413,-1906,1020
15.72,-8825,-1384,-292
15.73,-9460,-296,-396
15.74,-5083,666,-159
15.75,13,344,475
15.76,3005,-1048,1443
15.77,4387,-1321,1627
15.78,4719,51,1183
15.79,4478,1410,812
15.80,3970,1273,681
15.81,2373,98,738
15.82,-217,-383,839
15.83,-1948,743,771
15.84,-1856,2245,746
15.85,-744,1779,1277
15.86,-86,-987,1465
15.87,-689,-3322,668
15.88,-1579,-2628,301
15.89,-1199,475,1258
15.90,713,3533,2040
15.91,2824,4446,1465
15.92,4033,2728,711
15.93,4400,36,702
15.94,3398,-1638,1381
15.95,923,-1761,1679
15.96,-1366,-823,272
15.97,-3089,545,-1397
15.98,-4604,1584,-1121
15.99,-4045,1919,236
16.00,-679,1459,1034
16.01,3228,139,892
16.02,5866,-1426,852
16.03,6519,-2633,1493
16.04,4162,-3334,1642
16.05,-302,-2687,1045
16.06,-3437,-124,521
16.07,-3714,2387,276
16.08,-2836,2448,373
16.09,-1827,388,1074
16.10,-714,-1701,1481
16.11,-785,-2786,976
16.12,-1942,-2777,852
16.13,-1548,-1203,1175
16.14,1022,1151,874
16.15,3196,2592,487
16.16,3430,2635,516
16.17,2660,1865,548
16.18,2105,1252,719
16.19,1472,1255,863
16.20,104,663,1268
16.21,-1102,-1331,1581
16.22,-1795,-3036,691
16.23,-3040,-2286,-602
16.24,-4480,717,-761
16.25,-3914,3468,-22
16.26,-710,3578,515
16.27,3273,1039,718
16.28,6073,-1841,1187
16.29,7451,-2790,1786
16.30,7650,-1684,1609
16.31,5561,104,696
16.32,1207,1717,-71
16.33,-2500,2745,-24
16.34,-3851,2891,554
16.35,-3815,2313,1025
16.36,-2658,1350,1285
16.37,-820,520,1424
16.38,-414,-136,1211
16.39,-1327,-1248,1006
16.40,-644,-1847,1485
16.41,1617,-348,1572
16.42,2633,1966,1003
16.43,2209,3023,932
16.44,1591,2401,1443
16.45,854,752,1858
16.46,794,-775,1492
16.47,1363,-1392,484
16.48,344,-1897,-145
16.49,-1490,-3041,77
16.50,-1709,-3546,728
16.51,-1014,-1656,1249
16.52,61,1906,1206
16.53,1793,4323,621
16.54,2841,3903,-20
16.55,2476,1579,308
16.56,1933,-514,1414
16.57,2145,-1194,1835
16.58,2851,-1102,845
16.59,2449,-973,-50
16.60,-524,-864,821
16.61,-4069,-1055,1552
16.62,-4468,-1268,734
16.63,-1523,-174,367
16.64,1616,2401,1077
16.65,2914,4307,1289
16.66,2611,3348,656
16.67,1496,-246,120
16.68,555,-3627,113
16.69,295,-3773,986
16.70,-489,-658,1720
16.71,-1973,2429,1014
16.72,-2140,2941,338
16.73,-757,1216,635
16.74,223,-1264,901
16.75,424,-2809,882
16.76,869,-2297,791
16.77,1451,-556,813
16.78,1586,714,1021
16.79,1855,1032,1093
16.80,2001,1062,1309
16.81,607,1295,1621
16.82,-1795,1270,1477
16.83,-2906,479,1032
16.84,-2479,-1058,780
16.85,-2181,-2652,763
16.86,-2095,-2537,672
16.87,-1030,162,769
16.88,1276,3833,1063
16.89,4097,5634,1156
16.90,5965,3808,923
16.91,5208,-595,606
16.92,2235,-4611,928
16.93,-1040,-5875,1568
16.94,-3279,-3935,1356
16.95,-3995,-413,-137
16.96,-3588,2345,-1294
16.97,-2416,3679,-925
16.98,-277,3962,39
16.99,2456,2868,471
17.00,4513,60,797
17.01,5232,-2877,1562
17.02,4056,-3990,2326
17.03,1579,-2587,2021
17.04,159,975,542
17.05,104,4592,-578
17.06,-423,5608,-542
17.07,-1487,3356,623
17.08,-2042,-15,2485
17.09,-2106,-2086,2609
17.10,-1668,-2149,765
17.11,-805,-640,-67
17.12,-101,1569,702
17.13,201,3278,1450
17.14,426,3667,1360
17.15,1405,2884,878
17.16,3442,1401,1192
17.17,5387,-106,2008
17.18,5419,-1189,2035
17.19,3421,-2152,1424
17.20,878,-2799,1176
17.21,-1484,-1918,1229
17.22,-2923,1048,1405
17.23,-2850,3943,1663
17.24,-2628,3911,1300
17.25,-3097,1294,389
17.26,-3069,-1632,482
17.27,-1692,-2969,1357
17.28,498,-2303,1274
17.29,2521,-1021,1031
17.30,3390,-26,1430
17.31,2335,842,921
17.32,77,1734,-443
17.33,-1167,2565,-573
17.34,-462,2661,475
17.35,498,721,965
17.36,77,-3034,505
17.37,-732,-5603,-80
17.38,-620,-4443,412
17.39,-126,-412,1364
17.40,335,3337,1092
17.41,711,4437,251
17.42,593,3337,-32
17.43,-83,1538,-25
17.44,-677,-857,575
17.45,-69,-3657,1417
17.46,1813,-5154,1490
17.47,3399,-4013,1184
17.48,3562,-744,1003
17.49,2751,2675,797
17.50,1205,4005,443
17.51,-821,2912,176
17.52,-2425,724,320
17.53,-3389,-1815,875
17.54,-2824,-3449,1010
17.55,76,-2390,167
17.56,3057,468,-280
17.57,3452,2221,589
17.58,2572,2014,1418
17.59,2876,1790,1109
17.60,3552,3277,499
17.61,2908,5200,445
17.62,756,4117,86
17.63,-2250,-666,-243
17.64,-4256,-4626,516
17.65,-3062,-4168,1108
17.66,962,-1162,504
17.67,4173,1190,360
17.68,4299,2065,1628
17.69,2454,2162,2316
17.70,-103,1779,1367
17.71,-2093,1146,341
17.72,-2119,929,-109
17.73,-889,697,-323
17.74,55,148,186
17.75,628,354,1270
17.76,1039,948,1741
17.77,963,770,1466
17.78,292,130,1297
17.79,-765,-572,1508
17.80,-1806,-1232,1450
17.81,-2538,-1382,962
17.82,-3001,-905,225
17.83,-3228,-540,-350
17.84,-1928,-504,156
17.85,1907,-267,1783
17.86,6080,269,3094
17.87,7586,620,2794
17.88,5825,337,1468
17.89,1896,-473,821
17.90,-2349,-1288,830
17.91,-5020,-1236,575
17.92,-5471,220,246
17.93,-4360,1982,291
17.94,-2142,2276,598
17.95,962,698,947
17.96,4060,-1100,1512
17.97,5751,-1512,1666
17.98,5192,-983,1404
17.99,3526,-710,1363
18.00,1958,-773,1193
18.01,281,12,966
18.02,-1187,1924,871
18.03,-1868,2875,421
18.04,-2590,1183,60
18.05,-3676,-1175,355
18.06,-3712,-1566,780
18.07,-2299,-466,753
18.08,-288,-173,539
18.09,2116,-920,914
18.10,4138,-912,1465
18.11,4126,348,1444
18.12,2706,1919,1086
18.13,1540,2675,439
18.14,542,2065,8
18.15,-566,283,528
18.16,-1536,-1640,1311
18.17,-1764,-2038,1432
18.18,-1054,-700,699
18.19,44,688,-56
18.20,1099,1106,-89
18.21,1685,781,669
18.22,1638,119,1574
18.23,1703,-603,1420
18.24,2637,-1122,699
18.25,3115,-1310,702
18.26,2083,-721,1012
18.27,998,865,535
18.28,126,2293,-372
18.29,-1433,2504,-442
18.30,-2440,1813,614
18.31,-1787,897,1590
18.32,-614,26,1632
18.33,218,-841,1499
18.34,1146,-1359,1488
18.35,2182,-842,596
18.36,2717,648,-524
18.37,2289,2116,-129
18.38,887,2558,911
18.39,-876,1561,1109
18.40,-2212,-60,801
18.41,-2304,-1347,672
18.42,-596,-1664,977
18.43,2373,-274,1316
18.44,4045,1846,913
18.45,2474,2556,326
18.46,-357,1877,445
18.47,-1604,1324,1036
18.48,-738,1146,1328
18.49,1037,541,1264
18.50,2048,-705,1561
18.51,1306,-1445,1594
18.52,-901,-863,1202
18.53,-2765,-35,1168
18.54,-2848,-164,1116
18.55,-1156,-766,737
18.56,1178,-864,666
18.57,2124,-10,938
18.58,1683,1357,1066
18.59,1901,2275,1120
18.60,2590,2085,1375
18.61,2405,768,1362
18.62,1274,-1245,1134
18.63,-680,-2585,954
18.64,-2748,-1655,681
18.65,-3295,689,906
18.66,-1973,2249,1262
18.67,152,2319,656
18.68,2029,1221,516
18.69,2642,-575,1785
18.70,1997,-2459,2130
18.71,1048,-3820,1175
18.72,215,-3746,1118
18.73,143,-1517,1175
18.74,1010,1825,146
18.75,1113,3762,-90
18.76,77,3194,1052
18.77,-747,1391,1606
18.78,-1472,-410,870
18.79,-2075,-1601,-127
18.80,-1662,-1901,-33
18.81,-607,-1486,1345
18.82,643,-278,2155
18.83,1758,1277,1097
18.84,1661,1750,-369
18.85,750,1040,-233
18.86,584,344,1126
18.87,746,-25,1697
18.88,-114,-30,642
18.89,-1727,277,-417
18.90,-2714,616,-350
18.91,-1961,1106,270
18.92,770,1434,1034
18.93,4235,1116,1044
18.94,6036,514,181
18.95,4467,41,-42
18.96,378,-50,344
18.97,-3437,679,178
18.98,-4692,1807,-32
18.99,-3233,2170,57
19.00,-452,1263,72
19.01,2189,-411,1000
19.02,3267,-1763,2049
19.03,2350,-2337,1322
19.04,689,-2325,416
19.05,-134,-934,781
19.06,314,1722,976
19.07,1040,3388,461
19.08,611,2591,-12
19.09,-897,224,225
19.10,-1557,-1666,1129
19.11,-316,-1691,1569
19.12,1733,-685,1250
19.13,2891,-335,1219
19.14,2184,-428,1682
19.15,416,98,1584
19.16,-227,1151,951
19.17,928,2325,778
19.18,2537,2725,1105
19.19,3519,1479,1763
19.20,3481,-544,2147
19.21,1986,-1906,1914
19.22,-607,-1849,1417
19.23,-3102,-632,592
19.24,-4472,820,-37
19.25,-4082,1854,170
19.26,-2133,2004,702
19.27,258,1129,984
19.28,2327,153,919
19.29,3969,237,743
19.30,4741,1302,1031
19.31,4206,1684,1523
19.32,2473,-44,1545
19.33,660,-2412,1572
19.34,-562,-3018,1637
19.35,-1967,-1441,1030
19.36,-3312,1180,290
19.37,-3506,2981,90
19.38,-3196,2542,229
19.39,-2541,649,648
19.40,-541,-736,1173
19.41,1832,-880,1297
19.42,3179,-964,1166
19.43,3587,-1993,1158
19.44,3048,-2845,1229
19.45,1501,-1886,1224
19.46,-182,718,1108
19.47,-1124,2808,480
19.48,-1641,2821,-501
19.49,-2320,1646,-726
19.50,-2906,524,-106
19.51,-2705,-948,575
19.52,-1448,-2651,853
19.53,376,-3008,761
19.54,2147,-1394,808
19.55,3639,987,943
19.56,4377,2677,689
19.57,3842,3105,238
19.58,2185,1811,544
19.59,191,-682,1588
19.60,-923,-2570,1739
19.61,-1304,-2574,340
19.62,-2232,-798,-727
19.63,-2971,1253,-5
19.64,-2076,2015,1108
19.65,-19,1619,973
19.66,1918,1035,614
19.67,2944,731,1204
19.68,3079,412,1945
19.69,3358,-446,1910
19.70,3647,-1767,1416
19.71,2625,-2380,1002
19.72,559,-1073,680
19.73,-1982,1384,835
19.74,-4324,3166,1293
19.75,-4200,3275,1149
19.76,-1369,1797,610
19.77,870,-489,649
19.78,783,-2220,1197
19.79,271,-2086,1373
19.80,1032,-210,1257
19.81,2717,2017,1554
19.82,4110,3141,1720
19.83,4025,2385,1459
19.84,2430,584,1277
19.85,197,-940,1204
19.86,-1857,-1533,1313
19.87,-2948,-1032,1303
19.88,-3227,158,532
19.89,-3686,1314,-431
19.90,-4088,1846,-817
19.91,-3107,1792,-431
19.92,-107,1419,419
19.93,4285,564,1399
19.94,8193,-538,2189
19.95,9764,-1355,2346
19.96,8136,-1728,1615
19.97,3631,-1117,755
19.98,-1472,502,660
19.99,-4963,1864,781
20.00,-6227,2299,137
20.01,-6204,2053,-713
20.02,-5995,930,-654
20.03,-4733,-1241,539
20.04,-1098,-3193,1650
20.05,3809,-3330,1922
20.06,7319,-1411,1818
20.07,7933,1350,1163
20.08,5893,3188,223
20.09,2562,3096,69
20.10,-142,1647,569
20.11,-1070,-148,916
20.12,-659,-1876,756
20.13,-279,-2930,418
20.14,-1155,-2286,82
20.15,-2585,-230,-229
20.16,-2682,1227,95
20.17,-909,1212,1048
20.18,1541,1289,1608
20.19,3003,2049,1401
20.20,3167,1889,754
20.21,2701,328,598
20.22,1890,-1000,1451
20.23,902,-856,1966
20.24,35,376,1293
20.25,-1325,1768,-18
20.26,-3605,2611,-1116
20.27,-5072,2403,-926
20.28,-3789,1152,470
20.29,-384,-729,1635
20.30,2846,-2224,1858
20.31,4438,-2247,1536
20.32,4034,-1285,1083
20.33,2152,-536,760
20.34,259,198,648
20.35,-698,1379,681
20.36,-1094,1989,831
20.37,-1506,1222,837
20.38,-2037,-169,591
20.39,-2229,-1307,685
20.40,-1092,-1478,1396
20.41,1075,-740,1629
20.42,2446,58,863
20.43,2176,717,255
20.44,1320,904,1058
20.45,1315,503,2035
20.46,2101,228,1480
20.47,2648,81,869
20.48,2183,-243,1379
20.49,470,-371,1416
20.50,-2077,0,219
20.51,-4250,738,-554
20.52,-4664,1280,193
20.53,-3150,1149,1148
20.54,-754,397,1134
20.55,1812,-98,812
20.56,4202,364,1145
20.57,5426,715,1930
20.58,4800,-413,2277
20.59,3031,-1864,1769
20.60,1087,-1666,986
20.61,-804,-33,409
20.62,-2751,1133,143
20.63,-4207,1242,172
20.64,-3545,1290,460
20.65,-599,1545,780
20.66,2224,1368,888
20.67,3139,408,794
20.68,2403,-1027,908
20.69,1070,-1887,1381
20.70,153,-993,1346
20.71,308,1052,520
20.72,948,2165,193
20.73,694,1564,824
20.74,-604,177,964
20.75,-1395,-727,226
20.76,-532,-634,-71
20.77,1130,-115,582
20.78,1924,323,1286
20.79,1557,436,1141
20.80,1013,130,598
20.81,1161,67,524
20.82,1843,263,624
20.83,1399,54,353
20.84,-489,-344,177
20.85,-1736,-413,506
20.86,-1289,-14,460
20.87,-5,748,-395
20.88,1199,1150,-358
20.89,1764,546,785
20.90,1335,-179,1439
20.91,812,359,1418
20.92,857,1614,1177
20.93,652,1673,513
20.94,-284,-34,313
20.95,-1470,-1711,882
20.96,-1996,-1623,1167
20.97,-1052,-260,1219
20.98,1081,635,1272
20.99,3028,400,1243
21.00,3555,129,1398
21.01,2269,578,1745
21.02,14,1189,1797
21.03,-1350,903,1774
21.04,-925,-113,1823
21.05,188,-644,1221
21.06,560,-617,695
21.07,378,-347,1146
21.08,462,590,1497
21.09,328,1833,1065
21.10,-494,2111,587
21.11,-1033,1080,468
21.12,-522,-666,651
21.13,278,-2230,1278
21.14,614,-2125,1766
21.15,1028,28,1612
21.16,1915,2509,1204
21.17,2533,3502,908
21.18,1718,2503,733
21.19,-761,18,828
21.20,-3086,-1930,1013
21.21,-3591,-1773,937
21.22,-2647,-557,397
21.23,-1110,-12,-224
21.24,249,-72,-56
21.25,1038,461,1072
21.26,2090,1497,1801
21.27,3563,1749,1035
21.28,4168,977,119
21.29,2848,-84,442
21.30,54,-984,1287
21.31,-2085,-1210,1196
21.32,-1746,-502,274
21.33,161,670,-311
21.34,1306,1558,-172
21.35,1188,1611,318
21.36,638,845,871
21.37,98,234,990
21.38,-265,384,791
21.39,-521,560,741
21.40,-648,-89,631
21.41,-71,-1111,714
21.42,1359,-1314,1163
21.43,2531,-497,1335
21.44,2275,392,767
21.45,821,354,87
21.46,-542,-309,60
21.47,-856,-692,771
21.48,-369,-562,1454
21.49,-239,-207,1393
21.50,-866,339,744
21.51,-1602,1173,213
21.52,-1730,1864,479
21.53,-708,1678,1198
21.54,1231,538,1451
21.55,2797,-1056,1467
21.56,2835,-2346,1646
21.57,1611,-2348,1520
21.58,138,-516,925
21.59,-955,2461,337
21.60,-1446,4618,45
21.61,-1149,3765,68
21.62,-302,60,710
21.63,549,-3531,1768
21.64,1262,-4250,2273
21.65,1792,-2130,1819
21.66,2219,521,789
21.67,2448,1756,-66
21.68,1682,1654,-120
21.69,-80,1307,534
21.70,-1421,1096,1137
21.71,-1220,849,1178
21.72,-43,125,775
21.73,681,-1273,540
21.74,544,-2100,1049
21.75,267,-828,1647
21.76,558,1837,1071
21.77,1236,3208,-2
21.78,1330,1832,-183
21.79,546,-1012,345
21.80,80,-2672,1089
21.81,713,-1697,1399
21.82,1667,626,780
21.83,1903,2021,142
21.84,683,1626,241
21.85,-1595,629,578
21.86,-2697,545,723
21.87,-1322,756,766
21.88,761,238,820
21.89,1554,-618,891
21.90,1088,-1136,1167
21.91,342,-918,1616
21.92,313,100,1303
21.93,1075,996,352
21.94,1142,946,45
21.95,-356,284,498
21.96,-1943,-322,1104
21.97,-1956,-379,1579
21.98,-687,266,1724
21.99,989,864,1608
22.00,2391,460,1352
22.01,2696,-365,1075
22.02,1832,-343,1209
22.03,376,664,1300
22.04,-1099,1682,851
22.05,-2024,1486,751
22.06,-1879,101,1082
22.07,-680,-843,865
22.08,733,-380,356
22.09,1366,672,147
22.10,1472,1233,545
