2022.05.23 11:02:00,,,
GOSHO,,,
F1,,,
,N14W,N76E,
TIME(s),STREAM(gal),DAMAXIS(gal),U-D(gal)
12.54,-0.0088138138,-2.4968503296,-6.9842845593
12.55,-0.0044069069,-2.52207104,-7.0089879447
12.56,0.0224351624,-2.5559613696,-7.01257392
12.57,0.0701098825,-2.6064027904,-6.9970346937
12.58,0.1390178813,-2.671819008,-6.9791048172
12.59,0.2059227406,-2.7403878144,-6.9615733824
12.60,0.248389298,-2.7853122048,-6.9372684387
12.61,0.2600075071,-2.7864944256,-6.9034008942
12.62,0.228357903,-2.7573329792,-6.8727208833
12.63,0.1490335788,-2.7167433984,-6.845228406
12.64,0.0324508599,-2.6596027264,-6.8189312538
12.65,-0.1009582308,-2.587093184,-6.8021967024
12.66,-0.2247522519,-2.5134014208,-6.7850637093
12.67,-0.3373286918,-2.4487733504,-6.7547821401
12.68,-0.4362837831,-2.3936030464,-6.721711479
12.69,-0.5055924098,-2.3451319936,-6.7033831608
12.70,-0.5412482929,-2.309271296,-6.6946174434
12.71,-0.5464564556,-2.2970550144,-6.6958127685
12.72,-0.5280275722,-2.2970550144,-6.7093597863
12.73,-0.4915704333,-2.2982372352,-6.7312740798
12.74,-0.4374856668,-2.3017838976,-6.7511961648
12.75,-0.3693789238,-2.3057246336,-6.7651416243
12.76,-0.284445809,-2.3104535168,-6.7739073417
12.77,-0.1810838108,-2.3226697984,-6.7850637093
12.78,-0.0596935571,-2.3557719808,-6.8085717696
12.79,0.0504791154,-2.4144889472,-6.8456268477
12.80,0.1177846026,-2.478722944,-6.8874632262
12.81,0.1253965327,-2.5177362304,-6.908979078
12.82,0.0813274637,-2.5390162048,-6.9157525869
12.83,0.0148232323,-2.5638428416,-6.9285027213
12.84,-0.0604948129,-2.593004288,-6.9480263646
12.85,-0.1406203929,-2.6268946176,-6.9428466225
12.86,-0.2143359265,-2.6674841984,-6.8922445266
12.87,-0.2788370184,-2.7064974848,-6.8177359287
12.88,-0.3501487846,-2.7317181952,-6.7531883733
12.89,-0.4214605508,-2.7281715328,-6.7181255037
12.90,-0.468734643,-2.6962515712,-6.7061722527
12.91,-0.4979804797,-2.6426575616,-6.7157348535
12.92,-0.5108005725,-2.5689657984,-6.7328678466
12.93,-0.4979804797,-2.4877866368,-6.7332662883
12.94,-0.4627252245,-2.4219763456,-6.7312740798
12.95,-0.4198580392,-2.392026752,-6.7500008397
12.96,-0.3741864586,-2.3955734144,-6.7810792923
12.97,-0.3321205291,-2.4192178304,-6.8193296955
12.98,-0.2960640181,-2.4653244416,-6.8639551659
12.99,-0.2672188093,-2.5311347328,-6.9037993359
13.00,-0.2455849027,-2.6004916864,-6.9261120711
13.01,-0.2159384381,-2.6596027264,-6.9261120711
13.02,-0.1766769039,-2.7017686016,-6.9073853112
13.03,-0.1326078349,-2.7226545024,-6.8786975088
13.04,-0.0889393938,-2.7175315456,-6.8520019149
13.05,-0.0444696969,-2.6824589952,-6.8424393141
13.06,0,-2.6178309248,-6.8575800987
13.07,0.0328514878,-2.527982144,-6.8914476432
13.08,0.0516809991,-2.4227644928,-6.9189401205
13.09,0.0536841386,-2.3238520192,-6.9225260958
13.10,0.0328514878,-2.2517365504,-6.9037993359
13.11,-0.008012558,-2.2221810304,-6.8786975088
13.12,-0.0753180452,-2.2320328704,-6.8579785404
13.13,-0.1686643459,-2.2722283776,-6.8539941234
13.14,-0.2712250883,-2.3380386688,-6.8882601096
13.15,-0.3769908539,-2.417641536,-6.9536045484
13.16,-0.4663308756,-2.5015792128,-7.024527171
13.17,-0.536841386,-2.5815761536,-7.0930591434
13.18,-0.6053487569,-2.6509331072,-7.136090847
13.19,-0.6774617789,-2.7143789568,-7.1468487729
13.20,-0.7487735451,-2.7640322304,-7.1337001968
13.21,-0.7872338235,-2.7876766464,-7.1145749952
13.22,-0.8036595674,-2.7983166336,-7.1133796701
13.23,-0.7924419862,-2.7987107072,-7.1225438292
13.24,-0.7563854752,-2.7790070272,-7.1305126632
13.25,-0.6998969413,-2.7541803904,-7.1404737057
13.26,-0.6426071516,-2.7313241216,-7.1428643559
13.27,-0.5933299199,-2.7037389696,-7.1189578539
13.28,-0.5496614788,-2.6765478912,-7.0783168005
13.29,-0.5095986888,-2.6627553152,-7.0309022382
13.30,-0.4751446894,-2.6548738432,-6.9683468913
13.31,-0.4350818994,-2.6517212544,-6.8978227104
13.32,-0.3821990166,-2.6556619904,-6.8312829465
13.33,-0.3253098548,-2.6564501376,-6.765540066
13.34,-0.2788370184,-2.6497508864,-6.7001956272
13.35,-0.2463861585,-2.6347760896,-6.6436169058
13.36,-0.2267553914,-2.6083731584,-6.6029758524
13.37,-0.2287585309,-2.5685717248,-6.5890303929
13.38,-0.2479886701,-2.5212828928,-6.5858428593
13.39,-0.2712250883,-2.4712355456,-6.5806631172
13.40,-0.2932596228,-2.4207941248,-6.5722958415
13.41,-0.3056790877,-2.3794163968,-6.5579519403
13.42,-0.2940608786,-2.3628653056,-6.5587488237
13.43,-0.2551999723,-2.37429344,-6.5738896083
13.44,-0.1971089268,-2.4081837696,-6.5818584423
13.45,-0.1302040675,-2.4554726016,-6.5890303929
13.46,-0.0697092546,-2.510248832,-6.6073587111
13.47,-0.0352552552,-2.5721183872,-6.6308667714
13.48,-0.0296464646,-2.6276827648,-6.665929641
13.49,-0.0524822549,-2.6603908736,-6.7197192705
13.50,-0.0985544634,-2.6596027264,-6.7838683842
13.51,-0.1634561832,-2.624530176,-6.8404471056
13.52,-0.2235503682,-2.563448768,-6.8806897173
13.53,-0.2560012281,-2.4996088448,-6.9041977776
13.54,-0.2688213209,-2.4538963072,-6.9105728448
13.55,-0.2672188093,-2.4337985536,-6.9117681699
13.56,-0.2535974607,-2.4444385408,-6.9117681699
13.57,-0.236370461,-2.4759644288,-6.9177447954
13.58,-0.2191434613,-2.5185243776,-6.9456357144
13.59,-0.2055221127,-2.575270976,-6.9954409269
13.60,-0.1898976246,-2.642263488,-7.0532149734
13.61,-0.1794812992,-2.7155611776,-7.1133796701
13.62,-0.1746737644,-2.786100352,-7.1540207235
13.63,-0.1706674854,-2.8400884352,-7.1723490417
13.64,-0.1766769039,-2.864915072,-7.1747396919
13.65,-0.1995126942,-2.8700380288,-7.1631848826
13.66,-0.2327648099,-2.8763432064,-7.1404737057
13.67,-0.2672188093,-2.8952587392,-7.1026217442
13.68,-0.2976665297,-2.9173268608,-7.0595900406
13.69,-0.3281142501,-2.9204794496,-7.0241287293
13.70,-0.3589625984,-2.8928942976,-6.9922533933
13.71,-0.3942178536,-2.8361476992,-6.9723313083
13.72,-0.4495045038,-2.754574464,-6.9583858488
13.73,-0.5212168979,-2.6714249344,-6.9300964881
13.74,-0.5901248967,-2.6071909376,-6.8858694594
13.75,-0.6213738729,-2.5630546944,-6.8428377558
13.76,-0.5989387105,-2.5366517632,-6.829290738
13.77,-0.5204156421,-2.5275880704,-6.829290738
13.78,-0.4142492486,-2.5267999232,-6.8037904692
13.79,-0.3209029479,-2.5208888192,-6.7679307162
13.80,-0.2527962049,-2.5059140224,-6.7348600551
13.81,-0.2111309033,-2.4755703552,-6.6910314681
13.82,-0.1822856945,-2.4290696704,-6.6332574216
13.83,-0.1462291835,-2.380204544,-6.5707020747
13.84,-0.1065670214,-2.3376445952,-6.5061545193
13.85,-0.0729142778,-2.299419456,-6.4479820311
13.86,-0.0492772317,-2.261982464,-6.4105285113
13.87,-0.0388609063,-2.2174521472,-6.3929970765
13.88,-0.0468734643,-2.1756803456,-6.406942536
13.89,-0.076119301,-2.1524300032,-6.4531617732
13.90,-0.1137783236,-2.1441544576,-6.5081467278
13.91,-0.1462291835,-2.151641856,-6.5679129828
13.92,-0.176276276,-2.1725277568,-6.6324605382
13.93,-0.1995126942,-2.198930688,-6.681867309
13.94,-0.2103296475,-2.2273039872,-6.7013909523
13.95,-0.1935032757,-2.2529187712,-6.6950158851
13.96,-0.1486329509,-2.277745408,-6.6691171746
13.97,-0.0989550913,-2.3183349888,-6.6328589799
13.98,-0.0556872781,-2.3857215744,-6.6129368949
13.99,-0.0228357903,-2.4751762816,-6.630069888
14.00,0.0076119301,-2.5721183872,-6.6571639236
14.01,0.0328514878,-2.6596027264,-6.6715078248
14.02,0.0504791154,-2.7234426496,-6.6742969167
14.03,0.0749174173,-2.7600914944,-6.673898475
14.04,0.1129770678,-2.7738840704,-6.6774844503
14.05,0.1546423694,-2.7589092736,-6.6770860086
14.06,0.1902982525,-2.7080737792,-6.6719062665
14.07,0.2119321591,-2.622559808,-6.6754922418
14.08,0.208326508,-2.5134014208,-6.6922267932
14.09,0.1798819271,-2.3876919424,-6.7352584968
14.10,0.1414216487,-2.250160256,-6.8061811194
14.11,0.0909425333,-2.1134167168,-6.8834788092
14.12,0.0152238602,-1.9955887104,-6.948823248
14.13,-0.0817280916,-1.9222910208,-7.0097848281
14.14,-0.1935032757,-1.903375488,-7.0719417333
14.15,-0.3160954131,-1.934901376,-7.1297157798
14.16,-0.4398894342,-2.0141101696,-7.1731459251
14.17,-0.5612796879,-2.126027072,-7.191872685
14.18,-0.657029756,-2.2556772864,-7.1914742433
14.19,-0.7163226852,-2.3955734144,-7.1823100842
14.20,-0.7235339874,-2.5346813952,-7.1739428085
14.21,-0.6974931739,-2.6564501376,-7.1707552749
14.22,-0.6414052679,-2.7549685376,-7.1592004656
14.23,-0.5736991528,-2.8385121408,-7.1352939636
14.24,-0.5164093631,-2.9153564928,-7.0994342106
14.25,-0.4703371546,-2.9843193728,-7.0627775742
14.26,-0.4278705972,-3.0469770752,-7.0396679556
14.27,-0.4018297837,-3.095448128,-7.0173552204
14.28,-0.4050348069,-3.1104229248,-6.9826907925
14.29,-0.4266687135,-3.0852022144,-6.93288558
14.30,-0.4563151781,-3.0320022784,-6.8727208833
14.31,-0.4843591311,-2.9669801344,-6.8181343704
14.32,-0.4951760844,-2.9051105792,-6.7838683842
14.33,-0.5011855029,-2.8578217472,-6.7770948753
14.34,-0.5095986888,-2.8211729024,-6.793430985
14.35,-0.5099993167,-2.7931936768,-6.8121577449
14.36,-0.4971792239,-2.776248512,-6.8312829465
14.37,-0.4787503405,-2.756544832,-6.8635567242
14.38,-0.4543120386,-2.7262011648,-6.908979078
14.39,-0.4218611787,-2.6946752768,-6.9591827322
14.40,-0.3882084351,-2.6674841984,-6.996636252
14.41,-0.3621676216,-2.6375346048,-7.0261209378
14.42,-0.3397324592,-2.6032502016,-7.0488321147
14.43,-0.3217042037,-2.5650250624,-7.056402507
14.44,-0.2928589949,-2.516159936,-7.0468399062
14.45,-0.2451842748,-2.4633540736,-7.0273162629
14.46,-0.20031395,-2.4322222592,-7.0109801532
14.47,-0.1622542995,-2.4377392896,-7.0014175524
14.48,-0.1273996722,-2.466900736,-6.9834876759
14.49,-0.1137783236,-2.496456256,-6.9603780573
14.50,-0.1374153697,-2.5118251264,-6.9424481808
14.51,-0.1894969967,-2.5126132736,-6.9233229792
14.52,-0.252395577,-2.4976384768,-6.8986195938
14.53,-0.3128903899,-2.4716296192,-6.8790959505
14.54,-0.3617669937,-2.451137792,-6.8599707489
14.55,-0.3874071793,-2.4389215104,-6.821321904
14.56,-0.3717826912,-2.4219763456,-6.7830715008
14.57,-0.3345242965,-2.3951793408,-6.7663369494
14.58,-0.2944615065,-2.3648356736,-6.7611572073
14.59,-0.2551999723,-2.3439497728,-6.7683291579
14.60,-0.2239509961,-2.3510430976,-6.7954231935
14.61,-0.2103296475,-2.3825689856,-6.8312829465
14.62,-0.2067239964,-2.427493376,-6.8663458161
14.63,-0.1991120663,-2.47281184,-6.908979078
14.64,-0.1850900898,-2.5086725376,-6.9464325978
14.65,-0.1670618343,-2.537833984,-6.9547998735
14.66,-0.1490335788,-2.563448768,-6.9440419476
14.67,-0.1249959048,-2.5839405952,-6.9304949298
14.68,-0.0837312311,-2.594974656,-6.9022055691
14.69,-0.0396621621,-2.5941865088,-6.8539941234
14.70,-0.0044069069,-2.5760591232,-6.801399819
14.71,0.024037674,-2.5571435904,-6.7675322745
14.72,0.044069069,-2.5567495168,-6.7503992814
14.73,0.0488766038,-2.5717243136,-6.7428288891
14.74,0.0364571389,-2.5866991104,-6.7300787547
14.75,0.0148232323,-2.5993094656,-6.7085629029
14.76,-0.0180282555,-2.6178309248,-6.6862501677
14.77,-0.0697092546,-2.6426575616,-6.6651327576
14.78,-0.1294028117,-2.6730012288,-6.6472028811
14.79,-0.1915001362,-2.6990100864,-6.6436169058
14.80,-0.2600075071,-2.7049211904,-6.6567654819
14.81,-0.3249092269,-2.693493056,-6.6906330264
14.82,-0.3697795517,-2.675759744,-6.7448210976
14.83,-0.3878078072,-2.6655138304,-6.7982122854
14.84,-0.3958203652,-2.6745775232,-6.8380564554
14.85,-0.4006279,-2.7017686016,-6.861166074
14.86,-0.4026310395,-2.7380233728,-6.8763068586
14.87,-0.4106435975,-2.7774307328,-6.8962289436
14.88,-0.4298737367,-2.821566976,-6.9077837529
14.89,-0.4711384104,-2.8605802624,-6.9041977776
14.90,-0.5244219211,-2.8877713408,-6.8838772509
14.91,-0.5781060597,-2.8956528128,-6.8428377558
14.92,-0.6265820356,-2.8814661632,-6.7978138437
14.93,-0.6642410582,-2.8467876864,-6.765540066
14.94,-0.6662441977,-2.7864944256,-6.7340631717
14.95,-0.6426071516,-2.7088619264,-6.7053753693
14.96,-0.5989387105,-2.634382016,-6.701789394
14.97,-0.5388445255,-2.5796057856,-6.7161332952
14.98,-0.4719396662,-2.5583258112,-6.7280865462
14.99,-0.4070379464,-2.5602961792,-6.741633564
15.00,-0.3513506683,-2.5626606208,-6.7583681154
15.01,-0.2892533438,-2.547685824,-6.7822746174
15.02,-0.216339066,-2.510248832,-6.8101655364
15.03,-0.1474310672,-2.4527140864,-6.8189312538
15.04,-0.0933463007,-2.3932089728,-6.8010013773
15.05,-0.0697092546,-2.3561660544,-6.7591649988
15.06,-0.0709111383,-2.3404031104,-6.7201177122
15.07,-0.0769205568,-2.3360683008,-6.6966096519
15.08,-0.0781224405,-2.350649024,-6.6814688673
15.09,-0.0925450449,-2.3892682368,-6.6770860086
15.10,-0.1298034396,-2.4357689216,-6.681867309
15.11,-0.1866926014,-2.478722944,-6.6922267932
15.12,-0.2632125303,-2.5078843904,-6.7081644612
15.13,-0.3553569473,-2.516159936,-6.7272896628
15.14,-0.4398894342,-2.5177362304,-6.7519930482
15.15,-0.5035892703,-2.5153717888,-6.7858605927
15.16,-0.5332357349,-2.5106429056,-6.8073764445
15.17,-0.5308319675,-2.5074903168,-6.8101655364
15.18,-0.5148068515,-2.510248832,-6.817337487
15.19,-0.4975798518,-2.5090666112,-6.8284938546
15.20,-0.4983811076,-2.500396992,-6.8432361975
15.21,-0.5019867587,-2.5019732864,-6.8623613991
15.22,-0.5067942935,-2.5189184512,-6.8790959505
15.23,-0.5099993167,-2.537833984,-6.8934398517
15.24,-0.4867628985,-2.5539910016,-6.9022055691
15.25,-0.4298737367,-2.5587198848,-6.8954320602
15.26,-0.340533715,-2.5307406592,-6.8802912756
15.27,-0.2327648099,-2.4625659264,-6.8619629574
15.28,-0.1261977885,-2.3794163968,-6.8376580137
15.29,-0.0292458367,-2.3084831488,-6.81335307
15.30,0.0452709527,-2.2576476544,-6.7950247518
15.31,0.0865356264,-2.2312447232,-6.7962200769
15.32,0.1057657656,-2.2336091648,-6.8157437202
15.33,0.1149802073,-2.2604061696,-6.8551894485
15.34,0.1105733004,-2.293508352,-6.9061899861
15.35,0.1013588587,-2.3285809024,-6.9484248063
15.36,0.0933463007,-2.3774460288,-6.9791048172
15.37,0.0837312311,-2.4302518912,-6.9950424852
15.38,0.0737155336,-2.476752576,-7.0050035277
15.39,0.0645010919,-2.5189184512,-7.0305037965
15.40,0.0504791154,-2.5571435904,-7.0552071819
15.41,0.016025116,-2.5827583744,-7.0568009487
15.42,-0.0388609063,-2.5961568768,-7.0448476977
15.43,-0.0977532076,-2.6040383488,-7.0217380791
15.44,-0.152238602,-2.6040383488,-6.9890658597
15.45,-0.1854907177,-2.5957628032,-6.9500185731
15.46,-0.1935032757,-2.569359872,-6.9137603784
15.47,-0.1931026478,-2.5224651136,-6.8751115335
15.48,-0.1910995083,-2.4613837056,-6.8364626886
15.49,-0.1874938572,-2.3947852672,-6.8189312538
15.50,-0.1838882061,-2.3364623744,-6.8288922963
15.51,-0.1746737644,-2.2939024256,-6.8416424307
15.52,-0.1590492763,-2.277745408,-6.8396502222
15.53,-0.1366141139,-2.2942964992,-6.8233141125
15.54,-0.1157814631,-2.336856448,-6.8097670947
15.55,-0.0997563471,-2.3967556352,-6.8033920275
15.56,-0.0917437891,-2.45310816,-6.8057826777
15.57,-0.096150696,-2.4909392256,-6.8169390453
15.58,-0.0997563471,-2.5118251264,-6.829290738
15.59,-0.0989550913,-2.5169480832,-6.8269000878
15.60,-0.1093714167,-2.5185243776,-6.8149468368
15.61,-0.1438254161,-2.527982144,-6.8117593032
15.62,-0.1971089268,-2.5468976768,-6.8221187874
15.63,-0.268420693,-2.5677835776,-6.837259572
15.64,-0.3489469009,-2.5933983616,-6.8500097064
15.65,-0.4274699693,-2.6351701632,-6.865150491
15.66,-0.4875641543,-2.6911286144,-6.8870647845
15.67,-0.5216175258,-2.7541803904,-6.9018071274
15.68,-0.5268256885,-2.8109269888,-6.9097759614
15.69,-0.5156081073,-2.853092864,-6.9261120711
15.70,-0.4923716891,-2.8810720896,-6.9360731136
15.71,-0.448703248,-2.892500224,-6.9300964881
15.72,-0.4022304116,-2.8909239296,-6.9097759614
15.73,-0.3653726448,-2.8850128256,-6.8978227104
15.74,-0.3305180175,-2.8751609856,-6.9137603784
15.75,-0.296464646,-2.8554573056,-6.9420497391
15.76,-0.2704238325,-2.8243254912,-6.9643624743
15.77,-0.2672188093,-2.7786129536,-6.9675500079
15.78,-0.2796382742,-2.717137472,-6.9476279229
15.79,-0.284445809,-2.6446279296,-6.9057915444
15.80,-0.2772345068,-2.5685717248,-6.8559863319
15.81,-0.2728275999,-2.4952740352,-6.809368653
15.82,-0.2800389021,-2.4247348608,-6.7679307162
15.83,-0.3024740645,-2.3636534528,-6.7368522636
15.84,-0.3433381103,-2.3218816512,-6.7252974543
15.85,-0.396621621,-2.3041483392,-6.7428288891
15.86,-0.4535107828,-2.3128179584,-6.789446568
15.87,-0.4999836192,-2.3392208896,-6.8436346392
15.88,-0.5256238048,-2.3754756608,-6.8779006254
15.89,-0.524822549,-2.4251289344,-6.8934398517
15.90,-0.5043905261,-2.4834518272,-6.8926429683
15.91,-0.4747440615,-2.5189184512,-6.8739162084
15.92,-0.432678132,-2.5208888192,-6.8599707489
15.93,-0.392615342,-2.504337728,-6.8619629574
15.94,-0.3665745285,-2.4783288704,-6.8667442578
15.95,-0.3457418777,-2.4586251904,-6.8751115335
15.96,-0.3156947852,-2.4598074112,-6.8986195938
15.97,-0.2756319952,-2.4822696064,-6.9241198626
15.98,-0.2259541356,-2.5130073472,-6.9480263646
15.99,-0.1630555553,-2.5449273088,-6.9587842905
16.00,-0.1053651377,-2.5855168896,-6.9464325978
16.01,-0.0544853944,-2.6351701632,-6.9320886966
16.02,-0.0144226044,-2.67970048,-6.928901163
16.03,0.0012018837,-2.7120145152,-6.9360731136
16.04,-0.0172269997,-2.7301419008,-6.952807665
16.05,-0.0608954408,-2.7423581824,-6.960776499
16.06,-0.1314059512,-2.7620618624,-6.9544014318
16.07,-0.2251528798,-2.7931936768,-6.9332840217
16.08,-0.3225054595,-2.8310247424,-6.8986195938
16.09,-0.4142492486,-2.868855808,-6.8476190562
16.10,-0.488766038,-2.9011698432,-6.7858605927
16.11,-0.5536677578,-2.914174272,-6.7348600551
16.12,-0.6137619428,-2.9031402112,-6.6982034187
16.13,-0.6658435698,-2.8743728384,-6.6683202912
16.14,-0.7083101272,-2.831418816,-6.6503904147
16.15,-0.7431647545,-2.7770366592,-6.65397639
16.16,-0.7708080796,-2.713196736,-6.6810704256
16.17,-0.7635967774,-2.6513271808,-6.7248990126
16.18,-0.7219314758,-2.5941865088,-6.7743057834
16.19,-0.6470140585,-2.5405924992,-6.817337487
16.20,-0.5536677578,-2.5000029184,-6.8376580137
16.21,-0.4499051317,-2.4795110912,-6.8428377558
16.22,-0.3393318313,-2.4818755328,-6.8468221728
16.23,-0.2395754842,-2.5000029184,-6.8508065898
16.24,-0.1630555553,-2.5193125248,-6.8504081481
16.25,-0.092144417,-2.5386221312,-6.8388533388
16.26,-0.0244383019,-2.5677835776,-6.8165406036
16.27,0.020031395,-2.6044324224,-6.7922356599
16.28,0.0352552552,-2.6328057216,-6.7675322745
16.29,0.0328514878,-2.648174592,-6.7304771964
16.30,0.0136213486,-2.6489627392,-6.6723047082
16.31,-0.0304477204,-2.6355642368,-6.6169213119
16.32,-0.0933463007,-2.6095553792,-6.5826553257
16.33,-0.1662605785,-2.5662072832,-6.5591472654
16.34,-0.2487899259,-2.5122192,-6.5456002476
16.35,-0.3337230407,-2.4594133376,-6.5459986893
16.36,-0.4014291558,-2.4184296832,-6.5567566152
16.37,-0.4282712251,-2.39399712,-6.570303633
16.38,-0.4114448533,-2.3865097216,-6.5814600006
16.39,-0.3677764122,-2.3983319296,-6.5993898771
16.40,-0.312489762,-2.4361629952,-6.6388356054
16.41,-0.2399761121,-2.5007910656,-6.6958127685
16.42,-0.1550429973,-2.5855168896,-6.7595634405
16.43,-0.0616966966,-2.6824589952,-6.8324782716
16.44,0.0392615342,-2.772307776,-6.9073853112
16.45,0.1410210208,-2.843241024,-6.964760916
16.46,0.2479886701,-2.8928942976,-7.0054019694
16.47,0.3409343429,-2.9208735232,-7.028511588
16.48,0.3970222489,-2.9192972288,-7.0424570475
16.49,0.4102429696,-2.890529856,-7.0476367896
16.50,0.3834009003,-2.8404825088,-7.0305037965
16.51,0.3180985526,-2.774278144,-7.0097848281
16.52,0.2195440892,-2.7009804544,-6.9882689763
16.53,0.1065670214,-2.6268946176,-6.9512138982
16.54,0.0100156975,-2.5622665472,-6.8950336185
16.55,-0.0657029756,-2.5137954944,-6.845228406
16.56,-0.1298034396,-2.4763585024,-6.8101655364
16.57,-0.1878944851,-2.449167424,-6.7890481263
16.58,-0.2431811353,-2.4290696704,-6.7790870838
16.59,-0.2928589949,-2.4070015488,-6.7739073417
16.60,-0.3501487846,-2.3833571328,-6.7707198081
16.61,-0.4074385743,-2.3573482752,-6.7639462992
16.62,-0.4471007364,-2.3277927552,-6.7603603239
16.63,-0.476747201,-2.2966609408,-6.7679307162
16.64,-0.4935735728,-2.2556772864,-6.7806808506
16.65,-0.4943748286,-2.2005069824,-6.7938294267
16.66,-0.4811541079,-2.1433663104,-6.821321904
16.67,-0.4539114107,-2.1055352448,-6.85319724
16.68,-0.4094417138,-2.0822849024,-6.8767053003
16.69,-0.3569594589,-2.053123456,-6.9057915444
16.70,-0.3213035758,-2.011745728,-6.9400575306
16.71,-0.3241079711,-1.9597280128,-6.97272975
16.72,-0.3629688774,-1.9116510336,-7.0101832698
16.73,-0.4238643182,-1.8927355008,-7.0512227649
16.74,-0.4907691775,-1.9140154752,-7.0779183588
16.75,-0.544853944,-1.9739146624,-7.0751292669
16.76,-0.5736991528,-2.0677041792,-7.0460430228
16.77,-0.5652859669,-2.1800151552,-6.9974331354
16.78,-0.528828828,-2.2942964992,-6.9460341561
16.79,-0.4683340151,-2.401878592,-6.9121666116
16.80,-0.3962209931,-2.4956681088,-6.8898538764
16.81,-0.3305180175,-2.5780294912,-6.8755099752
16.82,-0.2696225767,-2.6548738432,-6.8663458161
16.83,-0.2135346707,-2.7179256192,-6.8555878902
16.84,-0.1646580669,-2.7581211264,-6.8300876214
16.85,-0.1205889979,-2.7754603648,-6.7966185186
16.86,-0.0785230684,-2.7758544384,-6.7663369494
16.87,-0.0312489762,-2.7719137024,-6.7348600551
16.88,0.020031395,-2.7699433344,-6.7069691361
16.89,0.0657029756,-2.7616677888,-6.6942190017
16.90,0.0997563471,-2.7510278016,-6.7033831608
16.91,0.1157814631,-2.740781888,-6.7352584968
16.92,0.1101726725,-2.7222604288,-6.7619540907
16.93,0.0957500681,-2.6907345408,-6.7770948753
16.94,0.0729142778,-2.6497508864,-6.7978138437
16.95,0.0380596505,-2.6036442752,-6.8249078793
16.96,0.0068106743,-2.5669954304,-6.8563847736
16.97,-0.0132207207,-2.5528087808,-6.8954320602
16.98,-0.044069069,-2.5579317376,-6.9292996047
16.99,-0.0933463007,-2.5736946816,-6.9484248063
17.00,-0.1414216487,-2.5874872576,-6.948823248
17.01,-0.1850900898,-2.5922161408,-6.9277058379
17.02,-0.2367710889,-2.583152448,-6.8918460849
17.03,-0.2996696692,-2.559508032,-6.857181657
17.04,-0.3653726448,-2.5185243776,-6.8201265789
17.05,-0.4242649461,-2.4680829568,-6.7906418931
17.06,-0.4803528521,-2.4306459648,-6.7850637093
17.07,-0.5444533161,-2.4137008,-6.789446568
17.08,-0.596935571,-2.4113363584,-6.7954231935
17.09,-0.6361971052,-2.4247348608,-6.8189312538
17.10,-0.6598341513,-2.4582311168,-6.865150491
17.11,-0.6758592673,-2.5019732864,-6.9061899861
17.12,-0.6786636626,-2.5433510144,-6.9241198626
17.13,-0.6714523604,-2.5780294912,-6.9221276541
17.14,-0.6534241049,-2.6107376,-6.9117681699
17.15,-0.620973245,-2.642263488,-6.8998149189
17.16,-0.5757022923,-2.6615730944,-6.9041977776
17.17,-0.5236206653,-2.658026432,-6.9165494703
17.18,-0.4703371546,-2.6335938688,-6.9233229792
17.19,-0.4282712251,-2.5965509504,-6.9304949298
17.20,-0.4026310395,-2.5559613696,-6.9492216897
17.21,-0.3745870865,-2.527982144,-6.9615733824
17.22,-0.3381299476,-2.516159936,-6.9631671492
17.23,-0.3024740645,-2.5216769664,-6.960776499
17.24,-0.2708244604,-2.5449273088,-6.9516123399
17.25,-0.2459855306,-2.5780294912,-6.9440419476
17.26,-0.2367710889,-2.6107376,-6.9492216897
17.27,-0.2459855306,-2.642263488,-6.9655577994
17.28,-0.2628119024,-2.6710308608,-6.9822923508
17.29,-0.2752313673,-2.6844293632,-6.9934487184
17.30,-0.2752313673,-2.681670848,-6.9958393686
17.31,-0.2596068792,-2.6702427136,-6.9898627431
17.32,-0.2411779958,-2.6552679168,-6.9810970257
17.33,-0.2215472287,-2.6406871936,-6.9691437747
17.34,-0.2107302754,-2.63044128,-6.944838831
17.35,-0.2047208569,-2.6367464576,-6.9141588201
17.36,-0.2011152058,-2.66984864,-6.881088159
17.37,-0.2107302754,-2.7187137664,-6.8408455473
17.38,-0.2211466008,-2.7687611136,-6.8021967024
17.39,-0.220345345,-2.8144736512,-6.7810792923
17.40,-0.2191434613,-2.8440291712,-6.7639462992
17.41,-0.2235503682,-2.8582158208,-6.7364538219
17.42,-0.236370461,-2.8680676608,-6.7117504365
17.43,-0.2491905538,-2.8692498816,-6.6970080936
17.44,-0.2531968328,-2.8558513792,-6.6886408179
17.45,-0.2511936933,-2.8349654784,-6.6790782171
17.46,-0.2551999723,-2.8113210624,-6.6651327576
17.47,-0.2700232046,-2.7766425856,-6.6511872981
17.48,-0.284445809,-2.7384174464,-6.6464059977
17.49,-0.3024740645,-2.7080737792,-6.6483982062
17.50,-0.3233067153,-2.6903404672,-6.6635389908
17.51,-0.3381299476,-2.6879760256,-6.7009925106
17.52,-0.348546273,-2.69940416,-6.7396413555
17.53,-0.3505494125,-2.7139848832,-6.7723135749
17.54,-0.3465431335,-2.7340826368,-6.8101655364
17.55,-0.3457418777,-2.7557566848,-6.8508065898
17.56,-0.3409343429,-2.7616677888,-6.89304141
17.57,-0.3305180175,-2.7514218752,-6.9388622055
17.58,-0.3217042037,-2.7332944896,-6.9910580682
17.59,-0.3172972968,-2.7096500736,-7.0328944467
17.60,-0.3184991805,-2.671819008,-7.036480422
