2022.05.23 11:02:00,,,
GOSHO,,,
F1,,,
,N14W,N76E,
TIME(s),STREAM(gal),DAMAXIS(gal),U-D(gal)
5.46,-0.296064018,-2.563842842,-6.889853876
5.47,-0.290455228,-2.55596137,-6.90937752
5.48,-0.290455228,-2.549262118,-6.910971287
5.49,-0.298067158,-2.548473971,-6.898619594
5.5,-0.301272181,-2.55162656,-6.89304141
5.51,-0.299269041,-2.557931738,-6.902604011
5.52,-0.291657111,-2.563842842,-6.914955704
5.53,-0.281641414,-2.568571725,-6.926112071
5.54,-0.278837018,-2.573694682,-6.941252856
5.55,-0.276032623,-2.575270976,-6.953206107
5.56,-0.266818181,-2.56581321,-6.955198315
5.57,-0.248389298,-2.554779149,-6.956792082
5.58,-0.237171717,-2.552414707,-6.953604548
5.59,-0.235569205,-2.558719885,-6.940854414
5.6,-0.229559787,-2.564236915,-6.914955704
5.61,-0.221547229,-2.568965798,-6.871127117
5.62,-0.224752252,-2.578817638,-6.839650222
5.63,-0.235969833,-2.590639846,-6.825306321
5.64,-0.249190554,-2.598521318,-6.816142162
5.65,-0.264815042,-2.598521318,-6.817337487
5.66,-0.278035763,-2.590639846,-6.831282947
5.67,-0.286048321,-2.58118208,-6.840845547
5.68,-0.285247065,-2.571724314,-6.846025289
5.69,-0.275631995,-2.5614784,-6.865150491
5.7,-0.267218809,-2.55714359,-6.89782271
5.71,-0.261610019,-2.562660621,-6.933284022
5.72,-0.258404996,-2.572906534,-6.953604548
5.73,-0.258404996,-2.576453197,-6.947627923
5.74,-0.276433251,-2.576453197,-6.918541679
5.75,-0.300871553,-2.580788006,-6.885869459
5.76,-0.304076576,-2.593398362,-6.875908417
5.77,-0.291256483,-2.600491686,-6.882283484
5.78,-0.278035763,-2.599703539,-6.887463226
5.79,-0.269622577,-2.596156877,-6.880291276
5.8,-0.264414414,-2.585122816,-6.866744258
5.81,-0.25760374,-2.57566505,-6.85558789
5.82,-0.244783647,-2.574876902,-6.858775424
5.83,-0.237572345,-2.582758374,-6.862361399
5.84,-0.24037674,-2.594186509,-6.866744258
5.85,-0.244383019,-2.595762803,-6.871924
5.86,-0.243982391,-2.591822067,-6.871525558
5.87,-0.243581763,-2.590245773,-6.861564516
5.88,-0.245985531,-2.583152448,-6.857181657
5.89,-0.241578624,-2.572906534,-6.860369191
5.9,-0.233566066,-2.564630989,-6.850408148
5.91,-0.227957275,-2.561872474,-6.826501646
5.92,-0.218742833,-2.552808781,-6.812157745
5.93,-0.205522113,-2.532711027,-6.818931254
5.94,-0.196708299,-2.51773623,-6.834072038
5.95,-0.189897625,-2.5122192,-6.848814381
5.96,-0.18308695,-2.511825126,-6.872322442
5.97,-0.180683183,-2.517342157,-6.89304141
5.98,-0.186692601,-2.529558438,-6.899814919
5.99,-0.203919601,-2.543745088,-6.901010244
6,-0.221547229,-2.545715456,-6.898619594
6.01,-0.238373601,-2.540198426,-6.883877251
6.02,-0.261610019,-2.537833984,-6.870728675
6.03,-0.287250204,-2.539016205,-6.872720883
6.04,-0.304076576,-2.534681395,-6.877103742
6.05,-0.304877832,-2.524435482,-6.877900625
6.06,-0.301672809,-2.518130304,-6.878697509
6.07,-0.299669669,-2.518918451,-6.8767053
6.08,-0.291256483,-2.516948083,-6.871924
6.09,-0.279237646,-2.513007347,-6.861962957
6.1,-0.274830739,-2.511431053,-6.853595682
6.11,-0.277234507,-2.513007347,-6.85080659
6.12,-0.289253344,-2.514583642,-6.840845547
6.13,-0.294060879,-2.510248832,-6.810165536
6.14,-0.291657111,-2.500791066,-6.781079292
6.15,-0.298467786,-2.490939226,-6.771915133
6.16,-0.30527846,-2.487786637,-6.767930716
6.17,-0.298467786,-2.491333299,-6.755579024
6.18,-0.287650832,-2.492909594,-6.735258497
6.19,-0.278035763,-2.490151078,-6.716531737
6.2,-0.256802484,-2.48818071,-6.702187836
6.21,-0.243181135,-2.484634048,-6.682265751
6.22,-0.245985531,-2.478722944,-6.679875101
6.23,-0.243982391,-2.475570355,-6.711750437
6.24,-0.235168577,-2.474388134,-6.759164999
6.25,-0.231562926,-2.472023693,-6.803392028
6.26,-0.238774228,-2.474782208,-6.844431523
6.27,-0.24999181,-2.481875533,-6.887064785
6.28,-0.253998089,-2.48818071,-6.925315188
6.29,-0.249591182,-2.499608845,-6.954401432
6.3,-0.24999181,-2.524829555,-6.963964033
6.31,-0.256001228,-2.560690253,-6.93049493
6.32,-0.265616298,-2.590639846,-6.8671427
6.33,-0.275631995,-2.610343526,-6.798610727
6.34,-0.280840158,-2.618619072,-6.750797723
6.35,-0.278837018,-2.619407219,-6.733266288
6.36,-0.262411275,-2.614678336,-6.727289663
6.37,-0.242780507,-2.606008717,-6.719320829
6.38,-0.236370461,-2.598521318,-6.708164461
6.39,-0.237171717,-2.592216141,-6.695414327
6.4,-0.238373601,-2.583152448,-6.691031468
6.41,-0.242780507,-2.574088755,-6.703781603
6.42,-0.252796205,-2.566207283,-6.737649147
6.43,-0.25760374,-2.557537664,-6.781477734
6.44,-0.252395577,-2.544927309,-6.822118787
6.45,-0.241979252,-2.53192288,-6.854791007
6.46,-0.235969833,-2.525223629,-6.871127117
6.47,-0.229960415,-2.525223629,-6.863158283
6.48,-0.212733415,-2.526799923,-6.840845547
6.49,-0.19270202,-2.532711027,-6.81813437
6.5,-0.18509009,-2.542168794,-6.812954628
6.51,-0.187093229,-2.553202854,-6.832876713
6.52,-0.182285695,-2.561084326,-6.865548933
6.53,-0.17547502,-2.56699543,-6.89543206
6.54,-0.185490718,-2.570936166,-6.910971287
6.55,-0.220345345,-2.578029491,-6.912565053
6.56,-0.262010647,-2.592216141,-6.897025827
6.57,-0.298067158,-2.606008717,-6.874713092
6.58,-0.336928064,-2.618619072,-6.844033081
6.59,-0.376189598,-2.629653133,-6.808173328
6.6,-0.401429156,-2.636352384,-6.785860593
6.61,-0.40823983,-2.631229427,-6.777891759
6.62,-0.405435435,-2.61625463,-6.7782902
6.63,-0.392214714,-2.596156877,-6.799407611
6.64,-0.366173901,-2.569753946,-6.83686113
6.65,-0.334924924,-2.54177472,-6.877103742
6.66,-0.302874692,-2.523647334,-6.904994661
6.67,-0.275231367,-2.513007347,-6.906588428
6.68,-0.254799344,-2.510642906,-6.901408686
6.69,-0.241578624,-2.51773623,-6.904197778
6.7,-0.23076167,-2.522859187,-6.920135446
6.71,-0.22515288,-2.529164365,-6.942846623
6.72,-0.226354764,-2.542562867,-6.945635714
6.73,-0.231562926,-2.552414707,-6.926112071
6.74,-0.236771089,-2.551232486,-6.904596219
6.75,-0.239575484,-2.546503603,-6.898619594
6.76,-0.239976112,-2.542562867,-6.89782271
6.77,-0.235969833,-2.540198426,-6.906189986
6.78,-0.229559787,-2.542562867,-6.922924538
6.79,-0.235168577,-2.546897677,-6.925315188
6.8,-0.261610019,-2.554779149,-6.915752587
6.81,-0.289253344,-2.569753946,-6.909775961
6.82,-0.301672809,-2.585122816,-6.896627385
6.83,-0.307682227,-2.59536873,-6.859173866
6.84,-0.314492902,-2.60088576,-6.830486063
6.85,-0.31088725,-2.615860557,-6.821321904
6.86,-0.300070297,-2.632805722,-6.81813437
6.87,-0.287650832,-2.635170163,-6.828493855
6.88,-0.275231367,-2.628470912,-6.84841594
6.89,-0.279237646,-2.619407219,-6.863158283
6.9,-0.289653972,-2.606008717,-6.854392565
6.91,-0.293259623,-2.59103392,-6.824509438
6.92,-0.296464646,-2.579605786,-6.795423194
6.93,-0.293660251,-2.579605786,-6.777493317
6.94,-0.276032623,-2.592216141,-6.777493317
6.95,-0.251594321,-2.605614643,-6.789048126
6.96,-0.232364182,-2.6107376,-6.793032543
6.97,-0.221547229,-2.609949453,-6.787055918
6.98,-0.21754095,-2.607585011,-6.784665268
6.99,-0.221947857,-2.606796864,-6.789446568
7,-0.229559787,-2.60522057,-6.799806052
